,tournament_id,tournament_name,tournament_level,tournament_date,surface,draw_size
133170,WTA_2014-W-INT-GER-01A-2014,Nuremberg,I,2014-05-19,Clay,32
130412,WTA_2013-W-INT-GER-01A-2013,Nuremberg,I,2013-06-10,Clay,32
135823,WTA_2015-W-INT-GER-01A-2015,Nuremberg,I,2015-05-18,Clay,32
144508,WTA_2018-1068,Nurnberg,I,2018-05-21,Clay,32
138894,WTA_2016-1068,Nurnberg,I,2016-05-16,Clay,32
147235,WTA_2019-1068,Nurnberg,I,2019-05-20,Clay,32
141708,WTA_2017-1068,Nurnberg,I,2017-05-22,Clay,32
130814,WTA_2013-W-INT-POR-01A-2013,Oeiras,I,2013-04-29,Clay,32
133542,WTA_2014-W-INT-POR-01A-2014,Oeiras,I,2014-04-28,Clay,32
94951,WTA_2000-W-T3-USA-01A-2000,Oklahoma,T3,2000-02-21,Carpet,30
98018,WTA_2001-W-T3-USA-01A-2001,Oklahoma City,T3,2001-02-19,Carpet,30
93072,WTA_2000-W-OL-AUS-01A-2000,Olympics,O,2000-09-19,Hard,64
104936,WTA_2004-W-OL-GRE-01A-2004,Olympics,O,2004-08-15,Hard,64
128227,WTA_2012-W-OL-GBR-01A-2012,Olympics,O,2012-07-30,Grass,64
116136,WTA_2008-W-OL-CHN-01A-2008,Olympics,O,2008-08-11,Hard,64
140463,WTA_2016-O16,Olympics,O,2016-08-08,Hard,64
98109,WTA_2001-W-T4-POR-01A-2001,Oporto,T4,2001-04-02,Clay,32
101280,WTA_2002-W-T4-POR-01A-2002,Oporto,T4,2002-04-01,Clay,32
147177,WTA_2019-1056,Osaka,I,2019-09-16,Hard,32
119366,WTA_2009-W-INT-JPN-01A-2009,Osaka,I,2009-10-12,Hard,32
160853,WTA_2024-405,Osaka,I,2024-10-14,Hard,32
157726,WTA_2023-405,Osaka,I,2023-09-11,Hard,32
124940,WTA_2011-W-INT-JPN-01A-2011,Osaka,I,2011-10-10,Hard,32
133232,WTA_2014-W-INT-JPN-01A-2014,Osaka,I,2014-10-06,Hard,32
130504,WTA_2013-W-INT-JPN-01A-2013,Osaka,I,2013-10-07,Hard,32
122156,WTA_2010-W-INT-JPN-01A-2010,Osaka,I,2010-10-11,Hard,32
127731,WTA_2012-W-INT-JPN-01A-2012,Osaka,I,2012-10-08,Hard,32
150222,WTA_2020-2025,Ostrava,P,2020-10-19,Hard,32
155281,WTA_2022-2025,Ostrava,P,2022-10-03,Hard,32
152638,WTA_2021-2025,Ostrava,P,2021-09-20,Hard,32
107314,WTA_2004-W-T5-ITA-01A-2004,Palermo,T5,2004-07-19,Clay,32
112726,WTA_2006-W-T4-ITA-01A-2006,Palermo,T4,2006-07-17,Clay,32
104492,WTA_2003-W-T5-ITA-01A-2003,Palermo,T5,2003-07-07,Clay,32
95259,WTA_2000-W-T4B-ITA-01A-2000,Palermo,T4,2000-07-10,Clay,32
115504,WTA_2007-W-T4-ITA-01A-2007,Palermo,T4,2007-07-16,Clay,32
101528,WTA_2002-W-T5-ITA-01A-2002,Palermo,T5,2002-07-08,Clay,32
160082,WTA_2024-466,Palermo,I,2024-07-15,Clay,32
127700,WTA_2012-W-INT-ITA-01A-2012,Palermo,I,2012-07-09,Clay,32
149707,WTA_2020-0466,Palermo,I,2020-08-03,Clay,32
109877,WTA_2005-W-T4-ITA-02A-2005,Palermo,T4,2005-07-18,Clay,32
152127,WTA_2021-466,Palermo,I,2021-07-19,Clay,32
146544,WTA_2019-0466,Palermo,I,2019-07-22,Clay,32
124909,WTA_2011-W-INT-ITA-01A-2011,Palermo,I,2011-07-11,Clay,32
130473,WTA_2013-W-INT-ITA-01A-2013,Palermo,I,2013-07-08,Clay,32
122125,WTA_2010-W-INT-ITA-01A-2010,Palermo,I,2010-07-12,Clay,32
154618,WTA_2022-466,Palermo,I,2022-07-18,Clay,32
119335,WTA_2009-W-INT-ITA-01A-2009,Palermo,I,2009-07-13,Clay,32
118295,WTA_2008-W-T4-ITA-01A-2008,Palermo,T4,2008-07-07,Clay,32
98357,WTA_2001-W-T5-ITA-01A-2001,Palermo,T5,2001-07-09,Clay,32
157276,WTA_2023-466,Palermo,I,2023-07-17,Clay,32
117335,WTA_2008-W-T2-FRA-01A-2008,Paris,T2,2008-02-04,Carpet,28
120256,WTA_2009-W-PR-FRA-01A-2009,Paris,P,2009-02-09,Carpet,32
134239,WTA_2014-W-PR-FRA-01A-2014,Paris,P,2014-01-27,Carpet,28
114515,WTA_2007-W-T2-FRA-01A-2007,Paris,T2,2007-02-05,Carpet,28
108861,WTA_2005-W-T2-FRA-01A-2005,Paris,T2,2005-02-07,Carpet,28
128739,WTA_2012-W-PR-FRA-01A-2012,Paris,P,2012-02-06,Carpet,30
94172,WTA_2000-W-T2-FRA-01A-2000,Paris,T2,2000-02-07,Carpet,28
131454,WTA_2013-W-PR-FRA-01A-2013,Paris,P,2013-01-28,Carpet,28
97090,WTA_2001-W-T2-FRA-01A-2001,Paris,T2,2001-02-06,Carpet,28
125861,WTA_2011-W-PR-FRA-01A-2011,Paris,P,2011-02-07,Carpet,30
106161,WTA_2004-W-T2-FRA-01A-2004,Paris,T2,2004-02-09,Carpet,28
111706,WTA_2006-W-T2-FRA-01A-2006,Paris,T2,2006-02-06,Carpet,28
123075,WTA_2010-W-PR-FRA-01A-2010,Paris,P,2010-02-08,Carpet,30
103312,WTA_2003-W-T2-FRA-01A-2003,Paris,T2,2003-02-03,Carpet,28
100216,WTA_2002-W-T2-FRA-01A-2002,Paris,T2,2002-02-05,Carpet,28
160174,WTA_2024-0096,Paris Olympics,O,2024-07-29,Clay,64
151493,WTA_2021-2041,Parma,W,2021-05-17,Clay,32
155188,WTA_2022-2041,Parma,I,2022-09-26,Clay,32
125281,WTA_2011-W-INT-THA-01A-2011,Pattaya,I,2011-02-07,Hard,32
115721,WTA_2007-W-T4-THA-01A-2007,Pattaya,T4,2007-02-05,Hard,32
133635,WTA_2014-W-INT-THA-01A-2014,Pattaya,I,2014-01-27,Hard,32
112943,WTA_2006-W-T4-THA-01A-2006,Pattaya,T4,2006-02-06,Hard,32
104554,WTA_2003-W-T5-THA-01A-2003,Pattaya,T5,2003-11-03,Hard,32
95383,WTA_2000-W-T4B-THA-01A-2000,Pattaya,T4,2000-11-11,Hard,32
122528,WTA_2010-W-INT-THA-01A-2010,Pattaya,I,2010-02-08,Hard,32
128072,WTA_2012-W-INT-THA-01A-2012,Pattaya,I,2012-02-06,Hard,32
119707,WTA_2009-W-INT-THA-01A-2009,Pattaya,I,2009-02-09,Hard,32
118512,WTA_2008-W-T4-THA-01A-2008,Pattaya,T4,2008-02-04,Hard,32
130876,WTA_2013-W-INT-THA-01A-2013,Pattaya,I,2013-01-28,Hard,32
136257,WTA_2015-W-INT-THA-01A-2015,Pattaya,I,2015-02-09,Hard,32
110094,WTA_2005-W-T4-THA-01A-2005,Pattaya,T4,2005-01-31,Hard,32
98481,WTA_2001-W-T5-THA-01A-2001,Pattaya,T5,2001-11-05,Hard,32
101621,WTA_2002-W-T5-THA-01A-2002,Pattaya,T5,2002-11-04,Hard,32
106487,WTA_2004-W-T2-USA-05A-2004,Philadelphia,T2,2004-11-01,Hard,28
109214,WTA_2005-W-T2-USA-05A-2005,Philadelphia,T2,2005-10-31,Hard,28
94550,WTA_2000-W-T2-USA-07A-2000,Philadelphia,T2,2000-11-04,Carpet,28
103696,WTA_2003-W-T2-USA-07A-2003,Philadelphia,T2,2003-10-27,Hard,28
150790,WTA_2021-2027,Phillip Island Trophy,I,2021-02-13,Hard,64
119800,WTA_2009-W-INT-USA-02A-2009,Ponte Vedra Beach,I,2009-04-06,Clay,32
122621,WTA_2010-W-INT-USA-02A-2010,Ponte Vedra Beach,I,2010-04-05,Clay,32
119645,WTA_2009-W-INT-SLO-01A-2009,Portoroz,I,2009-07-20,Hard,32
155099,WTA_2022-2044,Portoroz,I,2022-09-12,Hard,32
115659,WTA_2007-W-T4-SLO-01A-2007,Portoroz,T4,2007-09-17,Hard,32
112881,WTA_2006-W-T4-SLO-01A-2006,Portoroz,T4,2006-09-18,Hard,32
118450,WTA_2008-W-T4-SLO-01A-2008,Portoroz,T4,2008-07-21,Hard,32
110032,WTA_2005-W-T4-SLO-01A-2005,Portoroz,T4,2005-09-19,Hard,32
152607,WTA_2021-2044,Portoroz,I,2021-09-13,Hard,32
122466,WTA_2010-W-INT-SLO-01A-2010,Portoroz,I,2010-07-19,Hard,32
135730,WTA_2015-W-INT-CZE-01A-2015,Prague,I,2015-04-27,Clay,32
152065,WTA_2021-1082,Prague,I,2021-07-12,Hard,32
115442,WTA_2007-W-T4-CZE-01A-2007,Prague,T4,2007-05-07,Clay,32
121884,WTA_2010-W-INT-CZE-01A-2010,Prague,I,2010-07-12,Clay,32
139150,WTA_2016-1082,Prague,I,2016-04-25,Clay,32
154649,WTA_2022-1082,Prague,I,2022-07-25,Hard,32
149769,WTA_2020-1082,Prague,I,2020-08-10,Clay,32
119125,WTA_2009-W-INT-CZE-01A-2009,Prague,I,2009-07-13,Clay,32
112664,WTA_2006-W-T4-CZE-01A-2006,Prague,T4,2006-05-08,Clay,32
109753,WTA_2005-W-T4-CZE-01A-2005,Prague,T4,2005-05-09,Clay,32
147491,WTA_2019-1082,Prague,I,2019-04-29,Clay,32
141964,WTA_2017-1082,Prague,I,2017-05-01,Clay,32
157400,WTA_2023-1082,Prague,I,2023-07-31,Hard,32
144764,WTA_2018-1082,Prague,I,2018-04-30,Clay,32
118233,WTA_2008-W-T4-CZE-01A-2008,Prague,T4,2008-04-28,Clay,32
160143,WTA_2024-1082,Prague,I,2024-07-22,Clay,32
119032,WTA_2009-W-INT-CAN-01A-2009,Quebec City,I,2009-09-14,Hard,32
124606,WTA_2011-W-INT-CAN-01A-2011,Quebec City,I,2011-09-12,Hard,32
132984,WTA_2014-W-INT-CAN-01A-2014,Quebec City,I,2014-09-08,Hard,32
97615,WTA_2001-W-T3-CAN-01A-2001,Quebec City,T3,2001-09-17,Carpet,30
106601,WTA_2004-W-T3-CAN-01A-2004,Quebec City,T3,2004-11-01,Hard,30
112121,WTA_2006-W-T3-CAN-01A-2006,Quebec City,T3,2006-10-30,Hard,32
109303,WTA_2005-W-T3-CAN-01A-2005,Quebec City,T3,2005-10-31,Hard,32
130202,WTA_2013-W-INT-CAN-01A-2013,Quebec City,I,2013-09-09,Hard,32
127428,WTA_2012-W-INT-CAN-01A-2012,Quebec City,I,2012-09-10,Hard,32
114899,WTA_2007-W-T3-CAN-01A-2007,Quebec City,T3,2007-10-29,Hard,32
143848,WTA_2018-0656,Quebec City,I,2018-09-10,Hard,32
100693,WTA_2002-W-T3-CAN-01A-2002,Quebec City,T3,2002-09-16,Carpet,30
94635,WTA_2000-W-T3-CAN-01A-2000,Quebec City,T3,2000-10-28,Hard,30
138063,WTA_2016-0656,Quebec City,I,2016-09-12,Hard,32
140986,WTA_2017-0656,Quebec City,I,2017-09-11,Hard,32
121791,WTA_2010-W-INT-CAN-01A-2010,Quebec City,I,2010-09-13,Hard,32
103781,WTA_2003-W-T3-CAN-01A-2003,Quebec City,T3,2003-10-27,Carpet,30
117723,WTA_2008-W-T3-CAN-01A-2008,Quebec City,T3,2008-10-27,Hard,32
135575,WTA_2015-W-INT-CAN-01A-2015,Quebec City,I,2015-09-14,Hard,32
159561,WTA_2024-1005,Rabat,I,2024-05-20,Clay,32
146902,WTA_2019-1005,Rabat,I,2019-04-29,Clay,32
112788,WTA_2006-W-T4-MAR-01A-2006,Rabat,T4,2006-05-15,Clay,32
138437,WTA_2016-1005,Rabat,I,2016-04-25,Clay,32
156743,WTA_2023-1005,Rabat,I,2023-05-22,Clay,32
109939,WTA_2005-W-T4-MAR-01A-2005,Rabat,T4,2005-05-02,Clay,32
144175,WTA_2018-1005,Rabat,I,2018-04-30,Clay,32
141313,WTA_2017-1005,Rabat,I,2017-05-01,Clay,32
154007,WTA_2022-1005,Rabat,I,2022-05-16,Clay,32
135513,WTA_2015-W-INT-BRA-01A-2015,Rio de Janeiro,I,2015-02-16,Clay,32
132922,WTA_2014-W-INT-BRA-01A-2014,Rio de Janeiro,I,2014-02-17,Clay,32
140432,WTA_2016-M052,Rio de Janeiro,I,2016-02-15,Clay,32
161035,WTA_2024-808,Riyadh Finals,F,2024-11-04,Hard,8
137499,WTA_2015-W-SL-FRA-01A-2015,Roland Garros,G,2015-05-25,Clay,128
145008,WTA_2018-520,Roland Garros,G,2018-05-28,Clay,128
139332,WTA_2016-520,Roland Garros,G,2016-05-23,Clay,128
150095,WTA_2020-520,Roland Garros,G,2020-09-28,Clay,128
96137,WTA_2001-W-SL-FRA-01A-2001,Roland Garros,G,2001-05-28,Clay,128
113480,WTA_2007-W-SL-FRA-01A-2007,Roland Garros,G,2007-05-28,Clay,128
123711,WTA_2010-W-SL-FRA-01A-2010,Roland Garros,G,2010-05-24,Clay,128
120930,WTA_2009-W-SL-FRA-01A-2009,Roland Garros,G,2009-05-25,Clay,128
102332,WTA_2003-W-SL-FRA-01A-2003,Roland Garros,G,2003-05-26,Clay,128
142239,WTA_2017-520,Roland Garros,G,2017-05-29,Clay,128
116327,WTA_2008-W-SL-FRA-01A-2008,Roland Garros,G,2008-05-26,Clay,128
147791,WTA_2019-520,Roland Garros,G,2019-05-27,Clay,128
99236,WTA_2002-W-SL-FRA-01A-2002,Roland Garros,G,2002-05-27,Clay,128
151555,WTA_2021-520,Roland Garros,G,2021-05-31,Clay,128
93262,WTA_2000-W-SL-FRA-01A-2000,Roland Garros,G,2000-05-29,Clay,128
132078,WTA_2013-W-SL-FRA-01A-2013,Roland Garros,G,2013-05-27,Clay,128
134863,WTA_2014-W-SL-FRA-01A-2014,Roland Garros,G,2014-05-26,Clay,128
107826,WTA_2005-W-SL-FRA-01A-2005,Roland Garros,G,2005-05-23,Clay,128
126515,WTA_2011-W-SL-FRA-01A-2011,Roland Garros,G,2011-05-23,Clay,128
105126,WTA_2004-W-SL-FRA-01A-2004,Roland Garros,G,2004-05-24,Clay,128
156805,WTA_2023-520,Roland Garros,G,2023-05-29,Clay,128
159619,WTA_2024-520,Roland Garros,G,2024-05-27,Clay,128
129364,WTA_2012-W-SL-FRA-01A-2012,Roland Garros,G,2012-05-28,Clay,128
154069,WTA_2022-520,Roland Garros,G,2022-05-23,Clay,128
110671,WTA_2006-W-SL-FRA-01A-2006,Roland Garros,G,2006-05-29,Clay,128
151407,WTA_2021-709,Rome,PM,2021-05-10,Clay,64
123164,WTA_2010-W-PR-ITA-01A-2010,Rome,P,2010-05-03,Clay,56
125948,WTA_2011-W-PR-ITA-01A-2011,Rome,P,2011-05-09,Clay,56
102823,WTA_2003-W-T1-ITA-01A-2003,Rome,T1,2003-05-12,Clay,56
140090,WTA_2016-M009,Rome,P,2016-05-09,Clay,64
148549,WTA_2019-M009,Rome,P,2019-05-13,Clay,64
156648,WTA_2023-709,Rome,PM,2023-05-08,Clay,96
105617,WTA_2004-W-T1-ITA-01A-2004,Rome,T1,2004-05-10,Clay,56
131539,WTA_2013-W-PR-ITA-01A-2013,Rome,P,2013-05-13,Clay,56
111162,WTA_2006-W-T1-ITA-01A-2006,Rome,T1,2006-05-15,Clay,56
134379,WTA_2014-W-PR-ITA-01A-2014,Rome,P,2014-05-12,Clay,56
150011,WTA_2020-M009,Rome,P,2020-09-14,Clay,64
120349,WTA_2009-W-PR-ITA-01A-2009,Rome,P,2009-05-04,Clay,56
159466,WTA_2024-709,Rome,PM,2024-05-06,Clay,128
113971,WTA_2007-W-T1-ITA-01A-2007,Rome,T1,2007-05-14,Clay,56
108317,WTA_2005-W-T1-ITA-01A-2005,Rome,T1,2005-05-09,Clay,56
145766,WTA_2018-M009,Rome,P,2018-05-14,Clay,64
93753,WTA_2000-W-T1-ITA-01A-2000,Rome,T1,2000-05-15,Clay,56
99727,WTA_2002-W-T1-ITA-01A-2002,Rome,T1,2002-05-13,Clay,56
128826,WTA_2012-W-PR-ITA-01A-2012,Rome,P,2012-05-14,Clay,56
142997,WTA_2017-M009,Rome,P,2017-05-15,Clay,64
153952,WTA_2022-709,Rome,P,2022-05-09,Clay,64
96628,WTA_2001-W-T1-ITA-01A-2001,Rome,T1,2001-05-14,Clay,56
116818,WTA_2008-W-T1-ITA-01A-2008,Rome,T1,2008-05-12,Clay,56
136491,WTA_2015-W-P5-ITA-01A-2015,Rome,P,2015-05-11,Clay,56
159313,WTA_2024-2066,Rouen,I,2024-04-15,Clay,32
148604,WTA_2019-M010,S-Hertogenbosch,I,2019-06-10,Grass,32
157757,WTA_2023-2074,San Diego,P,2023-09-11,Hard,32
111543,WTA_2006-W-T1-USA-04A-2006,San Diego,T1,2006-07-31,Hard,56
97407,WTA_2001-W-T2-USA-04A-2001,San Diego,T2,2001-07-30,Hard,48
103575,WTA_2003-W-T2-USA-04A-2003,San Diego,T2,2003-07-28,Hard,48
126249,WTA_2011-W-PR-USA-03A-2011,San Diego,P,2011-08-01,Hard,56
94469,WTA_2000-W-T2-USA-04A-2000,San Diego,T2,2000-07-31,Hard,28
100514,WTA_2002-W-T2-USA-04A-2002,San Diego,T2,2002-07-29,Hard,48
159018,WTA_2024-2074,San Diego,P,2024-02-26,Hard,32
155339,WTA_2022-2074,San Diego,P,2022-10-10,Hard,32
123471,WTA_2010-W-PR-USA-03A-2010,San Diego,P,2010-08-02,Hard,30
114352,WTA_2007-W-T1-USA-04A-2007,San Diego,T1,2007-07-30,Hard,56
129127,WTA_2012-W-PR-USA-03A-2012,San Diego,P,2012-07-16,Hard,28
105998,WTA_2004-W-T1-USA-04A-2004,San Diego,T1,2004-07-26,Hard,56
108698,WTA_2005-W-T1-USA-04A-2005,San Diego,T1,2005-08-01,Hard,56
154711,WTA_2022-703,San Jose,P,2022-08-01,Hard,32
146606,WTA_2019-0703,San Jose,P,2019-07-29,Hard,32
152252,WTA_2021-703,San Jose,W,2021-08-02,Hard,32
143879,WTA_2018-0703,San Jose,P,2018-07-30,Hard,32
95011,WTA_2000-W-T4A-BRA-01A-2000,Sao Paulo,T4,2000-02-14,Clay,32
101342,WTA_2002-W-T4-USA-01A-2002,Sarasota,T4,2002-04-01,Clay,32
104337,WTA_2003-W-T4-USA-01A-2003,Sarasota,T4,2003-03-31,Clay,32
103474,WTA_2003-W-T2-USA-01A-2003,Scottsdale,T2,2003-02-24,Hard,28
97306,WTA_2001-W-T2-USA-01A-2001,Scottsdale,T2,2001-02-26,Hard,28
94361,WTA_2000-W-T2-USA-01A-2000,Scottsdale,T2,2000-02-28,Hard,27
100405,WTA_2002-W-T2-USA-01A-2002,Scottsdale,T2,2002-02-25,Hard,28
122187,WTA_2010-W-INT-KOR-01A-2010,Seoul,I,2010-09-20,Hard,32
146964,WTA_2019-1024,Seoul,I,2019-09-16,Hard,32
141375,WTA_2017-1024,Seoul,I,2017-09-18,Hard,32
124971,WTA_2011-W-INT-KOR-01A-2011,Seoul,I,2011-09-19,Hard,32
118326,WTA_2008-W-T4-KOR-01A-2008,Seoul,T4,2008-09-22,Hard,32
133263,WTA_2014-W-INT-KOR-01A-2014,Seoul,I,2014-09-15,Hard,32
130535,WTA_2013-W-INT-KOR-01A-2013,Seoul,I,2013-09-16,Hard,32
160649,WTA_2024-1024,Seoul,P,2024-09-16,Hard,32
135916,WTA_2015-W-INT-KOR-01A-2015,Seoul,I,2015-09-21,Hard,32
107035,WTA_2004-W-T4-KOR-01A-2004,Seoul,T4,2004-09-27,Hard,32
155130,WTA_2022-1024,Seoul,I,2022-09-19,Hard,32
112757,WTA_2006-W-T4-KOR-01A-2006,Seoul,T4,2006-09-25,Hard,32
138499,WTA_2016-1024,Seoul,I,2016-09-19,Hard,32
127762,WTA_2012-W-INT-KOR-01A-2012,Seoul,I,2012-09-17,Hard,32
144237,WTA_2018-1024,Seoul,I,2018-09-17,Hard,32
158018,WTA_2023-1024,Seoul,I,2023-10-09,Hard,32
119397,WTA_2009-W-INT-KOR-01A-2009,Seoul,I,2009-09-21,Hard,32
109908,WTA_2005-W-T4-KOR-01A-2005,Seoul,T4,2005-09-26,Hard,32
115535,WTA_2007-W-T4-KOR-01A-2007,Seoul,T4,2007-09-24,Hard,32
98078,WTA_2001-W-T4-CHN-01A-2001,Shanghai,T4,2001-10-08,Hard,32
101187,WTA_2002-W-T4-CHN-01A-2002,Shanghai,T4,2002-09-09,Hard,32
95042,WTA_2000-W-T4A-CHN-01A-2000,Shanghai,T4,2000-10-14,Hard,32
103285,WTA_2003-W-T2-CHN-01A-2003,Shanghai,T2,2003-09-15,Hard,28
130233,WTA_2013-W-INT-CHN-01A-2013,Shenzhen,I,2012-12-31,Hard,32
133015,WTA_2014-W-INT-CHN-01A-2014,Shenzhen,I,2013-12-30,Hard,32
149254,WTA_2020-1063,Shenzhen,I,2020-01-06,Hard,32
135606,WTA_2015-W-INT-CHN-01A-2015,Shenzhen,I,2015-01-05,Hard,32
141677,WTA_2017-1063,Shenzhen,I,2017-01-02,Hard,32
144477,WTA_2018-1063,Shenzhen,I,2018-01-01,Hard,32
138801,WTA_2016-1063,Shenzhen,I,2016-01-04,Hard,32
147204,WTA_2019-1063,Shenzhen,I,2018-12-31,Hard,32
146798,WTA_2019-0808,Shenzhen Finals,F,2019-10-28,Hard,8
141209,WTA_2017-0808,Singapore,F,2017-10-23,Hard,8
138305,WTA_2016-0808,Singapore,F,2016-10-24,Hard,8
144043,WTA_2018-0808,Singapore,F,2018-10-22,Hard,8
94922,WTA_2000-W-T3-POL-01A-2000,Sopot,T3,2000-07-17,Clay,30
97960,WTA_2001-W-T3-POL-01A-2001,Sopot,T3,2001-07-23,Clay,30
101069,WTA_2002-W-T3-POL-02A-2002,Sopot,T3,2002-07-21,Clay,30
106917,WTA_2004-W-T3-POL-01A-2004,Sopot,T3,2004-08-09,Clay,30
104126,WTA_2003-W-T3-POL-01A-2003,Sopot,T3,2003-07-28,Clay,30
139181,WTA_2016-1086,St. Petersburg,P,2016-02-08,Hard,32
147522,WTA_2019-1086,St. Petersburg,P,2019-01-28,Hard,32
144795,WTA_2018-1086,St. Petersburg,P,2018-01-29,Hard,32
141995,WTA_2017-1086,St. Petersburg,P,2017-01-30,Hard,32
153345,WTA_2022-1086,St. Petersburg,P,2022-02-07,Hard,32
151047,WTA_2021-1086,St. Petersburg,P,2021-03-15,Hard,32
149503,WTA_2020-1086,St. Petersburg,P,2020-02-10,Hard,32
123442,WTA_2010-W-PR-USA-02A-2010,Stanford,P,2010-07-26,Hard,30
97380,WTA_2001-W-T2-USA-03A-2001,Stanford,T2,2001-07-23,Hard,28
106378,WTA_2004-W-T2-USA-02A-2004,Stanford,T2,2004-07-12,Hard,28
114759,WTA_2007-W-T2-USA-02A-2007,Stanford,T2,2007-07-23,Hard,28
103548,WTA_2003-W-T2-USA-03A-2003,Stanford,T2,2003-07-21,Hard,28
109105,WTA_2005-W-T2-USA-02A-2005,Stanford,T2,2005-07-25,Hard,28
136868,WTA_2015-W-P700-USA-03A-2015,Stanford,P,2015-08-03,Hard,28
120631,WTA_2009-W-PR-USA-02A-2009,Stanford,P,2009-07-27,Hard,32
129100,WTA_2012-W-PR-USA-02A-2012,Stanford,P,2012-07-09,Hard,28
126222,WTA_2011-W-PR-USA-02A-2011,Stanford,P,2011-07-25,Hard,28
111950,WTA_2006-W-T2-USA-02A-2006,Stanford,T2,2006-07-24,Hard,28
94442,WTA_2000-W-T2-USA-03A-2000,Stanford,T2,2000-07-24,Hard,28
117552,WTA_2008-W-T2-USA-02A-2008,Stanford,T2,2008-07-14,Hard,28
131813,WTA_2013-W-PR-USA-02A-2013,Stanford,P,2013-07-22,Hard,28
100487,WTA_2002-W-T2-USA-03A-2002,Stanford,T2,2002-07-22,Hard,28
141017,WTA_2017-0703,Stanford,P,2017-07-31,Hard,32
138094,WTA_2016-0703,Stanford,P,2016-07-18,Hard,32
134625,WTA_2014-W-PR-USA-02A-2014,Stanford,P,2014-07-28,Hard,28
110063,WTA_2005-W-T4-SWE-01A-2005,Stockholm,T4,2005-08-08,Hard,32
118481,WTA_2008-W-T4-SWE-01A-2008,Stockholm,T4,2008-07-28,Hard,32
112912,WTA_2006-W-T4-SWE-01A-2006,Stockholm,T4,2006-08-07,Hard,32
115690,WTA_2007-W-T4-SWE-01A-2007,Stockholm,T4,2007-07-30,Hard,32
107128,WTA_2004-W-T4-SWE-01A-2004,Stockholm,T4,2004-08-02,Hard,32
135761,WTA_2015-W-INT-FRA-01A-2015,Strasbourg,I,2015-05-18,Clay,32
154038,WTA_2022-406,Strasbourg,I,2022-05-16,Clay,32
103897,WTA_2003-W-T3-FRA-01A-2003,Strasbourg,T3,2003-05-19,Clay,30
137972,WTA_2016-0406,Strasbourg,I,2016-05-16,Clay,32
100809,WTA_2002-W-T3-FRA-01A-2002,Strasbourg,T3,2002-05-20,Clay,30
117847,WTA_2008-W-T3-FRA-01A-2008,Strasbourg,T3,2008-05-19,Clay,30
140895,WTA_2017-0406,Strasbourg,I,2017-05-22,Clay,32
94722,WTA_2000-W-T3-FRA-01A-2000,Strasbourg,T3,2000-05-22,Clay,30
112214,WTA_2006-W-T3-FRA-01A-2006,Strasbourg,T3,2006-05-22,Clay,30
124792,WTA_2011-W-INT-FRA-01A-2011,Strasbourg,I,2011-05-16,Clay,32
109396,WTA_2005-W-T3-FRA-01A-2005,Strasbourg,T3,2005-05-16,Clay,30
97731,WTA_2001-W-T3-FRA-01A-2001,Strasbourg,T3,2001-05-21,Clay,30
106688,WTA_2004-W-T3-FRA-01A-2004,Strasbourg,T3,2004-05-17,Clay,30
119218,WTA_2009-W-INT-FRA-01A-2009,Strasbourg,I,2009-05-18,Clay,32
127583,WTA_2012-W-INT-FRA-01A-2012,Strasbourg,I,2012-05-21,Clay,32
150066,WTA_2020-0406,Strasbourg,I,2020-09-21,Clay,32
146513,WTA_2019-0406,Strasbourg,I,2019-05-20,Clay,32
114992,WTA_2007-W-T3-FRA-01A-2007,Strasbourg,T3,2007-05-21,Clay,30
156774,WTA_2023-406,Strasbourg,I,2023-05-22,Clay,32
151524,WTA_2021-406,Strasbourg,W,2021-05-24,Clay,32
143757,WTA_2018-0406,Strasbourg,I,2018-05-21,Clay,32
130326,WTA_2013-W-INT-FRA-01A-2013,Strasbourg,I,2013-05-20,Clay,32
159592,WTA_2024-406,Strasbourg,I,2024-05-20,Clay,32
133139,WTA_2014-W-INT-FRA-01A-2014,Strasbourg,I,2014-05-19,Clay,32
122008,WTA_2010-W-INT-FRA-01A-2010,Strasbourg,I,2010-05-17,Clay,32
117389,WTA_2008-W-T2-GER-01A-2008,Stuttgart,T2,2008-09-29,Hard,28
147119,WTA_2019-1051,Stuttgart,P,2019-04-22,Clay,32
128799,WTA_2012-W-PR-GER-01A-2012,Stuttgart,P,2012-04-23,Clay,28
123135,WTA_2010-W-PR-GER-01A-2010,Stuttgart,P,2010-04-26,Clay,30
114569,WTA_2007-W-T2-GER-01A-2007,Stuttgart,T2,2007-10-01,Hard,28
153862,WTA_2022-1051,Stuttgart,P,2022-04-18,Clay,32
134352,WTA_2014-W-PR-GER-01A-2014,Stuttgart,P,2014-04-21,Clay,28
151317,WTA_2021-1051,Stuttgart,P,2021-04-19,Clay,32
120318,WTA_2009-W-PR-GER-01A-2009,Stuttgart,P,2009-04-27,Clay,32
156526,WTA_2023-1051,Stuttgart,P,2023-04-17,Clay,32
125921,WTA_2011-W-PR-GER-01A-2011,Stuttgart,P,2011-04-18,Clay,28
111760,WTA_2006-W-T2-GER-01A-2006,Stuttgart,T2,2006-10-02,Hard,28
131512,WTA_2013-W-PR-GER-01A-2013,Stuttgart,P,2013-04-22,Clay,28
144392,WTA_2018-1051,Stuttgart,P,2018-04-23,Clay,32
136703,WTA_2015-W-P700-GER-01A-2015,Stuttgart,P,2015-04-20,Clay,28
