,tournament_id,tournament_name,tournament_level,tournament_date,surface,draw_size
130357,WTA_2013-W-INT-GBR-01A-2013,Birmingham,I,2013-06-10,Grass,56
103926,WTA_2003-W-T3-GBR-01A-2003,Birmingham,T3,2003-06-09,Grass,56
151169,WTA_2021-894,Bogota,I,2021-04-05,Clay,32
130295,WTA_2013-W-INT-COL-01A-2013,Bogota,I,2013-02-18,Clay,32
117816,WTA_2008-W-T3-COL-01A-2008,Bogota,T3,2008-02-18,Clay,32
97644,WTA_2001-W-T3-COL-01A-2001,Bogota,T3,2001-02-19,Clay,30
146844,WTA_2019-0894,Bogota,I,2019-04-08,Clay,32
100722,WTA_2002-W-T3-COL-01A-2002,Bogota,T3,2002-02-18,Clay,30
133108,WTA_2014-W-INT-COL-01A-2014,Bogota,I,2014-04-07,Clay,32
121853,WTA_2010-W-INT-COL-01A-2010,Bogota,I,2010-02-15,Clay,32
135699,WTA_2015-W-INT-COL-01A-2015,Bogota,I,2015-04-13,Clay,32
119094,WTA_2009-W-INT-COL-01A-2009,Bogota,I,2009-02-16,Clay,32
124668,WTA_2011-W-INT-COL-01A-2011,Bogota,I,2011-02-14,Clay,32
127490,WTA_2012-W-INT-COL-01A-2012,Bogota,I,2012-02-13,Clay,32
159235,WTA_2024-894,Bogota,I,2024-04-01,Clay,32
138351,WTA_2016-0894,Bogota,I,2016-04-11,Clay,32
103810,WTA_2003-W-T3-COL-01A-2003,Bogota,T3,2003-02-17,Clay,30
112183,WTA_2006-W-T3-COL-01A-2006,Bogota,T3,2006-02-20,Clay,32
144089,WTA_2018-0894,Bogota,I,2018-04-09,Clay,32
95073,WTA_2000-W-T4A-COL-01A-2000,Bogota,T4,2000-02-07,Clay,32
114961,WTA_2007-W-T3-COL-01A-2007,Bogota,T3,2007-02-19,Clay,32
153745,WTA_2022-894,Bogota,I,2022-04-04,Clay,32
156440,WTA_2023-894,Bogota,I,2023-04-03,Clay,32
109365,WTA_2005-W-T3-COL-01A-2005,Bogota,T3,2005-02-14,Clay,32
141255,WTA_2017-0894,Bogota,I,2017-04-10,Clay,32
106659,WTA_2004-W-T3-COL-01A-2004,Bogota,T3,2004-02-23,Clay,30
97673,WTA_2001-W-T3-CRO-01A-2001,Bol,T3,2001-04-30,Clay,30
142022,WTA_2017-1090,Bol,I,2017-06-05,Clay,32
100751,WTA_2002-W-T3-CRO-01A-2002,Bol,T3,2002-04-29,Clay,30
103839,WTA_2003-W-T3-CRO-01A-2003,Bol,T3,2003-04-28,Clay,30
139239,WTA_2016-1090,Bol,I,2016-05-30,Clay,32
94664,WTA_2000-W-T3-CRO-01A-2000,Bol,T3,2000-05-01,Clay,30
95352,WTA_2000-W-T4B-SVK-01A-2000,Bratislava,T4,2000-10-23,Hard,32
98450,WTA_2001-W-T5-SVK-01A-2001,Bratislava,T5,2001-10-15,Hard,32
101590,WTA_2002-W-T5-SVK-01A-2002,Bratislava,T5,2002-10-14,Hard,32
145986,WTA_2018-M020,Brisbane,P,2018-01-01,Hard,32
140262,WTA_2016-M020,Brisbane,P,2016-01-04,Hard,32
124451,WTA_2011-W-INT-AUS-01A-2011,Brisbane,I,2011-01-03,Hard,32
131312,WTA_2013-W-PR-AUS-01A-2013,Brisbane,P,2012-12-31,Hard,30
149225,WTA_2020-0800,Brisbane,P,2020-01-06,Hard,32
137207,WTA_2015-W-PR-AUS-01A-2015,Brisbane,P,2015-01-05,Hard,30
148776,WTA_2019-M020,Brisbane,P,2018-12-31,Hard,32
118908,WTA_2009-W-INT-AUS-01A-2009,Brisbane,I,2009-01-05,Hard,32
121667,WTA_2010-W-INT-AUS-01A-2010,Brisbane,I,2010-01-04,Hard,32
143217,WTA_2017-M020,Brisbane,I,2017-01-02,Hard,32
128603,WTA_2012-W-PR-AUS-01A-2012,Brisbane,P,2012-01-02,Hard,32
158496,WTA_2024-800,Brisbane,P,2024-01-01,Hard,64
134071,WTA_2014-W-PR-AUS-01A-2014,Brisbane,P,2013-12-30,Hard,30
131370,WTA_2013-W-PR-BEL-01A-2013,Brussels,P,2013-05-20,Clay,30
125777,WTA_2011-W-PR-BEL-01A-2011,Brussels,P,2011-05-16,Clay,30
101156,WTA_2002-W-T4-BEL-01A-2002,Brussels,T4,2002-07-08,Clay,32
128663,WTA_2012-W-PR-BEL-01A-2012,Brussels,P,2012-05-21,Clay,30
147414,WTA_2019-1079,Bucharest,I,2019-07-15,Clay,32
144687,WTA_2018-1079,Bucharest,I,2018-07-16,Clay,32
141887,WTA_2017-1079,Bucharest,I,2017-07-17,Clay,32
133573,WTA_2014-W-INT-ROU-01A-2014,Bucharest,I,2014-07-07,Clay,32
136195,WTA_2015-W-INT-ROU-01A-2015,Bucharest,I,2015-07-13,Clay,32
139073,WTA_2016-1079,Bucharest,I,2016-07-11,Clay,32
144915,WTA_2018-1097,Budapest,I,2018-02-19,Hard,32
115076,WTA_2007-W-T3-HUN-01A-2007,Budapest,T3,2007-04-23,Clay,32
122094,WTA_2010-W-INT-HUN-01A-2010,Budapest,I,2010-07-05,Clay,32
98326,WTA_2001-W-T5-HUN-01A-2001,Budapest,T5,2001-04-16,Clay,32
95228,WTA_2000-W-T4B-HUN-01A-2000,Budapest,T4,2000-04-17,Clay,32
142146,WTA_2017-1097,Budapest,I,2017-02-20,Hard,32
160051,WTA_2024-2036,Budapest,I,2024-07-15,Clay,32
117931,WTA_2008-W-T3-HUN-01A-2008,Budapest,T3,2008-07-07,Clay,30
147642,WTA_2019-1097,Budapest,I,2019-02-18,Hard,32
119304,WTA_2009-W-INT-HUN-01A-2009,Budapest,I,2009-07-06,Clay,32
107283,WTA_2004-W-T5-HUN-01A-2004,Budapest,T5,2004-04-26,Clay,32
112695,WTA_2006-W-T4-HUN-01A-2006,Budapest,T4,2006-07-24,Clay,32
157245,WTA_2023-2036,Budapest,I,2023-07-17,Clay,32
104461,WTA_2003-W-T5-HUN-01A-2003,Budapest,T5,2003-04-14,Clay,32
152003,WTA_2021-2036,Budapest,I,2021-07-12,Clay,32
154525,WTA_2022-2036,Budapest,I,2022-07-11,Clay,32
109784,WTA_2005-W-T4-HUN-01A-2005,Budapest,T4,2005-07-25,Clay,32
130443,WTA_2013-W-INT-HUN-01A-2013,Budapest,I,2013-07-08,Clay,31
124878,WTA_2011-W-INT-HUN-01A-2011,Budapest,I,2011-07-04,Clay,32
101497,WTA_2002-W-T5-HUN-01A-2002,Budapest,T5,2002-04-15,Clay,32
127669,WTA_2012-W-INT-HUN-01A-2012,Budapest,I,2012-04-30,Clay,32
161050,WTA_2024-2052,Buenos Aires 125,W,2024-11-25,Clay,32
142053,WTA_2017-1091,Calvia,I,2017-06-19,Grass,32
97557,WTA_2001-W-T3-AUS-02A-2001,Canberra,T3,2001-01-07,Hard,30
104430,WTA_2003-W-T5-AUS-02A-2003,Canberra,T5,2003-01-06,Hard,32
107221,WTA_2004-W-T5-AUS-02A-2004,Canberra,T5,2004-01-12,Hard,32
112602,WTA_2006-W-T4-AUS-01A-2006,Canberra,T4,2006-01-09,Hard,32
110202,WTA_2005-W-T5-AUS-02A-2005,Canberra,T5,2005-01-10,Hard,32
101466,WTA_2002-W-T5-AUS-02A-2002,Canberra,T5,2002-01-06,Hard,32
158184,WTA_2023-808,Cancun Finals,F,2023-10-30,Hard,8
131895,WTA_2013-W-PR-USA-04A-2013,Carlsbad,P,2013-07-29,Hard,28
98388,WTA_2001-W-T5-MAR-01A-2001,Casablanca,T5,2001-07-23,Clay,32
104523,WTA_2003-W-T5-MAR-01A-2003,Casablanca,T5,2003-03-31,Clay,32
101559,WTA_2002-W-T5-MAR-01A-2002,Casablanca,T5,2002-07-08,Clay,32
107345,WTA_2004-W-T5-MAR-01A-2004,Casablanca,T5,2004-04-05,Clay,32
108643,WTA_2005-W-T1-USA-03A-2005,Charleston,T1,2005-04-11,Clay,56
159266,WTA_2024-804,Charleston,P,2024-04-01,Clay,64
153776,WTA_2022-804,Charleston,P,2022-04-04,Clay,64
134570,WTA_2014-W-PR-USA-01A-2014,Charleston,P,2014-03-31,Clay,56
146688,WTA_2019-0804,Charleston,P,2019-04-01,Clay,64
141099,WTA_2017-0804,Charleston,P,2017-04-03,Clay,64
117172,WTA_2008-W-T1-USA-03A-2008,Charleston,T1,2008-04-14,Clay,56
129045,WTA_2012-W-PR-USA-01A-2012,Charleston,P,2012-04-02,Clay,56
96954,WTA_2001-W-T1-USA-03A-2001,Charleston,T1,2001-04-16,Clay,56
136784,WTA_2015-W-P700-USA-01A-2015,Charleston,P,2015-04-06,Clay,56
103149,WTA_2003-W-T1-USA-03A-2003,Charleston,T1,2003-04-07,Clay,56
156471,WTA_2023-804,Charleston,P,2023-04-03,Clay,64
126167,WTA_2011-W-PR-USA-01A-2011,Charleston,P,2011-04-04,Clay,56
100053,WTA_2002-W-T1-USA-03A-2002,Charleston,T1,2002-04-15,Clay,56
138195,WTA_2016-0804,Charleston,P,2016-04-04,Clay,64
143933,WTA_2018-0804,Charleston,P,2018-04-02,Clay,64
131758,WTA_2013-W-PR-USA-01A-2013,Charleston,P,2013-04-01,Clay,56
120576,WTA_2009-W-PR-USA-01A-2009,Charleston,P,2009-04-13,Clay,56
111488,WTA_2006-W-T1-USA-03A-2006,Charleston,T1,2006-04-10,Clay,56
123387,WTA_2010-W-PR-USA-01A-2010,Charleston,P,2010-04-12,Clay,56
114297,WTA_2007-W-T1-USA-03A-2007,Charleston,T1,2007-04-09,Clay,56
105943,WTA_2004-W-T1-USA-03A-2004,Charleston,T1,2004-04-12,Clay,56
151200,WTA_2021-804,Charleston 1,P,2021-04-05,Clay,64
151255,WTA_2021-2033,Charleston 2,W,2021-04-12,Clay,32
155068,WTA_2022-2078,Chennai,I,2022-09-12,Hard,32
152389,WTA_2021-2047,Chicago 1,W,2021-08-23,Hard,32
152665,WTA_2021-2048,Chicago 2,P,2021-09-27,Hard,64
143309,WTA_2017-M024,Cincinnati,P,2017-08-14,Hard,64
160320,WTA_2024-1017,Cincinnati,PM,2024-08-12,Hard,64
112571,WTA_2006-W-T3-USA-02A-2006,Cincinnati,T3,2006-07-17,Hard,32
123500,WTA_2010-W-PR-USA-04A-2010,Cincinnati,P,2010-08-09,Hard,56
106975,WTA_2004-W-T3-USA-02A-2004,Cincinnati,T3,2004-08-16,Hard,30
146078,WTA_2018-M024,Cincinnati,PM,2018-08-13,Hard,64
149800,WTA_2020-M024,Cincinnati,P,2020-08-24,Hard,64
120717,WTA_2009-W-PR-USA-04A-2009,Cincinnati,P,2009-08-10,Hard,56
134652,WTA_2014-W-PR-USA-03A-2014,Cincinnati,P,2014-08-11,Hard,56
126304,WTA_2011-W-PR-USA-04A-2011,Cincinnati,P,2011-08-15,Hard,56
140354,WTA_2016-M024,Cincinnati,P,2016-08-15,Hard,64
157513,WTA_2023-1017,Cincinnati,P,2023-08-14,Hard,64
109722,WTA_2005-W-T3-USA-02A-2005,Cincinnati,T3,2005-07-18,Hard,32
152334,WTA_2021-1017,Cincinnati,P,2021-08-16,Hard,64
115380,WTA_2007-W-T3-USA-02A-2007,Cincinnati,T3,2007-07-16,Hard,32
154824,WTA_2022-1017,Cincinnati,P,2022-08-15,Hard,64
148868,WTA_2019-M024,Cincinnati,P,2019-08-12,Hard,64
136546,WTA_2015-W-P5-USA-01A-2015,Cincinnati,P,2015-08-17,Hard,56
118171,WTA_2008-W-T3-USA-02A-2008,Cincinnati,T3,2008-08-11,Hard,32
131840,WTA_2013-W-PR-USA-03A-2013,Cincinnati,P,2013-08-12,Hard,56
129154,WTA_2012-W-PR-USA-04A-2012,Cincinnati,P,2012-08-13,Hard,55
160375,WTA_2024-2040,Cleveland,I,2024-08-19,Hard,32
154879,WTA_2022-2040,Cleveland,I,2022-08-22,Hard,32
152420,WTA_2021-2040,Cleveland,W,2021-08-23,Hard,32
157568,WTA_2023-2040,Cleveland,I,2023-08-21,Hard,32
158076,WTA_2023-2050,Cluj Napoca,I,2023-10-16,Hard,32
155308,WTA_2022-2050,Cluj Napoca,I,2022-10-10,Hard,32
158846,WTA_2024-2050,Cluj-Napoca,I,2024-02-05,Hard,32
152222,WTA_2021-2043,Cluj-Napoca 1,I,2021-08-02,Clay,32
152904,WTA_2021-2050,Cluj-Napoca 2,I,2021-10-25,Hard,32
127521,WTA_2012-W-INT-DEN-01A-2012,Copenhagen,I,2012-04-09,Hard,32
121915,WTA_2010-W-INT-DEN-01A-2010,Copenhagen,I,2010-08-02,Hard,32
124699,WTA_2011-W-INT-DEN-01A-2011,Copenhagen,I,2011-06-06,Hard,32
152935,WTA_2021-2046,Courmayeur,I,2021-10-25,Hard,32
125374,WTA_2011-W-INT-USA-03A-2011,Dallas,I,2011-08-22,Hard,32
128165,WTA_2012-W-INT-USA-03A-2012,Dallas,I,2012-08-20,Hard,32
114650,WTA_2007-W-T2-QAT-01A-2007,Doha,T2,2007-02-26,Hard,28
101098,WTA_2002-W-T3-QAT-01A-2002,Doha,T3,2002-02-11,Hard,30
150872,WTA_2021-1003,Doha,P,2021-03-01,Hard,32
128936,WTA_2012-W-PR-QAT-01A-2012,Doha,P,2012-02-13,Hard,56
134461,WTA_2014-W-PR-QAT-01A-2014,Doha,P,2014-02-10,Hard,56
144120,WTA_2018-1003,Doha,P,2018-02-12,Hard,64
106269,WTA_2004-W-T2-QAT-01A-2004,Doha,T2,2004-03-01,Hard,28
126058,WTA_2011-W-PR-QAT-01A-2011,Doha,P,2011-02-21,Hard,28
97989,WTA_2001-W-T3-QAT-01A-2001,Doha,T3,2001-02-12,Hard,30
146875,WTA_2019-1003,Doha,P,2019-02-11,Hard,32
158877,WTA_2024-1003,Doha,P,2024-02-12,Hard,64
116900,WTA_2008-W-T1-QAT-01A-2008,Doha,T1,2008-02-18,Hard,56
111841,WTA_2006-W-T2-QAT-01A-2006,Doha,T2,2006-02-27,Hard,28
156075,WTA_2023-1003,Doha,P,2023-02-13,Hard,32
131649,WTA_2013-W-PR-QAT-01A-2013,Doha,P,2013-02-11,Hard,56
141286,WTA_2017-1003,Doha,P,2017-02-13,Hard,32
138382,WTA_2016-1003,Doha,P,2016-02-22,Hard,64
108996,WTA_2005-W-T2-QAT-01A-2005,Doha,T2,2005-02-21,Hard,28
149590,WTA_2020-1003,Doha,P,2020-02-24,Hard,64
153407,WTA_2022-1003,Doha,P,2022-02-21,Hard,64
104155,WTA_2003-W-T3-QAT-01A-2003,Doha,T3,2003-02-10,Hard,30
137292,WTA_2015-W-PR-QAT-01A-2015,Doha,P,2015-02-23,Hard,28
138168,WTA_2016-0718,Dubai,P,2016-02-15,Hard,32
141044,WTA_2017-0718,Dubai,P,2017-02-20,Hard,64
114677,WTA_2007-W-T2-UAE-01A-2007,Dubai,T2,2007-02-19,Hard,28
134543,WTA_2014-W-PR-UAE-01A-2014,Dubai,P,2014-02-17,Hard,28
111868,WTA_2006-W-T2-UAE-01A-2006,Dubai,T2,2006-02-20,Hard,28
149530,WTA_2020-0718,Dubai,P,2020-02-17,Hard,32
137319,WTA_2015-W-PR-UAE-01A-2015,Dubai,P,2015-02-16,Hard,54
117470,WTA_2008-W-T2-UAE-01A-2008,Dubai,T2,2008-02-25,Hard,28
156102,WTA_2023-718,Dubai,P,2023-02-20,Hard,64
97279,WTA_2001-W-T2-UAE-01A-2001,Dubai,T2,2001-02-19,Hard,28
143906,WTA_2018-0718,Dubai,P,2018-02-19,Hard,32
109023,WTA_2005-W-T2-UAE-01A-2005,Dubai,T2,2005-02-28,Hard,28
103447,WTA_2003-W-T2-UAE-01A-2003,Dubai,T2,2003-02-17,Hard,28
153376,WTA_2022-718,Dubai,P,2022-02-14,Hard,32
123332,WTA_2010-W-PR-UAE-01A-2010,Dubai,P,2010-02-15,Hard,56
106296,WTA_2004-W-T2-UAE-01A-2004,Dubai,T2,2004-02-23,Hard,28
150930,WTA_2021-718,Dubai,P,2021-03-07,Hard,64
158932,WTA_2024-718,Dubai,P,2024-02-19,Hard,64
129018,WTA_2012-W-PR-UAE-01A-2012,Dubai,P,2012-02-20,Hard,28
126112,WTA_2011-W-PR-UAE-01A-2011,Dubai,P,2011-02-14,Hard,56
120521,WTA_2009-W-PR-UAE-01A-2009,Dubai,P,2009-02-16,Hard,56
131731,WTA_2013-W-PR-UAE-01A-2013,Dubai,P,2013-02-18,Hard,28
146633,WTA_2019-0718,Dubai,P,2019-02-18,Hard,64
100378,WTA_2002-W-T2-UAE-01A-2002,Dubai,T2,2002-02-18,Hard,28
103339,WTA_2003-W-T2-GBR-01A-2003,Eastbourne,T2,2003-06-16,Grass,28
131481,WTA_2013-W-PR-GBR-01A-2013,Eastbourne,P,2013-06-17,Grass,32
117362,WTA_2008-W-T2-GBR-01A-2008,Eastbourne,T2,2008-06-16,Grass,28
125890,WTA_2011-W-PR-GBR-01A-2011,Eastbourne,P,2011-06-13,Grass,32
128768,WTA_2012-W-PR-GBR-01A-2012,Eastbourne,P,2012-06-18,Grass,32
100243,WTA_2002-W-T2-GBR-01A-2002,Eastbourne,T2,2002-06-17,Grass,28
151818,WTA_2021-710,Eastbourne,W,2021-06-21,Grass,32
114542,WTA_2007-W-T2-GBR-01A-2007,Eastbourne,T2,2007-06-18,Grass,28
138121,WTA_2016-0710,Eastbourne,P,2016-06-20,Grass,64
148721,WTA_2019-M016,Eastbourne,P,2019-06-24,Grass,64
134321,WTA_2014-W-PR-GBR-02A-2014,Eastbourne,P,2014-06-16,Grass,32
145939,WTA_2018-M016,Eastbourne,P,2018-06-25,Grass,64
143170,WTA_2017-M016,Eastbourne,P,2017-06-26,Grass,64
94199,WTA_2000-W-T2-GBR-01A-2000,Eastbourne,T2,2000-06-19,Grass,28
123104,WTA_2010-W-PR-GBR-01A-2010,Eastbourne,P,2010-06-14,Grass,32
159897,WTA_2024-710,Eastbourne,P,2024-06-24,Grass,32
111733,WTA_2006-W-T2-GBR-01A-2006,Eastbourne,T2,2006-06-19,Grass,28
106188,WTA_2004-W-T2-GBR-01A-2004,Eastbourne,T2,2004-06-14,Grass,28
108888,WTA_2005-W-T2-GBR-01A-2005,Eastbourne,T2,2005-06-13,Grass,28
154351,WTA_2022-710,Eastbourne,P,2022-06-20,Grass,64
120287,WTA_2009-W-PR-GBR-01A-2009,Eastbourne,P,2009-06-15,Grass,32
97144,WTA_2001-W-T2-GBR-01A-2001,Eastbourne,T2,2001-06-18,Grass,28
136656,WTA_2015-W-P700-GBR-02A-2015,Eastbourne,P,2015-06-22,Grass,48
157087,WTA_2023-710,Eastbourne,P,2023-06-26,Grass,32
112850,WTA_2006-W-T4-POR-01A-2006,Estoril,T4,2006-05-01,Clay,32
98140,WTA_2001-W-T4-POR-02A-2001,Estoril,T4,2001-04-09,Clay,32
110001,WTA_2005-W-T4-POR-01A-2005,Estoril,T4,2005-04-25,Clay,32
115628,WTA_2007-W-T4-POR-01A-2007,Estoril,T4,2007-04-30,Clay,32
101311,WTA_2002-W-T4-POR-02A-2002,Estoril,T4,2002-04-08,Clay,32
95104,WTA_2000-W-T4A-POR-01A-2000,Estoril,T4,2000-04-10,Clay,32
107097,WTA_2004-W-T4-POR-01A-2004,Estoril,T4,2004-04-12,Clay,32
104306,WTA_2003-W-T4-POR-01A-2003,Estoril,T4,2003-04-07,Clay,32
128010,WTA_2012-W-INT-POR-01A-2012,Estoril,I,2012-04-30,Clay,32
122435,WTA_2010-W-INT-POR-01A-2010,Estoril,I,2010-05-03,Clay,32
119614,WTA_2009-W-INT-POR-01A-2009,Estoril,I,2009-05-04,Clay,32
118419,WTA_2008-W-T4-POR-01A-2008,Estoril,T4,2008-04-14,Clay,32
125219,WTA_2011-W-INT-POR-01A-2011,Estoril,I,2011-04-25,Clay,32
118357,WTA_2008-W-T4-MAR-01A-2008,Fes,T4,2008-04-28,Clay,32
125033,WTA_2011-W-INT-MAR-01A-2011,Fes,I,2011-04-18,Clay,32
127824,WTA_2012-W-INT-MAR-01A-2012,Fes,I,2012-04-23,Clay,32
119459,WTA_2009-W-INT-MAR-01A-2009,Fes,I,2009-04-27,Clay,32
122249,WTA_2010-W-INT-MAR-01A-2010,Fes,I,2010-04-26,Clay,32
115566,WTA_2007-W-T4-MAR-01A-2007,Fes,T4,2007-05-14,Clay,32
106215,WTA_2004-W-T2-GER-01A-2004,Filderstadt,T2,2004-10-04,Hard,28
97225,WTA_2001-W-T2-GER-03A-2001,Filderstadt,T2,2001-10-08,Hard,28
108915,WTA_2005-W-T2-GER-01A-2005,Filderstadt,T2,2005-10-03,Hard,28
100324,WTA_2002-W-T2-GER-03A-2002,Filderstadt,T2,2002-10-07,Hard,28
94280,WTA_2000-W-T2-GER-03A-2000,Filderstadt,T2,2000-10-02,Hard,28
103393,WTA_2003-W-T2-GER-02A-2003,Filderstadt,T2,2003-10-06,Hard,28
138832,WTA_2016-1064,Florianopolis,I,2016-08-01,Hard,32
132953,WTA_2014-W-INT-BRA-02A-2014,Florianopolis,I,2014-02-24,Hard,32
130171,WTA_2013-W-INT-BRA-01A-2013,Florianopolis,I,2013-02-25,Hard,32
135544,WTA_2015-W-INT-BRA-02A-2015,Florianopolis,I,2015-07-27,Clay,32
118543,WTA_2008-W-T4-USA-01A-2008,Forest Hills,T4,2008-08-18,Hard,16
107376,WTA_2004-W-T5-USA-01A-2004,Forest Hills,T5,2004-08-24,Hard,15
112974,WTA_2006-W-T4-USA-01A-2006,Forest Hills,T4,2006-08-21,Hard,16
115752,WTA_2007-W-T4-USA-01A-2007,Forest Hills,T4,2007-08-20,Hard,16
110125,WTA_2005-W-T4-USA-01A-2005,Forest Hills,T4,2005-08-22,Hard,16
155421,WTA_2022-808,Fort Worth Finals,F,2022-10-31,Hard,8
152096,WTA_2021-2037,Gdynia,I,2021-07-19,Clay,32
150533,WTA_2021-2029,Gippsland Trophy,P,2021-01-31,Hard,54
94577,WTA_2000-W-T3-AUS-01A-2000,Gold Coast,T3,2000-01-03,Hard,30
109241,WTA_2005-W-T3-AUS-01A-2005,Gold Coast,T3,2005-01-03,Hard,32
103723,WTA_2003-W-T3-AUS-01A-2003,Gold Coast,T3,2002-12-30,Hard,30
97528,WTA_2001-W-T3-AUS-01A-2001,Gold Coast,T3,2000-12-31,Hard,30
112059,WTA_2006-W-T3-AUS-01A-2006,Gold Coast,T3,2006-01-02,Hard,32
117661,WTA_2008-W-T3-AUS-01A-2008,Gold Coast,T3,2007-12-31,Hard,32
106514,WTA_2004-W-T3-AUS-01A-2004,Gold Coast,T3,2004-01-05,Hard,30
100635,WTA_2002-W-T3-AUS-01A-2002,Gold Coast,T3,2001-12-30,Hard,30
150637,WTA_2021-2032,Grampians Trophy,P,2021-02-03,Hard,32
154910,WTA_2022-2070,Granby,I,2022-08-22,Hard,32
139301,WTA_2016-1094,Gstaad,I,2016-07-11,Clay,32
142084,WTA_2017-1094,Gstaad,I,2017-07-17,Clay,32
144853,WTA_2018-1094,Gstaad,I,2018-07-16,Clay,32
157784,WTA_2023-2075,Guadalajara,P,2023-09-18,Hard,64
150985,WTA_2021-2002,Guadalajara,I,2021-03-08,Hard,32
160560,WTA_2024-2075,Guadalajara,P,2024-09-09,Hard,32
153462,WTA_2022-2002,Guadalajara,I,2022-02-21,Hard,32
155366,WTA_2022-2075,Guadalajara 2,P,2022-10-17,Hard,64
152993,WTA_2021-808,Guadalajara Finals,F,2021-11-10,Hard,8
119063,WTA_2009-W-INT-CHN-01A-2009,Guangzhou,I,2009-09-14,Hard,32
121822,WTA_2010-W-INT-CHN-01A-2010,Guangzhou,I,2010-09-13,Hard,32
130264,WTA_2013-W-INT-CHN-02A-2013,Guangzhou,I,2013-09-16,Hard,32
146933,WTA_2019-1023,Guangzhou,I,2019-09-16,Hard,32
135637,WTA_2015-W-INT-CHN-02A-2015,Guangzhou,I,2015-09-21,Hard,32
109334,WTA_2005-W-T3-CHN-01A-2005,Guangzhou,T3,2005-09-26,Hard,32
144206,WTA_2018-1023,Guangzhou,I,2018-09-17,Hard,32
112152,WTA_2006-W-T3-CHN-01A-2006,Guangzhou,T3,2006-09-25,Hard,32
117785,WTA_2008-W-T3-CHN-01A-2008,Guangzhou,T3,2008-09-15,Hard,32
157839,WTA_2023-1023,Guangzhou,I,2023-09-18,Hard,32
160884,WTA_2024-1023,Guangzhou,I,2024-10-21,Hard,32
114930,WTA_2007-W-T3-CHN-01A-2007,Guangzhou,T3,2007-09-24,Hard,32
141344,WTA_2017-1023,Guangzhou,I,2017-09-18,Hard,32
124637,WTA_2011-W-INT-CHN-01A-2011,Guangzhou,I,2011-09-19,Hard,32
133046,WTA_2014-W-INT-CHN-02A-2014,Guangzhou,I,2014-09-15,Hard,32
138468,WTA_2016-1023,Guangzhou,I,2016-09-19,Hard,32
106630,WTA_2004-W-T3-CHN-01A-2004,Guangzhou,T3,2004-09-27,Hard,30
127459,WTA_2012-W-INT-CHN-01A-2012,Guangzhou,I,2012-09-17,Hard,32
100270,WTA_2002-W-T2-GER-01A-2002,Hamburg,T2,2002-04-30,Clay,28
157307,WTA_2023-2042,Hamburg,I,2023-07-23,Clay,32
94253,WTA_2000-W-T2-GER-02A-2000,Hamburg,T2,2000-04-30,Clay,28
151976,WTA_2021-2042,Hamburg,I,2021-07-05,Clay,32
97171,WTA_2001-W-T2-GER-01A-2001,Hamburg,T2,2001-04-30,Clay,28
154587,WTA_2022-2042,Hamburg,I,2022-07-18,Clay,32
94226,WTA_2000-W-T2-GER-01A-2000,Hanover,T2,2000-02-14,Hard,28
112090,WTA_2006-W-T3-BEL-01A-2006,Hasselt,T3,2006-10-30,Hard,32
109272,WTA_2005-W-T3-BEL-01A-2005,Hasselt,T3,2005-10-24,Hard,32
106572,WTA_2004-W-T3-BEL-01A-2004,Hasselt,T3,2004-09-27,Hard,30
104213,WTA_2003-W-T4-FIN-01A-2003,Helsinki,T4,2003-08-04,Clay,32
101218,WTA_2002-W-T4-FIN-01A-2002,Helsinki,T4,2002-08-05,Clay,32
94063,WTA_2000-W-T1-USA-03A-2000,Hilton Head,T1,2000-04-17,Clay,56
146482,WTA_2019-0405,Hiroshima,I,2019-09-09,Hard,32
143726,WTA_2018-0405,Hiroshima,I,2018-09-10,Hard,32
121698,WTA_2010-W-INT-AUS-02A-2010,Hobart,I,2010-01-11,Hard,32
141561,WTA_2017-1050,Hobart,I,2017-01-09,Hard,32
135389,WTA_2015-W-INT-AUS-01A-2015,Hobart,I,2015-01-12,Hard,32
95166,WTA_2000-W-T4B-AUS-01A-2000,Hobart,T4,2000-01-09,Hard,32
115411,WTA_2007-W-T4-AUS-01A-2007,Hobart,T4,2007-01-08,Hard,32
107190,WTA_2004-W-T5-AUS-01A-2004,Hobart,T5,2004-01-12,Hard,32
138685,WTA_2016-1050,Hobart,I,2016-01-11,Hard,32
118939,WTA_2009-W-INT-AUS-02A-2009,Hobart,I,2009-01-12,Hard,32
98264,WTA_2001-W-T5-AUS-01A-2001,Hobart,T5,2001-01-07,Hard,32
144361,WTA_2018-1050,Hobart,I,2018-01-08,Hard,32
132798,WTA_2014-W-INT-AUS-01A-2014,Hobart,I,2014-01-06,Hard,32
130047,WTA_2013-W-INT-AUS-01A-2013,Hobart,I,2013-01-07,Hard,32
110171,WTA_2005-W-T5-AUS-01A-2005,Hobart,T5,2005-01-10,Hard,32
118202,WTA_2008-W-T4-AUS-01A-2008,Hobart,T4,2008-01-07,Hard,32
158603,WTA_2024-1050,Hobart,I,2024-01-08,Hard,32
101435,WTA_2002-W-T5-AUS-01A-2002,Hobart,T5,2002-01-06,Hard,32
127304,WTA_2012-W-INT-AUS-01A-2012,Hobart,I,2012-01-09,Hard,32
147088,WTA_2019-1050,Hobart,I,2019-01-07,Hard,32
104399,WTA_2003-W-T5-AUS-01A-2003,Hobart,T5,2003-01-06,Hard,32
