,ranking_date,rank,player,points
90179,2024-12-30,1,206173,11830
90180,2024-12-30,2,100644,7915
90181,2024-12-30,3,207989,7010
90182,2024-12-30,4,126203,5100
90183,2024-12-30,5,106421,5030
90184,2024-12-30,6,134770,4255
90185,2024-12-30,7,104925,3910
90186,2024-12-30,8,126094,3760
90187,2024-12-30,9,200282,3745
90188,2024-12-30,10,105777,3350
90189,2024-12-30,11,126774,3165
90190,2024-12-30,12,126205,3145
90191,2024-12-30,13,208029,3025
90192,2024-12-30,14,200005,2765
90193,2024-12-30,15,207733,2685
90194,2024-12-30,16,128034,2640
90195,2024-12-30,17,207518,2600
90196,2024-12-30,18,126207,2585
90197,2024-12-30,19,111575,2410
90198,2024-12-30,20,209950,2355
90199,2024-12-30,21,210097,2330
90200,2024-12-30,22,200624,1985
90201,2024-12-30,23,126214,1943
90202,2024-12-30,24,200615,1865
90203,2024-12-30,25,207830,1758
90204,2024-12-30,26,111442,1745
90205,2024-12-30,27,202104,1690
90206,2024-12-30,28,208103,1660
90207,2024-12-30,29,200000,1635
90208,2024-12-30,30,202103,1620
90209,2024-12-30,31,208659,1561
90210,2024-12-30,32,207925,1472
90211,2024-12-30,33,122330,1420
90212,2024-12-30,34,126610,1380
90213,2024-12-30,35,111797,1370
90214,2024-12-30,36,132686,1355
90215,2024-12-30,37,208286,1345
90216,2024-12-30,38,206909,1335
90217,2024-12-30,39,144869,1315
90218,2024-12-30,40,134868,1280
90219,2024-12-30,41,210506,1245
90220,2024-12-30,42,105526,1240
90221,2024-12-30,43,124079,1205
90222,2024-12-30,44,209260,1198
90223,2024-12-30,45,111190,1155
90224,2024-12-30,46,106218,1150
90225,2024-12-30,47,208363,1148
90226,2024-12-30,48,210150,1136
90227,2024-12-30,49,111815,1119
90228,2024-12-30,50,209992,1115
90229,2024-12-30,51,105138,1104
90230,2024-12-30,52,105676,1037
90231,2024-12-30,53,132283,1026
90232,2024-12-30,54,200175,1021
90233,2024-12-30,55,104792,1005
90234,2024-12-30,56,133430,981
90235,2024-12-30,57,106148,981
90236,2024-12-30,58,206681,935
90237,2024-12-30,59,126239,927
90238,2024-12-30,60,126128,923
90239,2024-12-30,61,200221,845
90240,2024-12-30,62,144719,832
90241,2024-12-30,63,209070,807
90242,2024-12-30,64,106331,795
90243,2024-12-30,65,207352,784
90244,2024-12-30,66,105173,779
90245,2024-12-30,67,124186,778
90246,2024-12-30,68,126846,778
90247,2024-12-30,69,106415,776
90248,2024-12-30,70,144895,772
90249,2024-12-30,71,200267,768
90250,2024-12-30,72,111460,756
90251,2024-12-30,73,208014,746
90252,2024-12-30,74,205734,732
90253,2024-12-30,75,126127,730
90254,2024-12-30,76,200384,717
90255,2024-12-30,77,106423,716
90256,2024-12-30,78,207686,715
90257,2024-12-30,79,207680,714
90258,2024-12-30,80,122298,712
90259,2024-12-30,81,105583,710
90260,2024-12-30,82,105902,687
90261,2024-12-30,83,106000,679
90262,2024-12-30,84,106121,674
90263,2024-12-30,85,207681,661
90264,2024-12-30,86,200303,655
90265,2024-12-30,87,209113,643
90266,2024-12-30,88,124116,643
90267,2024-12-30,89,127157,640
90268,2024-12-30,90,106432,639
90269,2024-12-30,91,104926,637
90270,2024-12-30,92,208134,637
90271,2024-12-30,93,200443,636
90272,2024-12-30,94,202261,634
90273,2024-12-30,95,200325,628
90274,2024-12-30,96,105870,627
90275,2024-12-30,97,200116,624
90276,2024-12-30,98,111576,622
90277,2024-12-30,99,207985,622
90278,2024-12-30,100,105948,617
90279,2024-12-30,101,106298,616
90280,2024-12-30,102,136440,610
90281,2024-12-30,103,208233,605
90282,2024-12-30,104,105916,597
90283,2024-12-30,105,126845,591
90284,2024-12-30,106,105453,578
90285,2024-12-30,107,111153,572
90286,2024-12-30,108,208859,570
90287,2024-12-30,109,106329,566
90288,2024-12-30,110,134457,556
90289,2024-12-30,111,206499,554
90290,2024-12-30,112,207411,548
90291,2024-12-30,113,105062,542
90292,2024-12-30,114,209098,536
90293,2024-12-30,115,111513,519
90294,2024-12-30,116,208004,518
90295,2024-12-30,117,202058,515
90296,2024-12-30,118,106310,513
90297,2024-12-30,119,202358,509
90298,2024-12-30,120,111794,506
90299,2024-12-30,121,209920,500
90300,2024-12-30,122,210530,493
90301,2024-12-30,123,210262,489
90302,2024-12-30,124,106198,488
90303,2024-12-30,125,126129,474
90304,2024-12-30,126,123755,473
90305,2024-12-30,127,106075,472
90306,2024-12-30,128,209414,471
90307,2024-12-30,129,104755,470
90308,2024-12-30,130,200240,465
90309,2024-12-30,131,111456,464
90310,2024-12-30,132,144750,457
90311,2024-12-30,133,207729,452
90312,2024-12-30,134,208843,451
90313,2024-12-30,135,209857,449
90314,2024-12-30,136,127760,443
90315,2024-12-30,137,144870,442
90316,2024-12-30,138,210460,440
90317,2024-12-30,139,207678,428
90318,2024-12-30,140,200473,426
90319,2024-12-30,141,209263,424
90320,2024-12-30,142,207213,422
90321,2024-12-30,143,105477,417
90322,2024-12-30,144,105487,414
90323,2024-12-30,145,211663,409
90324,2024-12-30,146,106034,398
90325,2024-12-30,147,106283,396
90326,2024-12-30,148,105732,391
90327,2024-12-30,149,200335,389
90328,2024-12-30,150,111805,389
90329,2024-12-30,151,212021,383
90330,2024-12-30,152,106426,382
90331,2024-12-30,153,104745,380
90332,2024-12-30,154,144642,380
90333,2024-12-30,155,126409,379
90334,2024-12-30,156,208882,378
90335,2024-12-30,157,106109,377
90336,2024-12-30,158,209279,376
90337,2024-12-30,159,144817,376
90338,2024-12-30,160,209284,372
51987,2024-08-12,160,104918,368
90339,2024-12-30,161,104527,371
90340,2024-12-30,162,106296,371
90341,2024-12-30,163,105430,369
90342,2024-12-30,164,105554,364
90343,2024-12-30,165,105077,359
90344,2024-12-30,166,208260,352
90345,2024-12-30,167,109303,349
90346,2024-12-30,168,209262,345
90347,2024-12-30,169,208279,345
90348,2024-12-30,170,209409,340
90349,2024-12-30,171,210012,334
90350,2024-12-30,172,208361,332
90351,2024-12-30,173,123828,330
90352,2024-12-30,174,111454,329
90353,2024-12-30,175,200514,327
90354,2024-12-30,176,133835,326
90355,2024-12-30,177,202260,325
90356,2024-12-30,178,117357,323
90357,2024-12-30,179,105227,323
90358,2024-12-30,180,209874,318
90359,2024-12-30,181,122078,318
90360,2024-12-30,182,208169,315
90361,2024-12-30,183,123961,314
90362,2024-12-30,184,109739,313
90363,2024-12-30,185,206703,311
90364,2024-12-30,186,209147,311
90365,2024-12-30,187,126663,308
90366,2024-12-30,188,106005,307
90367,2024-12-30,189,206889,304
90368,2024-12-30,190,200647,303
90369,2024-12-30,191,207608,299
90370,2024-12-30,192,202122,299
90371,2024-12-30,193,208389,298
90372,2024-12-30,194,208230,296
90373,2024-12-30,195,126535,296
90374,2024-12-30,196,105807,292
90375,2024-12-30,197,208316,292
90376,2024-12-30,198,200587,286
90377,2024-12-30,199,200572,286
90378,2024-12-30,200,200416,286
90379,2024-12-30,201,123921,283
90380,2024-12-30,202,210319,280
90381,2024-12-30,203,210696,280
90382,2024-12-30,204,105911,280
90383,2024-12-30,205,200008,278
90384,2024-12-30,206,111505,277
90385,2024-12-30,207,105938,277
90386,2024-12-30,208,105932,273
90387,2024-12-30,209,122669,272
90388,2024-12-30,210,200188,270
90389,2024-12-30,211,200516,269
90390,2024-12-30,212,207182,269
90391,2024-12-30,213,106071,269
90392,2024-12-30,214,202262,265
90393,2024-12-30,215,106057,262
90394,2024-12-30,216,200273,261
90395,2024-12-30,217,202090,261
90396,2024-12-30,218,133975,260
90397,2024-12-30,219,200711,260
90398,2024-12-30,220,106177,259
90399,2024-12-30,221,105882,259
90400,2024-12-30,222,200259,258
90401,2024-12-30,223,126939,256
90402,2024-12-30,224,200266,255
90403,2024-12-30,225,207494,255
90404,2024-12-30,226,209903,254
90405,2024-12-30,227,144826,254
90406,2024-12-30,228,208118,253
90407,2024-12-30,229,210136,251
90408,2024-12-30,230,126149,251
90409,2024-12-30,231,206467,251
90410,2024-12-30,232,206904,251
90411,2024-12-30,233,209226,249
90412,2024-12-30,234,209860,243
90413,2024-12-30,235,208278,241
90414,2024-12-30,236,126555,241
90415,2024-12-30,237,206748,240
90416,2024-12-30,238,105683,240
90417,2024-12-30,239,200318,240
90418,2024-12-30,240,208293,240
90419,2024-12-30,241,200748,239
90420,2024-12-30,242,208353,237
90421,2024-12-30,243,202320,236
90422,2024-12-30,244,202195,235
90423,2024-12-30,245,123819,235
90424,2024-12-30,246,106187,233
90425,2024-12-30,247,208119,231
90426,2024-12-30,248,207130,231
90427,2024-12-30,249,200436,230
90428,2024-12-30,250,209406,225
90429,2024-12-30,251,207546,221
90430,2024-12-30,252,210220,219
90431,2024-12-30,253,210120,218
90432,2024-12-30,254,109054,217
90433,2024-12-30,255,105339,216
90434,2024-12-30,256,210317,216
90435,2024-12-30,257,200309,215
90436,2024-12-30,258,131905,211
90437,2024-12-30,259,106264,210
90438,2024-12-30,260,126504,209
90439,2024-12-30,261,200670,208
90440,2024-12-30,262,105841,208
90441,2024-12-30,263,209850,207
90442,2024-12-30,264,126652,206
90443,2024-12-30,265,208021,204
90444,2024-12-30,266,212063,204
90445,2024-12-30,267,106045,202
90446,2024-12-30,268,200484,200
90447,2024-12-30,269,208223,199
90448,2024-12-30,270,208819,196
90449,2024-12-30,271,208854,195
90450,2024-12-30,272,126523,194
90451,2024-12-30,273,209405,194
90452,2024-12-30,274,131934,192
90453,2024-12-30,275,209385,192
90454,2024-12-30,276,200277,191
90455,2024-12-30,277,111806,190
90456,2024-12-30,278,144973,190
90457,2024-12-30,279,144972,189
90458,2024-12-30,280,208913,189
90459,2024-12-30,281,127123,187
90460,2024-12-30,282,200329,184
90461,2024-12-30,283,133872,184
90462,2024-12-30,284,208010,183
90463,2024-12-30,285,144985,183
90464,2024-12-30,286,106398,181
90465,2024-12-30,287,106234,179
90466,2024-12-30,288,210178,179
90467,2024-12-30,289,105671,179
90468,2024-12-30,290,207231,179
90469,2024-12-30,291,105373,177
90470,2024-12-30,292,209976,176
90471,2024-12-30,293,124187,176
90472,2024-12-30,294,210340,176
90473,2024-12-30,295,209890,175
90474,2024-12-30,296,200677,174
90475,2024-12-30,297,210017,174
90476,2024-12-30,298,126107,174
90477,2024-12-30,299,208502,173
90478,2024-12-30,300,208210,173
90479,2024-12-30,301,207799,173
90480,2024-12-30,302,125847,172
90481,2024-12-30,303,105180,171
90482,2024-12-30,304,144656,170
90483,2024-12-30,305,126125,168
90484,2024-12-30,306,202199,168
90485,2024-12-30,307,206470,167
90486,2024-12-30,308,106393,166
90487,2024-12-30,309,123809,165
90488,2024-12-30,310,209191,163
90489,2024-12-30,311,111761,163
90490,2024-12-30,312,208069,161
90491,2024-12-30,313,144716,161
90492,2024-12-30,314,105575,160
90493,2024-12-30,315,144821,159
90494,2024-12-30,316,209209,158
90495,2024-12-30,317,111581,158
90496,2024-12-30,318,209899,158
90497,2024-12-30,319,202235,156
90498,2024-12-30,320,106072,156
90499,2024-12-30,321,117360,155
90500,2024-12-30,322,105952,155
90501,2024-12-30,323,207660,155
90502,2024-12-30,324,202475,154
90503,2024-12-30,325,207609,154
90504,2024-12-30,326,102093,153
90505,2024-12-30,327,111200,153
90506,2024-12-30,328,106167,153
90507,2024-12-30,329,208518,153
90508,2024-12-30,330,212082,152
90509,2024-12-30,331,106078,151
90510,2024-12-30,332,207704,151
90511,2024-12-30,333,200216,150
90512,2024-12-30,334,106203,150
90513,2024-12-30,335,209326,149
90514,2024-12-30,336,106220,149
90515,2024-12-30,337,209131,149
90516,2024-12-30,338,134329,149
90517,2024-12-30,339,105836,149
90518,2024-12-30,340,209182,149
90519,2024-12-30,341,106210,148
90520,2024-12-30,342,129911,148
90521,2024-12-30,343,209911,148
90522,2024-12-30,344,208104,148
90523,2024-12-30,345,208013,147
90524,2024-12-30,346,210556,147
90525,2024-12-30,347,207491,146
90526,2024-12-30,348,126952,145
90527,2024-12-30,349,122352,145
90528,2024-12-30,350,207663,145
90529,2024-12-30,351,110602,144
90530,2024-12-30,352,201987,143
90531,2024-12-30,353,200095,142
90532,2024-12-30,354,111578,141
90533,2024-12-30,355,106172,140
90534,2024-12-30,356,200374,140
90535,2024-12-30,357,106378,139
90536,2024-12-30,358,126185,139
90537,2024-12-30,359,144748,139
90538,2024-12-30,360,200666,138
90539,2024-12-30,361,111187,137
90540,2024-12-30,362,202146,136
90541,2024-12-30,363,212044,135
90542,2024-12-30,364,206589,135
90543,2024-12-30,365,212256,134
90544,2024-12-30,366,208364,134
90545,2024-12-30,367,124154,134
90546,2024-12-30,368,210202,133
90547,2024-12-30,369,202398,132
90548,2024-12-30,370,106043,131
90549,2024-12-30,371,208902,131
90550,2024-12-30,372,111788,131
90551,2024-12-30,373,200346,131
90552,2024-12-30,374,133297,130
90553,2024-12-30,375,106065,130
90554,2024-12-30,376,209957,129
90555,2024-12-30,377,202127,129
90556,2024-12-30,378,202075,129
90557,2024-12-30,379,202354,128
90558,2024-12-30,380,210053,127
90559,2024-12-30,381,210498,127
90560,2024-12-30,382,210338,127
90561,2024-12-30,383,123983,124
90562,2024-12-30,384,122554,123
90563,2024-12-30,385,209983,123
90564,2024-12-30,386,208262,122
90565,2024-12-30,387,126964,122
90566,2024-12-30,388,210510,122
90567,2024-12-30,389,208421,121
90568,2024-12-30,390,207764,121
90569,2024-12-30,391,106162,121
90570,2024-12-30,392,134068,121
90571,2024-12-30,393,209916,120
90572,2024-12-30,394,106232,120
90573,2024-12-30,395,106368,119
90574,2024-12-30,396,211514,119
90575,2024-12-30,397,132052,119
90576,2024-12-30,398,105655,119
90577,2024-12-30,399,106293,118
90578,2024-12-30,400,210318,118
90579,2024-12-30,401,206307,117
90580,2024-12-30,402,207669,117
90581,2024-12-30,403,200610,116
90582,2024-12-30,404,207797,116
90583,2024-12-30,405,207884,114
90584,2024-12-30,406,207415,114
90585,2024-12-30,407,210377,114
90586,2024-12-30,408,200059,113
90587,2024-12-30,409,210686,113
90588,2024-12-30,410,144645,111
90589,2024-12-30,411,111515,110
90590,2024-12-30,412,207605,110
90591,2024-12-30,413,210536,109
90592,2024-12-30,414,106292,109
90593,2024-12-30,415,105332,109
90594,2024-12-30,416,208937,109
90595,2024-12-30,417,109694,109
90596,2024-12-30,418,126340,109
90597,2024-12-30,419,202342,108
90598,2024-12-30,420,209951,108
90599,2024-12-30,421,208144,106
90600,2024-12-30,422,209984,106
90601,2024-12-30,423,106380,106
90602,2024-12-30,424,210107,105
90603,2024-12-30,425,207732,105
90604,2024-12-30,426,106348,105
90605,2024-12-30,427,105413,104
90606,2024-12-30,428,126106,103
90607,2024-12-30,429,206867,102
90608,2024-12-30,430,207484,102
90609,2024-12-30,431,105613,101
90610,2024-12-30,432,123847,101
90611,2024-12-30,433,200255,101
90612,2024-12-30,434,209254,101
90613,2024-12-30,435,207181,100
90614,2024-12-30,436,208269,100
90615,2024-12-30,437,210167,100
90616,2024-12-30,438,210398,100
90617,2024-12-30,439,209318,99
90618,2024-12-30,440,207815,99
90619,2024-12-30,441,106362,98
90620,2024-12-30,442,123795,97
90621,2024-12-30,443,211533,97
90622,2024-12-30,444,208182,97
90623,2024-12-30,445,124014,96
90624,2024-12-30,446,106137,96
90625,2024-12-30,447,127339,95
90626,2024-12-30,448,210558,94
90627,2024-12-30,449,209185,94
90628,2024-12-30,450,202148,94
90629,2024-12-30,451,110751,94
90630,2024-12-30,452,134840,93
90631,2024-12-30,453,126197,93
90632,2024-12-30,454,131911,93
90633,2024-12-30,455,200713,93
90634,2024-12-30,456,202150,93
90635,2024-12-30,457,208024,92
90636,2024-12-30,458,208300,91
90637,2024-12-30,459,105633,91
90638,2024-12-30,460,207760,90
90639,2024-12-30,461,126209,90
90640,2024-12-30,462,209334,89
90641,2024-12-30,463,106288,89
90642,2024-12-30,464,210121,89
90643,2024-12-30,465,122495,88
4578,2024-01-15,466,202385,90
90644,2024-12-30,466,207490,88
90645,2024-12-30,467,200452,88
90646,2024-12-30,468,209849,88
90647,2024-12-30,469,208078,87
90648,2024-12-30,470,210042,87
90649,2024-12-30,471,210425,87
90650,2024-12-30,472,144684,86
90651,2024-12-30,473,210000,86
90652,2024-12-30,474,132831,85
90653,2024-12-30,475,106425,85
90654,2024-12-30,476,209251,85
90655,2024-12-30,477,109318,84
90656,2024-12-30,478,202420,84
41783,2024-07-01,478,144707,90
90657,2024-12-30,479,200385,84
90658,2024-12-30,480,202359,83
90659,2024-12-30,481,200366,83
90660,2024-12-30,482,209997,83
90661,2024-12-30,483,209259,82
90662,2024-12-30,484,109686,82
90663,2024-12-30,485,123993,82
90664,2024-12-30,486,208055,82
90665,2024-12-30,487,135753,81
90666,2024-12-30,488,206750,81
90667,2024-12-30,489,208852,81
90668,2024-12-30,490,200030,80
90669,2024-12-30,491,208485,80
90670,2024-12-30,492,126762,80
90671,2024-12-30,493,144672,80
90672,2024-12-30,494,126183,79
90673,2024-12-30,495,202277,79
90674,2024-12-30,496,202147,79
90675,2024-12-30,497,208343,78
90676,2024-12-30,498,208342,78
90677,2024-12-30,499,207502,78
90678,2024-12-30,500,210200,78
62949,2024-09-23,501,210297,80
90679,2024-12-30,501,208046,77
90680,2024-12-30,502,121411,76
90681,2024-12-30,503,131910,76
90682,2024-12-30,504,117359,76
90683,2024-12-30,505,207969,75
90684,2024-12-30,506,105815,75
90685,2024-12-30,507,105700,75
90686,2024-12-30,508,202418,75
90687,2024-12-30,509,208328,75
90688,2024-12-30,510,206912,74
90689,2024-12-30,511,211902,74
90690,2024-12-30,512,207998,74
90691,2024-12-30,513,209931,74
90692,2024-12-30,514,208253,74
90693,2024-12-30,515,211500,74
90694,2024-12-30,516,122113,74
90695,2024-12-30,517,207728,74
90696,2024-12-30,518,149282,73
90697,2024-12-30,519,200462,73
90698,2024-12-30,520,200075,73
90699,2024-12-30,521,210682,73
90700,2024-12-30,522,210748,73
90701,2024-12-30,523,207129,73
90702,2024-12-30,524,106233,72
90703,2024-12-30,525,210039,72
90704,2024-12-30,526,200070,72
90705,2024-12-30,527,131951,71
90706,2024-12-30,528,105539,71
90707,2024-12-30,529,209302,71
90708,2024-12-30,530,126208,71
90709,2024-12-30,531,209163,71
90710,2024-12-30,532,210044,71
90711,2024-12-30,533,207239,71
90712,2024-12-30,534,208322,71
90713,2024-12-30,535,106249,70
90714,2024-12-30,536,208143,70
90715,2024-12-30,537,208158,70
90716,2024-12-30,538,208876,70
90717,2024-12-30,539,105011,69
90718,2024-12-30,540,106327,69
90719,2024-12-30,541,210214,69
90720,2024-12-30,542,210721,69
90721,2024-12-30,543,208071,69
90722,2024-12-30,544,209907,68
90723,2024-12-30,545,207987,68
90724,2024-12-30,546,106281,67
90725,2024-12-30,547,209863,67
90726,2024-12-30,548,202333,67
90727,2024-12-30,549,210132,66
90728,2024-12-30,550,110618,66
90729,2024-12-30,551,207992,65
90730,2024-12-30,552,200495,65
90731,2024-12-30,553,208540,64
90732,2024-12-30,554,207186,64
90733,2024-12-30,555,132744,64
90734,2024-12-30,556,134794,64
90735,2024-12-30,557,209322,64
90736,2024-12-30,558,209416,63
90737,2024-12-30,559,200228,63
90738,2024-12-30,560,122536,63
90739,2024-12-30,561,202271,62
90740,2024-12-30,562,105806,62
90741,2024-12-30,563,211774,62
90742,2024-12-30,564,211577,62
90743,2024-12-30,565,125806,62
90744,2024-12-30,566,209080,61
90745,2024-12-30,567,209875,61
90746,2024-12-30,568,209278,61
90747,2024-12-30,569,126177,61
90748,2024-12-30,570,208240,61
90749,2024-12-30,571,200331,61
90750,2024-12-30,572,211639,61
90751,2024-12-30,573,208025,60
90752,2024-12-30,574,209959,60
90753,2024-12-30,575,200672,60
90754,2024-12-30,576,210553,60
90755,2024-12-30,577,208605,60
90756,2024-12-30,578,208457,59
90757,2024-12-30,579,207785,59
90758,2024-12-30,580,126206,59
90759,2024-12-30,581,111436,59
90760,2024-12-30,582,200321,59
90761,2024-12-30,583,208861,59
90762,2024-12-30,584,134389,59
90763,2024-12-30,585,106290,59
90764,2024-12-30,586,144751,58
90765,2024-12-30,587,211346,58
90766,2024-12-30,588,106291,58
90767,2024-12-30,589,126120,58
90768,2024-12-30,590,212309,58
90769,2024-12-30,591,211325,58
90770,2024-12-30,592,210399,58
90771,2024-12-30,593,202168,58
90772,2024-12-30,594,209943,58
90773,2024-12-30,595,105814,57
90774,2024-12-30,596,209407,57
90775,2024-12-30,597,210005,57
90776,2024-12-30,598,202197,57
90777,2024-12-30,599,205842,57
90778,2024-12-30,600,209362,57
90779,2024-12-30,601,207171,57
90780,2024-12-30,602,202113,57
90781,2024-12-30,603,208189,57
90782,2024-12-30,604,144814,57
90783,2024-12-30,605,200611,56
90784,2024-12-30,606,209330,56
90785,2024-12-30,607,209887,56
90786,2024-12-30,608,200550,56
90787,2024-12-30,609,211661,56
90788,2024-12-30,610,105731,55
90789,2024-12-30,611,210412,55
90790,2024-12-30,612,206758,54
90791,2024-12-30,613,144915,54
90792,2024-12-30,614,207803,54
90793,2024-12-30,615,144970,54
90794,2024-12-30,616,209128,54
90795,2024-12-30,617,207657,54
90796,2024-12-30,618,105943,53
90797,2024-12-30,619,144918,53
90798,2024-12-30,620,210119,53
90799,2024-12-30,621,122533,53
90800,2024-12-30,622,144923,52
90801,2024-12-30,623,126156,51
90802,2024-12-30,624,202400,51
90803,2024-12-30,625,202239,51
90804,2024-12-30,626,208257,51
90805,2024-12-30,627,202128,51
90806,2024-12-30,628,200661,51
90807,2024-12-30,629,207708,51
90808,2024-12-30,630,210142,51
90809,2024-12-30,631,212598,51
90810,2024-12-30,632,200218,50
90811,2024-12-30,633,210077,50
90812,2024-12-30,634,209956,50
90813,2024-12-30,635,104932,50
90814,2024-12-30,636,211596,50
90815,2024-12-30,637,144907,50
90816,2024-12-30,638,106186,49
90817,2024-12-30,639,210472,49
90818,2024-12-30,640,105936,49
90819,2024-12-30,641,106040,49
90820,2024-12-30,642,212202,49
90821,2024-12-30,643,211324,49
90822,2024-12-30,644,209142,49
90823,2024-12-30,645,105561,48
90824,2024-12-30,646,211898,48
90825,2024-12-30,647,209518,48
90826,2024-12-30,648,126627,48
90827,2024-12-30,649,210105,48
90828,2024-12-30,650,212130,48
90829,2024-12-30,651,134276,48
90830,2024-12-30,652,212216,47
90831,2024-12-30,653,209355,47
90832,2024-12-30,654,207595,47
90833,2024-12-30,655,202346,47
90834,2024-12-30,656,200297,47
90835,2024-12-30,657,105944,46
90836,2024-12-30,658,105589,46
90837,2024-12-30,659,211501,46
90838,2024-12-30,660,202234,46
56728,2024-08-26,660,104545,45
90839,2024-12-30,661,202077,46
90840,2024-12-30,662,210285,46
90841,2024-12-30,663,202209,46
90842,2024-12-30,664,210223,46
90843,2024-12-30,665,209088,45
90844,2024-12-30,666,124001,45
90845,2024-12-30,667,210025,45
90846,2024-12-30,668,126723,45
90847,2024-12-30,669,207527,45
90848,2024-12-30,670,209871,45
90849,2024-12-30,671,106397,45
39883,2024-06-24,672,103852,45
90850,2024-12-30,672,207784,45
90851,2024-12-30,673,209167,44
90852,2024-12-30,674,207202,44
90853,2024-12-30,675,207788,44
90854,2024-12-30,676,200632,44
90855,2024-12-30,677,208334,44
90856,2024-12-30,678,202305,44
90857,2024-12-30,679,207557,44
90858,2024-12-30,680,210320,43
90859,2024-12-30,681,209079,43
90860,2024-12-30,682,134472,43
90861,2024-12-30,683,210093,43
90862,2024-12-30,684,207834,43
90863,2024-12-30,685,208297,43
90864,2024-12-30,686,210145,43
90865,2024-12-30,687,206553,42
90866,2024-12-30,688,124040,42
90867,2024-12-30,689,126536,42
90868,2024-12-30,690,209904,42
90869,2024-12-30,691,209512,41
90870,2024-12-30,692,144927,41
90871,2024-12-30,693,210604,41
90872,2024-12-30,694,202089,41
90873,2024-12-30,695,208132,41
90874,2024-12-30,696,208057,41
90875,2024-12-30,697,209360,41
90876,2024-12-30,698,144841,40
90877,2024-12-30,699,200265,40
90878,2024-12-30,700,208117,40
90879,2024-12-30,701,209038,40
90880,2024-12-30,702,210683,40
90881,2024-12-30,703,210668,40
90882,2024-12-30,704,209337,40
90883,2024-12-30,705,208126,40
90884,2024-12-30,706,133820,40
90885,2024-12-30,707,202356,40
90886,2024-12-30,708,209280,39
90887,2024-12-30,709,105657,39
90888,2024-12-30,710,210494,39
90889,2024-12-30,711,200445,39
90890,2024-12-30,712,212134,39
90891,2024-12-30,713,212285,38
90892,2024-12-30,714,207776,38
90893,2024-12-30,715,210250,38
90894,2024-12-30,716,206749,38
90895,2024-12-30,717,117353,37
90896,2024-12-30,718,207383,37
90897,2024-12-30,719,117356,37
90898,2024-12-30,720,206556,37
90899,2024-12-30,721,211504,37
90900,2024-12-30,722,209403,37
90901,2024-12-30,723,206600,37
90902,2024-12-30,724,133997,37
90903,2024-12-30,725,200270,37
90904,2024-12-30,726,105311,36
90905,2024-12-30,727,106227,36
90906,2024-12-30,728,206573,36
90907,2024-12-30,729,208909,36
90908,2024-12-30,730,200184,36
90909,2024-12-30,731,207535,36
90910,2024-12-30,732,211790,35
90911,2024-12-30,733,105577,35
90912,2024-12-30,734,210028,35
90913,2024-12-30,735,209898,35
90914,2024-12-30,736,202124,35
90915,2024-12-30,737,106214,34
90916,2024-12-30,738,209866,34
90917,2024-12-30,739,209962,34
90918,2024-12-30,740,210129,34
90919,2024-12-30,741,202106,34
90920,2024-12-30,742,105868,34
90921,2024-12-30,743,202247,34
90922,2024-12-30,744,212405,33
90923,2024-12-30,745,200595,33
90924,2024-12-30,746,211394,33
90925,2024-12-30,747,210731,33
90926,2024-12-30,748,207220,33
90927,2024-12-30,749,200574,33
90928,2024-12-30,750,209164,33
90929,2024-12-30,751,211594,33
90930,2024-12-30,752,210052,33
90931,2024-12-30,753,210140,33
90932,2024-12-30,754,202326,33
90933,2024-12-30,755,132054,33
90934,2024-12-30,756,208153,33
90935,2024-12-30,757,210382,33
90936,2024-12-30,758,200220,33
90937,2024-12-30,759,210116,32
90938,2024-12-30,760,126237,32
90939,2024-12-30,761,132041,32
90940,2024-12-30,762,105181,32
90941,2024-12-30,763,106099,32
90942,2024-12-30,764,208083,32
90943,2024-12-30,765,200703,32
90944,2024-12-30,766,212193,32
90945,2024-12-30,767,207809,31
90946,2024-12-30,768,200456,31
90947,2024-12-30,769,202183,31
90948,2024-12-30,770,200565,31
90949,2024-12-30,771,210623,31
90950,2024-12-30,772,144730,31
90951,2024-12-30,773,209095,31
90952,2024-12-30,774,212258,31
90953,2024-12-30,775,212089,31
90954,2024-12-30,776,133794,31
90955,2024-12-30,777,208586,31
90956,2024-12-30,778,210672,31
90957,2024-12-30,779,200214,30
90958,2024-12-30,780,202363,30
90959,2024-12-30,781,145001,30
90960,2024-12-30,782,211366,30
90961,2024-12-30,783,209247,30
90962,2024-12-30,784,208285,30
90963,2024-12-30,785,209258,30
90964,2024-12-30,786,148679,29
90965,2024-12-30,787,105641,29
90966,2024-12-30,788,106044,29
90967,2024-12-30,789,207878,29
90968,2024-12-30,790,126573,29
90969,2024-12-30,791,206662,29
90970,2024-12-30,792,126216,29
90971,2024-12-30,793,210650,29
90972,2024-12-30,794,210393,29
90973,2024-12-30,795,144788,29
90974,2024-12-30,796,208147,29
90975,2024-12-30,797,202230,29
90976,2024-12-30,798,105359,28
90977,2024-12-30,799,105819,28
90978,2024-12-30,800,117352,28
90979,2024-12-30,801,106391,28
90980,2024-12-30,802,211451,28
90981,2024-12-30,803,211727,28
90982,2024-12-30,804,210464,28
90983,2024-12-30,805,209865,28
90984,2024-12-30,806,132573,28
90985,2024-12-30,807,211901,28
90986,2024-12-30,808,212241,28
17250,2024-03-04,808,106058,25
90987,2024-12-30,809,212020,28
90988,2024-12-30,810,138485,27
90989,2024-12-30,811,206325,27
90990,2024-12-30,812,208044,27
