,player_id,hand,year_of_birth,ioc,height,wikidata_id,player_name
9103,209102,R,1990,THA,,,Parichart Charoensukployphol
9104,209103,R,1990,RUS,,,Yana Kireeva
9105,209104,R,1989,RUS,,,Daria Razarenova
9106,209105,R,1989,RUS,,,Anastasia Petukhova
9107,209106,R,1986,AUS,,,Tanya Klenkoski
9108,209107,R,1988,ITA,,,Alessandra Ferrazzi
9109,209108,U,1988,ITA,,,Claudia Pontoglio
9110,209109,U,1990,GRE,,,Antonia Kolovou
9111,209110,R,1987,AUS,,,Tanja Kovacevic
9112,209111,U,1989,GRE,,,Alexandra Sakalaridi
9113,209112,L,1990,GRE,,,Stella Papaspyrou
9114,209113,U,1987,BEL,,,Tatiana Cutrona
9115,209114,U,1989,RUS,,,Maria Komissarova
9116,209115,U,1990,RUS,,,Julia Spiridonova
9117,209116,R,1990,BOL,,,Marcela Rivero
9118,209117,U,1991,ECU,,,Lorena Aviles
9119,209118,U,1990,ECU,,,Claudia Hidalgo
9120,209119,U,1990,ECU,,,Claudine Paulson
9121,209120,U,1988,COL,,,Rocio Galan
9122,209121,U,1989,VEN,,,Karina Kedzo
9123,209122,U,1989,VEN,,,Andrea Ferrari
9124,209123,R,1988,CAN,,,Roxana Alexandru
9125,209124,R,1987,FRA,,,Sarah Aulombard
9126,209125,U,1987,COL,,,Martha Carolina Bello Urbina
9127,209126,U,1981,USA,,,Jessica Ferguson
9128,209127,U,1989,USA,,,Megan Garcia
9129,209128,U,1988,MEX,,,Mariana Gonzalez
9130,209129,U,1990,PER,,,Rosa Maria Mendoza
9131,209130,U,1987,ECU,,,Denise Giler
9132,209131,R,1983,USA,,,Jacqueline Bohannon
9133,209132,R,1984,JPN,174.0,,Mai Fujii
9134,209133,U,1989,MEX,,,Ximena Aguilar
9135,209134,U,1983,MEX,,,Natalia Lifshitz
9136,209135,U,1989,MEX,,,Valentina Ramirez
9137,209136,R,1983,USA,,,Melody Paschal
9138,209137,U,1991,USA,,,Sarah Serrano
9139,209138,R,1986,ARG,,,Virginia Bigliardi
9140,209139,R,1989,ARG,,,Denise Kirbijikian
9141,209140,R,1987,ITA,,,Sara Di Paolo
9142,209141,U,1987,BRA,,,Aleksa Costa
9143,209142,R,1989,BRA,,,Gabriela Rangel
9144,209143,U,1987,BRA,,,Isabela Kulaif
9145,209144,U,1988,RUS,,,Ksenia Sidorova
9146,209145,U,1989,GER,,,Antonia Fohse
9147,209146,U,1982,SWE,,,Anna Bentzer
9148,209147,U,1988,IND,,,Amoolya Raghunath
9149,209148,U,1987,AUS,,,Lizeth King
9150,209149,U,1988,RSA,,,Megan Sporndli
9151,209150,U,1989,RSA,,,Natasha Swanepoel
9152,209151,R,1991,RSA,,,Jade Pondicas
9153,209152,R,1991,RSA,,,Veronique Luksich
9154,209153,U,1989,RSA,,,Hedda Wolmarans
9155,209154,L,1987,MAD,,Q17580407,Nantenaina Ramalalaharivololona
9156,209155,U,1989,RSA,,,Marne Roos
9157,209156,U,1989,RSA,,,Nicole Smith
9158,209157,R,1989,ESP,,,Amparo Botella Boix
9159,209158,U,1989,ESP,,,Sandra Fornes Marques
9160,209159,U,1987,PHI,,,Ara Micayabas
9161,209160,U,1991,USA,,,Marie Zalameda
9162,209161,U,1986,KOR,,,Yeon Ju Kim
9163,209162,U,1988,GBR,,,Rachael Hall
9164,209163,U,1989,PHI,,,Melissa Rose Orteza
9165,209164,R,1990,RUS,,,Julia Chernyaeva
9166,209165,R,1980,RUS,,,Anna Savitskaya
9167,209166,U,1988,FRA,,,Claudia Wasilewski
9168,209167,R,1987,FRA,,,Perrine Gauthier
9169,209168,U,1988,FRA,,,Sophie Kobuch
9170,209169,L,1988,URU,,,Camila Belassi
9171,209170,R,1987,ITA,,,Micaela Moroni
9172,209171,R,1986,ITA,,,Giada Calabretta
9173,209172,U,1988,ITA,,,Veronika Adami
9174,209173,U,1984,ITA,,,Carlotta Campus
9175,209174,R,1990,PAR,176.0,,Adriana Pereira
9176,209175,R,1991,PHI,,,Jessica Marie Agra
9177,209176,R,1987,EGY,,,Nanis El Essaily
9178,209177,L,1988,ITA,,,Cristina Greco Naccarato
9179,209178,R,1986,KOR,,,Jae Hee Joung
9181,209180,L,1989,ITA,,,Simonetta Miori
9182,209181,U,1982,ITA,,,Enrica Ditta
9183,209182,U,1985,FRA,,,Romy Lion
9184,209183,U,1989,RSA,,,Amy Anstey
9185,209184,R,1991,RSA,,,Bianca Swanepoel
9186,209185,R,1989,RSA,,,Andrea Oates
9187,209186,L,1988,EGY,,,Rana Tharwat Hafez
9188,209187,U,1988,EGY,,,Injie Fawzy
9189,209188,U,1988,ESP,,,Melanie Gomila Bengtsson
9190,209189,U,1989,CRO,,,Doris Kuselj
9191,209190,R,1989,CRO,,,Dorotea Kraljevic
9192,209191,U,1985,CUB,,,Yenisleydis Calana Rodriguez
9193,209192,U,1988,CUB,,Q27505545,Misleydis Diaz Gonzalez
9194,209193,R,1988,SWE,,,Sandra Mente Ladanai
9195,209194,U,1989,CUB,,,Maibel Quintana
9196,209195,U,1989,CUB,,,Yanet Blanco Puentes
9197,209196,U,1990,CUB,,,Yaimaris Paterson Crespo
9198,209197,U,1985,USA,,,Daron Moore
9199,209198,U,1988,IND,,,Sampada Kanede
9201,209200,U,1989,IND,,,Daksha Mulay
9202,209201,R,1989,GER,,,Natalie Fehse
9203,209202,U,1989,GBR,,,Nikki Prosser
9204,209203,U,1991,GBR,,,Laura Slater
9205,209204,U,1989,RUS,,,Natalia Semenenko
9206,209205,R,1988,NZL,,Q5372834,Emma Hayman
9207,209206,R,1988,CZE,,,Lucie Makrlikova
9208,209207,R,1989,ESP,,,Isabel Mas Breto
9209,209208,U,1990,MEX,,,Valentina Novelo
9210,209209,U,1987,MEX,,,Tania Salas
9211,209210,U,1987,CHN,,,He Wen Fei Li
9212,209211,U,1988,GER,,,Bianca Eichkorn
9213,209212,R,1989,CZE,,,Sona Novakova
9214,209213,U,1989,MEX,,,Priscila Martinez
9216,209215,R,1987,USA,,,Dina Bajramovic
9217,209216,U,1991,USA,,,Mia Fiocca
9218,209217,U,1990,MEX,,,Fernanda Aranda
9219,209218,U,1989,CHN,,,Chu Chu
9220,209219,U,1988,ESP,,,Beatriz Salazar Ruiz
9221,209220,U,1988,BEL,,,Benedicte Vliegen
9222,209221,R,1989,BLR,,,Galina Semenova
9223,209222,R,1990,ESP,,,Paula Jaime Agramon
9224,209223,U,1989,JPN,,,Chika Terasawa
9225,209224,U,1988,NGR,,,Sarah Andrew
9226,209225,R,1988,LAT,,,Ieva Irbe
9227,209226,U,1982,NGR,,,Rachael Irelewuyi
9228,209227,U,1982,NGR,,,Bridget Chidi
9229,209228,U,1988,NGR,,,Tina Akaegbusi
9230,209229,R,1990,NED,,,Stephanie Herz
9231,209230,R,1989,GBR,,,Lisa Sutton
9232,209231,U,1988,ESP,,,Sara Pujals Perez
9233,209232,R,1985,ITA,,,Linda Agazzi
9234,209233,U,1988,UZB,,,Eleonora Sidjemileva
9235,209234,R,1988,KUW,,,Manar Al Jazzaf
9236,209235,U,1988,EGY,,,Maha Berty
9237,209236,U,1985,ARG,,,Maria Clara Fernandez Bruera
9238,209237,U,1991,CRO,,,Viktoria Viduka
9239,209238,U,1986,CRO,,,Tamara Novoselac
9240,209239,R,1989,CRO,,,Mia Drobnjak
9241,209240,R,1989,SVK,,,Katarina Mlcochova
9242,209241,U,1990,CRO,,,Karla Bonacic
9243,209242,L,1986,SWE,,,Karolina Soor
9244,209243,R,1986,LTU,,,Ginte Pociute
9245,209244,R,1989,SWE,,,Rebecka Persson
9246,209245,U,1990,SWE,,,Josefine Strom
9247,209246,R,1990,BUL,,,Alina Petras
9248,209247,R,1988,ROU,,,Doina Nicoleta Lovin
9249,209248,R,1988,ROU,,,Nicoleta Ana Maria Bara
9250,209249,U,1989,UKR,,,Kateryna Nezhura
9251,209250,U,1985,USA,,,Valerie Chin
9252,209251,U,1989,TPE,,,Hui Chi Huang
9253,209252,U,1990,TPE,,,Chiao Fang Lo
9254,209253,U,1990,TPE,,,Mu Ying Chen
9255,209254,U,1990,TPE,,,Yi Ju Chen
9256,209255,U,1986,TPE,,,Chia Li Chen
9257,209256,U,1988,KOR,,,Ye Ji Seo
9258,209257,U,1987,KOR,,,Ju Hee You
9259,209258,R,1988,KOR,,,Ji Hyun Kim
9260,209259,R,1987,RUS,,,Daria Bykodarova
9261,209260,U,1988,ROU,,,Andra Elena Voinea
9262,209261,R,1990,CAN,,,Anne Christine Voicu
9263,209262,R,1988,UKR,,,Alisa Kagukina
9264,209263,U,1990,UKR,,,Mariya Ryzhova
9265,209264,U,1988,UKR,,,Yuliya Trubachova
9266,209265,U,1988,USA,,,Amanda Craddock
9267,209266,R,1991,GER,,,Olga Fischer
9268,209267,R,1985,BUL,,,Viktoria Konstantinova
9269,209268,R,1990,UKR,,,Alisa Buslayeva
9270,209269,R,1986,BUL,,,Kristina Nedelcheva
9271,209270,R,1987,RUS,,,Maria Stepanova
9272,209271,L,1989,CZE,,,Zora Vlckova
9273,209272,U,1992,RUS,,,Maria Biryukova
9274,209273,U,1989,CZE,,,Michaela Kucharova
9275,209274,R,1988,CZE,,,Lucie Pazderova
9276,209275,U,1988,CZE,,,Barbora Bachmanova
9277,209276,U,1990,RUS,,,Alla Aleksandrova
9278,209277,R,1990,CRO,,,Nikolina Dominikovic
9279,209278,U,1991,CRO,,,Marina Jozipovic
9280,209279,U,1987,USA,,,Connor Vogel
9281,209280,U,1991,GBR,,,Jennifer Smith
9282,209281,R,1988,RUS,,,Daria Babushkina
9283,209282,U,1989,BUL,,,Margarita Vasileva
9284,209283,U,1988,BUL,,,Slavina Kaplanska
9285,209284,R,1989,BUL,,,Zlatka Petrova
9286,209285,U,1986,NED,,,Federica Van Adrichem
9287,209286,U,1992,USA,,,Elizabeth Begley
9288,209287,U,1988,JPN,,,Mari Yamauchi
9289,209288,U,1985,JPN,,,Atsumi Koga
9290,209289,U,1989,CHN,,,Yu Xin Miao
9291,209290,U,1984,JPN,,,Kana Okawa
9292,209291,R,1987,GER,,,Sina Ladage
9293,209292,R,1987,GER,,,Sarah Schneider
9294,209293,U,1989,ESP,,,Carmen Lopez Sanchez
9295,209294,R,1987,ESP,,,Marta Oliva Lopez
9296,209295,R,1992,ROU,,,Bianca Brasoveanu
9297,209296,R,1988,ROU,,,Elena Stela Latea
9298,209297,U,1992,ROU,,,Alina Silvana Moise
9299,209298,U,1990,ROU,,,Bianca Dumitrascu
9300,209299,U,1989,RUS,,,Elena Kazakova
9301,209300,R,1987,ESP,,,Cynthia Tornil Marclay
9302,209301,R,1990,NED,,,Babs Van Kampen
9303,209302,U,1988,NED,,,Laura Van De Stroet
9304,209303,L,1991,RUS,,,Ekaterina Abaeva
9305,209304,R,1992,CRO,,,Andrea Konjuh
9306,209305,R,1985,FRA,,,Samantha Galinier
9307,209306,U,1980,JPN,,,Mutsuko Hirose
9308,209307,R,1989,FRA,,,Florence Fleury
9309,209308,R,1984,GBR,,,Margot Carter
9310,209309,U,1988,FRA,,,Pauline Bisset
9311,209310,U,1989,ITA,,,Evelyn Ploner
9312,209311,R,1991,POL,,,Karolina Zamiela
9313,209312,U,1988,BLR,,,Anastasia Ivanina
9314,209313,R,1989,SVK,,,Lucia Sariscanova
9315,209314,U,1991,POL,,,Urszula Kolodziejczak
9316,209315,R,1990,CZE,,,Magdalena Smejova
9317,209316,U,1988,UKR,,,Kateryna Malakhova
9318,209317,U,1981,GER,,,Vroni Hinterseer
9319,209318,U,1990,CRO,,,Antonela Marincic
9320,209319,R,1988,SLO,,,Brina Spegel
9321,209320,R,1988,SRB,,,Daniela Vukadinovic
9322,209321,R,1990,AUS,,,Sanda Omerovic
9323,209322,R,1989,GBR,,,Natasha Marks
9324,209323,R,1989,GBR,,,Amy Sargeant
9325,209324,U,1981,GBR,,,Sarah Stallard
9326,209325,R,1990,ROU,,,Madalina Lupu
9327,209326,U,1990,ESP,,,Maria Martinez Romero
9328,209327,R,1991,MAR,,,Sophia Bouganga
9329,209328,U,1987,MAR,,,Lina Benkirane
9330,209329,U,1987,FRA,,,Aurelie Caffa
9331,209330,R,1987,POL,,,Marta Smiechowska
9332,209331,R,1988,MDA,,Q47006562,Julia Helbet
9333,209332,L,1991,ROU,,,Cristina Bianca Danaila
9334,209333,U,1988,ROU,,,Nicoleta Mihaela Negru
9335,209334,U,1990,ROU,,,Diana Madalina Zainea
9336,209335,U,1987,KOR,,,Mi Seon Lee
9337,209336,U,1988,KOR,,,Bo Ra Kwak
9338,209337,U,1990,RUS,,,Eugenia Vertesheva
9339,209338,U,1990,SVK,,,Veronika Ciganikova
9340,209339,R,1988,ESP,,,Beatriz Vall Cava De Llan
9341,209340,U,1988,ARG,,,Daniela Leyria Moreno
9342,209341,R,1989,UKR,,,Valeria Petrovich
9343,209342,R,1991,POR,,,Charlotte Pires
9344,209343,U,1987,USA,,,Brittany Baldy
9345,209344,U,1989,MEX,,,Paulina Velarde Magana
9346,209345,U,1989,MEX,,,Clarisse Baca
9347,209346,U,1991,MEX,,,Paulina Hinojosa
9348,209347,U,1987,HUN,,,Adrienn Hidvegi
9349,209348,R,1987,SVK,,,Ivana Karolyiova
9350,209349,R,1990,HUN,,,Vivien Laszloffy
9351,209350,U,1988,HUN,,,Edit Katalin Suhajda
9352,209351,R,1989,IND,,,Akshitha Basavaraju
9353,209352,R,1991,IND,,,Janaki Gunuganti
9354,209353,U,1989,IND,,,Sanjana Kapur
9355,209354,U,1990,IND,,,Renuka Keswani
9356,209355,U,1989,IND,,,Shilpi Jaiswal
9357,209356,U,1987,MEX,,,Thalia Diaz Barriga
9358,209357,R,1986,ARG,,,Tamara Jugo
9359,209358,U,1989,ARG,,,Lucia Huber
9360,209359,R,1988,ARG,,,Guillermina Zukerman
9361,209360,U,1990,SRB,,,Aleksandra Djokic
9362,209361,R,1991,SRB,,,Andjela Nemcevic
9363,209362,R,1989,CRO,,,Martina Gregoric
9364,209363,U,1991,SRB,,,Ljubica Stojanovic
9365,209364,R,1990,SRB,,,Aleksandra Tucakov
9366,209365,U,1991,SRB,,,Milica Milosavljevic
9367,209366,U,1987,UKR,,,Lyubov Slovtsova
9368,209367,U,1991,RUS,,,Olga Makhova
9369,209368,R,1990,RUS,,,Ekaterina Zapadalova
9370,209369,R,1989,FIN,170.0,Q15233688,Emma Sofia Helisten
9371,209370,U,1989,EST,,,Ekaterina Jeritsheva
9372,209371,U,1991,FIN,,,Maria Fagerstrom
9373,209372,U,1988,FIN,,,Jennifer Holmberg
9374,209373,R,1989,FIN,,,Ina Kauppila
9375,209374,R,1986,FIN,,,Annette Pohjalainen
9376,209375,R,1989,GER,,,Tina Pieger
9377,209376,U,1990,VEN,,,Oriana Escalante
9378,209377,R,1990,VEN,,,Yolanda Nieto
9379,209378,U,1990,VEN,,,Dahilmar Saez
9380,209379,U,1990,VEN,,,Ayram Edery
9381,209380,U,1989,VEN,,,Romina Palmisano
9382,209381,U,1986,POL,,,Jolanta Twarowska
9383,209382,R,1989,GER,,,Elisa Peth
9384,209383,U,1986,GER,,,Tina Trautmann
9385,209384,U,1986,VEN,,,Andrea Morgado
9386,209385,R,1989,SVK,,,Andrea Rebrova
9387,209386,R,1989,ITA,,,Arianna Magagnoli
9388,209387,L,1989,RUS,,,Xenia Samoilova
9389,209388,R,1988,CZE,,,Veronika Ovcacikova
9390,209389,U,1987,POL,,,Barbara Maciocha
9391,209390,U,1989,ECU,,,Florella Moggia
9392,209391,R,1991,ECU,,,Gisella Pere
9393,209392,U,1990,ECU,,,Maria Gracia Ycaza
9394,209393,R,1990,ITA,,,Federica Denti
9395,209394,U,1989,ITA,,,Stefania Imolesi
9396,209395,R,1989,GER,,,Juliet Bocklet
9397,209396,R,1988,BEL,,,Freya Younes
9398,209397,U,1985,BEL,,,Eva De Block
9399,209398,R,1990,ARM,,,Zaruhi Harutyunyan
9400,209399,U,1988,NED,,,Aleksandra Malovic
9401,209400,U,1990,GER,,,Julia Wais
9402,209401,U,1988,GER,,,Jasmin Heckel
9403,209402,U,1986,GER,,,Vanessa Heute
9404,209403,R,1985,GER,,,Katharina Rath
9405,209404,R,1989,SWE,,,Melinda Akerbrant Bengtsson
9406,209405,U,1987,DEN,,,Anne Gylling
9407,209406,U,1987,DEN,,,Katrine Christensen
9408,209407,U,1991,COL,,,Yessica Medina
9409,209408,U,1992,COL,,,Carolina Abello
9410,209409,R,1989,LUX,,,Lynn Blau
9411,209410,U,1991,FRA,,,Adeline Chiang
9412,209411,R,1989,ESP,,,Neus Rodriguez Menendez
9413,209412,U,1991,ITA,,,Stefania Postorino
9414,209413,U,1989,ROU,,,Oana Archip
9415,209414,U,1988,VEN,,,Patricia La Rovere
9416,209415,R,1991,NZL,,,Marcella Jones
9417,209416,R,1988,GER,,,Vanessa Kretsch
9418,209417,U,1991,UKR,,,Iuliia Kiriienko
9419,209418,U,1988,ROU,,,Diana Popescu
9420,209419,U,1989,SVK,,,Tatiana Illova
9421,209420,U,1986,BIH,,,Mirella Ramic
9422,209421,U,1989,BUL,,,Alexandra Levianska
9423,209422,R,1989,UKR,,,Anna Larkina
9424,209423,U,1989,RUS,,,Julia Livotova
9425,209424,U,1988,AUS,,,Jessica Mcclintock
9426,209425,R,1989,AUS,,,Prudence Teitzel
9427,209426,R,1988,AUS,,,Chloe West
9428,209427,U,1988,GBR,,,Phillipa Reakes
9429,209428,R,1990,GBR,,,Sophie Proctor
9430,209429,R,1991,THA,,,Khunpak Issara
9431,209430,R,1991,THA,,,Natchanok Saenyaukhot
9432,209431,R,1988,USA,,,Kristen A Bleakley
9433,209432,U,1988,USA,,,Julie Chao
9434,209433,R,1985,KAZ,175.0,Q66095795,Madina Rakhim
9435,209434,R,1988,ESP,,,Raquel Guede Estevez
9436,209435,U,1991,ROU,,,Sandra Mihaela Sida
9437,209436,U,1991,NOR,,,Jenny Lunde
9438,209437,U,1990,NOR,,,Kjersti Lund
9439,209438,U,1988,NOR,,,Anine Cornelius Lovdal
9440,209439,R,1987,EST,,,Gajane Vage
9441,209440,R,1988,RUS,,,Alexandra Kudryavtseva
9442,209441,U,1988,USA,,,Sarah Huah
9443,209442,U,1990,NED,,,Jade Schoelink
9444,209443,U,1989,NED,,,Myrte Molenveld
9445,209444,U,1989,NED,,,Melissa Ravestein
9446,209445,U,1988,GER,,,Desiree Schelenz
9447,209446,R,1990,GER,,,Lisa Brinkmann
9448,209447,U,1988,GER,,,Jasmin Mertens
9449,209448,R,1985,SVK,,,Kveta Hajkova
9450,209449,U,1988,GER,,,Insa Villnow
9451,209450,U,1989,AUS,,,April Albertini
9453,209452,U,1991,AUS,,,Kelly Blake
9454,209453,U,1987,ARM,,,Lusine Davtyan
9455,209454,U,1992,GEO,,,Gvantsa Robakidze
9456,209455,U,1992,GEO,,,Mariami Samkanashvili
9457,209456,R,1989,CZE,,,Tereza Belblova
9458,209457,R,1989,AUT,,,Veronika Sepp
9459,209458,U,1984,JPN,,,Erika Miyamoto
9460,209459,U,1984,JPN,,,Sayuri Takeshima
9461,209460,U,1989,JPN,,,Yuki Kusunose
9462,209461,U,1992,GEO,,,Nino Mebuke
9463,209462,U,1989,BUL,,,Maria Barboutova
9464,209463,U,1991,BUL,,,Evelin Barboutova
9465,209464,U,1991,GRE,,,Rafaela Efstathiou
9466,209465,U,1988,GRE,,,Eirini Vasileiadou
9467,209466,U,1988,GBR,,,Charlotte Martin
9468,209467,R,1991,THA,,,Sasarin Borwornchokchai
9469,209468,R,1989,USA,,,Emily Fraser
9470,209469,R,1987,USA,,,Christine Wilson
9471,209470,U,1985,USA,,,Amanda Hellberg
9472,209471,U,1988,USA,,,Nicole Kantor
9473,209472,R,1988,USA,,,Laurianne Henry
9474,209473,R,1988,GBR,,,Jenna Webster
9475,209474,U,1990,RUS,,,Kristina Bogacheva
9476,209475,U,1989,RUS,,,Dania Musina
9477,209476,U,1989,IND,,,Bhavani Tirumurti
9478,209477,U,1990,THA,,,Kamolnadda Thumrongluck
9479,209478,R,1990,BEL,,,Caroline Hitimana
9480,209479,U,1989,ECU,,,Maria Alexandra Maldonado
9481,209480,U,1987,BOL,,,Alejandra Saavedra
9482,209481,U,1985,ECU,,,Andrea Pazmino
9483,209482,U,1986,ECU,,,Gabriela Cazares
9484,209483,U,1990,ECU,,,Diana Viteri
9485,209484,R,1990,ITA,,,Giorgia Sampietro
9486,209485,U,1989,HUN,,,Judit Nagy
9487,209486,U,1989,HUN,,,Katalin Szekely
9488,209487,L,1989,CHI,,,Gabriela Roux
9489,209488,L,1986,ARG,,,Micaela Acosta
9490,209489,U,1989,VEN,,,Estefiana Greco
9491,209490,U,1987,ARG,,,Candelaria Rizzuto
9492,209491,U,1989,COL,,,Tatiana Varela
9493,209492,U,1991,COL,,,Catalina Maya
9494,209493,R,1984,RUS,,,Elena Baranova
9495,209494,U,1988,AZE,,,Sayyara Mammadova
9496,209495,U,1988,GEO,,,Salome Aladashvili
9497,209496,L,1988,AUS,,,Michelle Russ
9498,209497,U,1988,MEX,,,Jazmin Hernandez
9499,209498,U,1992,MEX,,,Johana Hernandez
9500,209499,U,1990,MEX,,,Mariana Diaz De Leon
9501,209500,U,1988,SAM,,,Shatel Tavita
9502,209501,U,1990,USA,,,Pamela Salas
9503,209502,U,1990,MEX,,,Carla Murguia
9504,209503,U,1987,USA,,,Miya Solic
9505,209504,U,1991,MEX,,,Ana Quevedo
9506,209505,R,1983,USA,,,Rachel Crismond
9507,209506,R,1989,USA,,,Joanna Mather
9508,209507,R,1988,LAT,,Q14920334,Trina Slapeka
9509,209508,R,1990,SWE,,,Julia Klackenberg
9510,209509,U,1989,SWE,,,Linda Aqvist
9511,209510,U,1991,ESP,,,Ana Puerto Jaimez
9512,209511,U,1989,SWE,,,Sara Nilsson
9513,209512,U,1990,FRA,,,Louise Grangette
9514,209513,R,1992,ESP,,,Nerea Piquer Albisu
9515,209514,R,1990,FRA,,,Kelly Couturier
9516,209515,U,1988,FRA,,,Alexandra Gwizdowski
9517,209516,U,1988,POR,,,Joana Santiago
9518,209517,U,1988,HKG,,,Ellen Yeung
9519,209518,L,1988,POR,,,Rita Gouveia
9520,209519,U,1986,ARG,,,Maria Emma Quiroz
9521,209520,U,1990,VEN,,,Astrid Quintero
9522,209521,R,1989,VEN,,,Alessandra Pennesi
9523,209522,R,1981,ARG,,,Monica Canevaro
9524,209523,U,1990,VEN,,,Ginet Pinero
9525,209524,U,1990,VEN,,,Andrea Quintana
9526,209525,R,1991,VEN,,,Maria Andreina Varela
9527,209526,U,1992,VEN,,,Raquel Diaz
9528,209527,U,1988,BRA,,,Verena Piccolo
9529,209528,U,1989,VEN,,,Sarai Torres
9530,209529,R,1992,ITA,,,Alessia Carrozzo
9531,209530,U,1989,CRO,,,Ana Perlain
9532,209531,R,1990,CHI,,,Carolina Delgado
9533,209532,R,1987,ARG,,,Maria Paula Aguirre
9534,209533,U,1989,BIH,,,Nadina Secerbegovic
9535,209534,R,1992,PAR,,,Isaura Enrique Aguilar
9536,209535,U,1984,RSA,,,Alexa Geldenhuys
9538,209537,U,1991,BDI,,,Sakina Nshimirimana
9539,209538,U,1990,BDI,,,Aziza Butoyi
9540,209539,U,1988,ISR,,,Natalie Handler
9541,209540,R,1989,RSA,,,Engela Olivier
9542,209541,U,1990,KEN,,,Martina Vitulli
9543,209542,U,1991,RSA,,,Christine Masite
9544,209543,R,1990,RSA,,,Bronwyn Davidson
9545,209544,R,1991,RSA,,,Anastacia Simons
9546,209545,U,1991,FRA,,,Marine Sorg
9547,209546,R,1990,GBR,,,Anastasia Nebojanko
9548,209547,U,1990,GBR,,,Olivia Howlett
9549,209548,U,1990,GER,,,Michelle Schroeder
9550,209549,R,1992,PHI,,,Nikki Camille Zoleta
9551,209550,U,1989,ESP,,,Nivea Bezich Cavinta
9552,209551,U,1991,ISR,,,Olga Blank
9553,209552,R,1991,ISR,,,Angelika Aliev
9554,209553,U,1988,IND,,,Anushree Thammanna
9555,209554,U,1991,IND,,,Puja Patel
9556,209555,U,1990,IND,,,Rasika Sankpal
9557,209556,U,1989,BRA,,,Ana Luiza Ferreira
9558,209557,U,1991,CUB,,,Jessica Green
9559,209558,U,1991,CUB,,,Raiza Verdecia
9560,209559,U,1990,CUB,,,Yanisleidis Fernandez
9561,209560,U,1992,CUB,,,Lilien Pacheco
9562,209561,U,1990,CUB,,,Anabel Pollan
9563,209562,U,1990,CUB,,,Daleidis Borrego
9564,209563,U,1990,CUB,,,Arletis Fernandez
9565,209564,U,1989,PUR,,,Natalia Guevara
9566,209565,U,1990,CUB,,,Lillian Aviles
9567,209566,R,1989,BRA,,,Lais Souza
9568,209567,U,1990,CUB,,,Odalis Sardinas
9569,209568,U,1989,VEN,,,Ashley Silva
9570,209569,R,1988,ALG,,,Sara Meghoufel
9571,209570,U,1990,EGY,,,Aliaa Kamal
9572,209571,U,1988,ARG,,,Valeria Faccinetti
9573,209572,U,1991,UKR,,,Alina Shazhko
9574,209573,R,1990,ALG,,,Fatima Zorah Bouabdallah
9575,209574,R,1992,ALG,,,Sena Bensafi
9576,209575,U,1991,ALG,,,Yasmine Alkema
9577,209576,R,1990,CZE,,,Barbora Matusova
9578,209577,R,1991,FRA,,,Perrine Fouche
9579,209578,R,1992,ALG,,,Samara Amour
9580,209579,U,1990,NZL,,,Amelia Harris
9581,209580,R,1990,NZL,170.0,Q16212090,Abigail Guthrie
9582,209581,R,1989,AUS,,,Megan Price
9583,209582,R,1990,ROU,,,Karola Diaconescu
9584,209583,R,1989,ITA,,,Giulia Gardani
9585,209584,U,1987,USA,,,Claire Soper
9586,209585,U,1990,MNE,,,Stefana Lakicevic
9587,209586,R,1989,CRO,,,Mirna Cicak
9588,209587,U,1989,MEX,,,Paola Orozco
9589,209588,R,1985,NGR,,,Jessica Obi
9590,209589,U,1991,BEL,,,Julie Bigot
9591,209590,R,1990,POR,,,Bibiana Almeida
9592,209591,R,1989,BEL,,,Selina Guns
9593,209592,U,1980,NGR,,,Esther Jimoh
9594,209593,U,1989,NGR,,,Vivian Cassimer
9595,209594,R,1989,IND,,,Ayushi Sinha
9596,209595,U,1990,GER,,,Nathalie Elgales
9597,209596,U,1990,SUI,,,Alexandra Vukota
9598,209597,U,1990,CRO,,,Zana Gospodnetic
9599,209598,L,1989,ITA,,,Alessandra Caprara
9600,209599,R,1992,INA,,,Karyn Emeralda
9601,209600,R,1990,ESP,,,Mireia Recasens Horta
9602,209601,U,1988,ESP,,,Ana Miguel Ivern
9603,209602,R,1989,SWE,,,Adla Mahic
9604,209603,U,1989,SRB,,,Zorana Anastasijevic
9605,209604,U,1990,BUL,,,Plamena Kurteva
9606,209605,U,1991,CHN,,,Hui Li
9607,209606,U,1990,CHN,,,Yi Run Han
9608,209607,R,1988,ITA,,,Maria Sole Barbieri
9609,209608,R,1987,ITA,,,Doris Graus
9610,209609,U,1990,INA,,,Juan Rosalia Tejoprayitno
9611,209610,U,1989,ROU,,,Alexandra Tufa
9612,209611,R,1991,ROU,,,Victoria Corina Mirea
9613,209612,R,1990,ROU,,,Daniela Alexandra Ilcu
9614,209613,U,1990,SVK,,,Martina Kostalova
9615,209614,U,1990,SVK,,,Katarina Poljakova
9616,209615,U,1990,CZE,,,Petra Niedermayerova
9617,209616,U,1991,SVK,,,Kristyna Kucianova
9618,209617,U,1991,AUT,,,Magdalena Osterle
9619,209618,R,1992,USA,,,Paola Cos
9620,209619,L,1989,USA,170.0,,Lauren Jones
9621,209620,U,1988,KOR,,,Eun Jung Kim
9622,209621,R,1990,ESP,,,Montserrat Blasco Fernandez
9623,209622,R,1993,USA,,,Erin Carol Stephens
9624,209623,R,1991,KOR,,,So Yeon Kim
