,ranking_date,rank,player,points,tours
27170,2024-05-13,1365,221635,3,0
4777,2024-01-22,1365,202551,3,0
27166,2024-05-13,1365,216415,3,0
59690,2024-10-28,1367,259760,4,3
28583,2024-05-20,1367,260108,3,3
59698,2024-10-28,1367,203429,4,3
59697,2024-10-28,1367,222511,4,3
31423,2024-06-03,1367,215152,3,0
28593,2024-05-20,1367,222794,3,3
28584,2024-05-20,1367,257884,3,3
32791,2024-06-10,1367,203504,3,3
7553,2024-02-05,1369,221963,3,3
38484,2024-07-08,1369,216030,3,0
21547,2024-04-15,1370,259845,3,3
35633,2024-06-24,1373,259745,3,3
35637,2024-06-24,1373,263764,3,3
24360,2024-04-29,1373,221384,3,0
24368,2024-04-29,1373,214105,3,0
35668,2024-06-24,1373,222315,3,3
35652,2024-06-24,1373,214812,3,3
72755,2024-12-30,1375,221497,4,4
72757,2024-12-30,1375,222613,4,4
72756,2024-12-30,1375,238196,4,4
72758,2024-12-30,1375,252485,4,4
72754,2024-12-30,1375,221740,4,4
72746,2024-12-30,1375,223418,4,4
39859,2024-07-15,1375,201568,3,3
72742,2024-12-30,1375,222353,4,4
72750,2024-12-30,1375,216170,4,4
72751,2024-12-30,1375,215177,4,4
72752,2024-12-30,1375,219872,4,4
72747,2024-12-30,1375,261028,4,4
72753,2024-12-30,1375,254760,4,4
72749,2024-12-30,1375,222914,4,4
72745,2024-12-30,1375,266463,4,4
72737,2024-12-30,1375,220422,4,4
72743,2024-12-30,1375,222665,4,4
72744,2024-12-30,1375,220772,4,4
72741,2024-12-30,1375,220308,4,4
72738,2024-12-30,1375,213630,4,4
72739,2024-12-30,1375,259944,4,4
72740,2024-12-30,1375,263703,4,4
72748,2024-12-30,1375,260777,4,4
72736,2024-12-30,1375,263850,4,4
39860,2024-07-15,1376,201516,3,3
34223,2024-06-17,1376,259579,3,3
52729,2024-09-16,1377,264217,4,4
52728,2024-09-16,1377,223332,4,4
39898,2024-07-15,1379,222309,3,3
42745,2024-07-29,1384,204381,3,3
42749,2024-07-29,1384,258522,3,3
44147,2024-08-05,1385,222775,3,3
44167,2024-08-05,1385,239124,3,3
44169,2024-08-05,1385,221927,3,3
44161,2024-08-05,1385,260412,3,3
44139,2024-08-05,1385,259803,3,3
55515,2024-10-07,1390,211225,3,3
45604,2024-08-12,1395,260911,3,3
45608,2024-08-12,1395,263880,3,3
55548,2024-10-07,1395,223344,3,3
66953,2024-12-02,1395,262890,3,3
54112,2024-09-23,1396,266533,3,3
54103,2024-09-23,1396,220593,3,3
52734,2024-09-16,1397,203414,3,3
69856,2024-12-16,1397,261964,3,3
72760,2024-12-30,1398,202479,3,3
72761,2024-12-30,1398,246519,3,3
72763,2024-12-30,1398,259946,3,3
72759,2024-12-30,1398,214059,3,3
72762,2024-12-30,1398,214019,3,3
47043,2024-08-19,1399,216227,3,3
47012,2024-08-19,1399,219874,3,3
49893,2024-09-02,1399,203521,3,0
66963,2024-12-02,1400,220790,3,3
64094,2024-11-18,1400,219310,3,3
64091,2024-11-18,1400,237484,3,3
66955,2024-12-02,1400,259801,3,3
52738,2024-09-16,1401,221275,3,3
52766,2024-09-16,1401,238081,3,3
49925,2024-09-02,1402,239428,3,0
62666,2024-11-11,1402,260138,3,3
62631,2024-11-11,1402,233748,3,3
49899,2024-09-02,1402,260960,3,0
72765,2024-12-30,1403,256711,3,3
72795,2024-12-30,1403,260436,3,3
72805,2024-12-30,1403,215978,3,3
72776,2024-12-30,1403,223343,3,3
72807,2024-12-30,1403,263677,3,3
72806,2024-12-30,1403,222660,3,3
72779,2024-12-30,1403,260723,3,3
72804,2024-12-30,1403,260930,3,3
72783,2024-12-30,1403,259105,3,3
72782,2024-12-30,1403,264119,3,3
72781,2024-12-30,1403,213521,3,3
72813,2024-12-30,1403,221714,3,3
72796,2024-12-30,1403,260238,3,3
72798,2024-12-30,1403,221741,3,3
72808,2024-12-30,1403,263622,3,3
72809,2024-12-30,1403,210108,3,3
72799,2024-12-30,1403,260066,3,3
72764,2024-12-30,1403,267387,3,3
72810,2024-12-30,1403,241735,3,3
72811,2024-12-30,1403,222630,3,3
72812,2024-12-30,1403,222558,3,3
72766,2024-12-30,1403,267453,3,3
72768,2024-12-30,1403,266706,3,3
72767,2024-12-30,1403,220934,3,3
72769,2024-12-30,1403,222082,3,3
72797,2024-12-30,1403,222472,3,3
72778,2024-12-30,1403,260373,3,3
72802,2024-12-30,1403,221877,3,3
72780,2024-12-30,1403,264229,3,3
72803,2024-12-30,1403,221214,3,3
72801,2024-12-30,1403,254735,3,3
72777,2024-12-30,1403,263948,3,3
69885,2024-12-16,1403,256703,3,3
72793,2024-12-30,1403,202691,3,3
72800,2024-12-30,1403,263959,3,3
72772,2024-12-30,1403,222935,3,3
72770,2024-12-30,1403,259990,3,3
72771,2024-12-30,1403,234223,3,3
72773,2024-12-30,1403,260995,3,3
72794,2024-12-30,1403,266902,3,3
72787,2024-12-30,1403,259599,3,3
72786,2024-12-30,1403,223439,3,3
72788,2024-12-30,1403,243424,3,3
72785,2024-12-30,1403,267449,3,3
72789,2024-12-30,1403,237455,3,3
72784,2024-12-30,1403,222620,3,3
72774,2024-12-30,1403,256723,3,3
72775,2024-12-30,1403,269717,3,3
72792,2024-12-30,1403,213780,3,3
72791,2024-12-30,1403,256710,3,3
69871,2024-12-16,1403,222318,3,3
72790,2024-12-30,1403,241012,3,3
65541,2024-11-25,1404,260865,3,3
65546,2024-11-25,1404,221702,3,3
59756,2024-10-28,1404,221360,3,3
71358,2024-12-23,1407,252584,3,3
68453,2024-12-09,1407,259927,3,3
68438,2024-12-09,1407,260489,3,3
