,player_id,hand,year_of_birth,ioc,height,wikidata_id,player_name
19370,119386,U,1984,MEX,,,Sergio Arturo Rodriguez Corrales
19371,119387,R,1984,CZE,,,Karel Jilek
19372,119388,U,1985,CZE,,,Tomas Zima
19373,119389,L,1988,CZE,,,Michal Mateasko
19375,119391,U,1987,SRB,,,Viktor Maksimcuk
19376,119392,U,1986,POR,,,David Cardoso
19378,119394,U,1987,POL,,,Mateusz Skorek
19379,119395,U,1985,CAN,,,Zachary Rath
19381,119397,U,1986,UAE,,,Mohammed Abdel Aziz Al Nuaimi
19383,119399,U,1985,BRA,,,Felipe Fingerl
19384,119400,U,1984,AUT,,,Florian Kiefer
19385,119401,U,1983,AUT,,,Marco Hammerl
19386,119402,U,1986,CRO,,,Roman Kelecic
19387,119403,R,1987,NED,,,Leander Van Der Vaart
19388,119404,U,1981,FRA,,,Thomas Guilloteau
19390,119406,U,1981,FRA,,,Jean Baptiste Dupuy
19392,119408,U,1982,GER,,,Tim Richter
19393,119409,U,1986,GER,,,Tim Bastian Johanssen
19394,119410,U,1986,GER,,,Christoph Muller
19396,119412,R,1985,GER,,,Korbinian Kramer
19397,119413,U,1983,ITA,,,Gregorio Sgarlato
19398,119414,L,1987,ITA,,,Yari Natali
19399,119415,U,1985,ITA,,,Stefano De Angelis
19400,119416,U,1987,ITA,,,Alexander Materassi
19401,119417,U,1983,ITA,,,Riccardo Rondinelli
19404,119420,R,1986,LTU,,,Salvijus Davalga
19405,119421,L,1984,GBR,,,Nathan Rooney
19406,119422,U,1985,NED,,,Sten Weingartner
19407,119423,U,1981,ROU,,,Andrei Enache
19408,119424,U,1981,ITA,,,Francesco Caputo
19409,119425,R,1986,ESP,,,Manuel Bolanos Salvador
19410,119426,R,1986,ARG,,,Gerardo Azcurra
19411,119427,U,1984,SRB,,,Nikola Miskovic
19412,119428,R,1985,SRB,,,David Pantovic
19413,119429,U,1984,SCG,,,Marko Jankovic
19414,119430,R,1985,SWE,,,Michael Brehler
19415,119431,U,1985,UKR,,,Andrey Tsekhovych
19416,119432,U,1984,UKR,,,Dmitri Gurichev
19417,119433,U,1985,UKR,,,Aleksandr Aksyonov
19418,119434,U,1987,UKR,,,Vladimir Levin
19419,119435,U,1987,ESP,,,Marco Garcia Koch
19420,119436,U,1985,ESP,,,Pablo Monterde Perez
19421,119437,R,1986,RUS,,,Artem Khrushchev
19422,119438,U,1985,ESP,,,Jose Manuel Navarro Zapata
19423,119439,U,1987,ESP,,,Pablo Otero Perez
19425,119441,U,1981,ESP,,,Angel Ramon Cupeiro Coto
19427,119443,U,1983,BRA,,,Rafael Weigand
19428,119444,U,1985,BRA,,,Fabio Silva
19429,119445,U,1987,BRA,,,Victor Carvalho Melo
19430,119446,U,1988,BRA,,,Luis Otavio Pires
19431,119447,R,1987,BRA,,,Bruno Savi
19432,119448,U,1988,BRA,,,Thiago Galdino Do Vale
19433,119449,U,1990,BRA,,,Machado Jean
19434,119450,L,1986,BRA,,,Rodrigo Parente
19435,119451,U,1985,ARG,,,Pablo Martin Platano
19436,119452,U,1986,BRA,,,Hugo Simoes
19437,119453,U,1985,BRA,,,Felipe Russo
19438,119454,U,1980,BRA,,,Filipe Penteado
19441,119457,U,1986,CHI,,,Leandro Osorio Caballero
19442,119458,U,1988,CHI,,,Marcos Linconir Sandoval
19443,119459,U,1984,CHI,,,Felipe Gonzalez Orellana
19444,119460,R,1985,IND,,,Vikas Punna
19445,119461,U,1985,IND,,,Rahil Syed
19446,119462,R,1982,IND,,,Arindam Datta
19447,119463,R,1984,IND,,,Raju Anand Kumar Anumaganti
19448,119464,R,1984,INA,,,Enrico Satria
19449,119465,R,1987,INA,,,Sandy Purnomo
19450,119466,U,1989,INA,,,Agung Bagus Dewantoro
19451,119467,R,1981,KOR,,,Dae Sung Jang
19452,119468,U,1986,INA,,,Yanwar Dwi Putra
19454,119470,U,1981,KOR,,,Seung Yong Shin
19456,119472,U,1981,SVK,,,Tomas Banczi
19457,119473,R,1986,ARM,,,Harutyun Saringulyan
19459,119475,R,1988,SRI,,,Franklyn Emmanuel
19460,119476,U,1986,IND,,,Karthik Raju
19461,119477,U,1990,KOR,,,Min Woo Shin
19462,119478,R,1987,SRI,,,Amrit Rupasinghe
19463,119479,R,1987,SRI,,,Oshada Wijemanne
19464,119480,R,1989,KOR,,,Hyun Soo Lim
19465,119481,R,1988,SRI,,,Nishendran Sivendran
19466,119482,U,1986,USA,,,Jason Pinsky
19467,119483,U,1981,CAN,,,Matthew Scott
19469,119485,U,1983,USA,,,Matthew Loucks
19470,119486,R,1985,AUT,,,Markus Geiger
19471,119487,U,1980,AUT,,,Alexander Tisch
19472,119488,U,1987,ITA,,,Alvise Pasqualetti
19473,119489,U,1983,ARG,,,Sebastian Vazquez
19474,119490,L,1981,ITA,,,Fabio Sgrignoli
19475,119491,L,1986,ITA,,,Alessandro Palli
19476,119492,U,1988,ITA,,,Daniele Micolani
19477,119493,R,1985,CZE,,,Josef Hrabal
19478,119494,U,1981,SVK,,,Michal Macko
19479,119495,U,1981,ITA,,,Andrea Merati
19480,119496,R,1985,USA,,,Jonathan Sanchez
19481,119497,R,1984,RUS,,,Ivan Tsiganov
19482,119498,U,1987,RUS,,,Vadim Anchutin
19483,119499,U,1987,RUS,,,Mikhail Pavlov
19484,119500,R,1985,ISR,,,Yoav Schab
19485,119501,U,1989,TOG,,,Lampouni Andre Kombate
19486,119502,U,1987,NGR,,,Olalekan Adebisi
19487,119503,U,1985,TOG,,,Kanfitine Lamboni
19488,119504,L,1986,GBR,,,Nikki Peel
19489,119505,U,1985,NGR,,,Jonah Samuel
19490,119506,U,1988,BEN,,,Jean Segodo
19492,119508,U,1980,TOG,,,Dammian Barra
19493,119509,U,1980,TOG,,,Mensan Kossi Akli
19494,119510,U,1986,NGR,,,Taiwo Owolabi
19495,119511,U,1987,BEN,,Q18206403,Loic Didavi
19496,119512,U,1988,TOG,,,Komlan Dziwonou
19497,119513,U,1982,NGR,,,Emmanuel Bamidele
19498,119514,U,1986,BLR,,,Aliaksei Kandakou
19499,119515,U,1989,TOG,,,Mlapa Tingou Akomlo
19501,119517,R,1988,GHA,,,Emmanuel Mensah
19502,119518,U,1986,TOG,,,Ayite Aziadapou
19503,119519,U,1980,NGR,,,Michael Godwin
19504,119520,U,1982,USA,,,Scott Spencer
19505,119521,U,1982,USA,,,Scott Paltrowitz
19506,119522,U,1986,MEX,,,Rafael Robles Sanchez
19507,119523,U,1985,ECU,,,Anthony Hill
19508,119524,U,1987,ECU,,,Boris Mosquera
19509,119525,U,1988,ECU,,,Jorge Yunes
19510,119526,U,1987,ECU,,,Gregory Soza
19511,119527,R,1982,USA,,,Justin Slattery
19512,119528,U,1983,BOL,,,Carlos Encinas
19513,119529,L,1985,ARG,,,Bernardo Omar Palacios
19514,119530,R,1986,ARG,,,Pablo Conchell
19515,119531,U,1984,CHI,,,Davor Zink
19516,119532,U,1982,BRA,,,Eduardo Pires Barbeta
19517,119533,L,1986,ARG,,,Martin Montalbetti
19518,119534,U,1984,CHI,,,Cristian Garcia
19519,119535,R,1984,POL,,,Marcin Szopa
19520,119536,U,1987,POL,,,Piotr Olechowski
19521,119537,L,1985,CZE,,,Petr Frelich
19522,119538,R,1984,CZE,,,Roman Michalik
19523,119539,R,1986,BEL,,,Cedric Roelant
19524,119540,R,1983,FRA,,,Heiner Tadault
19525,119541,U,1987,ESP,,,Francisco Segura Martinez
19526,119542,U,1984,ESP,,,Ricardo Ibanez Ruiz
19527,119543,R,1987,ESP,,,Enric Guaita Pais
19528,119544,U,1987,ESP,,,Cornelio Puye Sale
19529,119545,U,1989,ESP,,,David Costa Soria
19530,119546,U,1987,ESP,,,Rafael Array Pareja
19531,119547,R,1987,ESP,,,Hugo Taracido Loureiro
19532,119548,U,1985,ESP,,,Francisco Javier Garcia Redondo
19533,119549,U,1988,ESP,,,Rodrigo Figueroa Vazquez
19534,119550,U,1985,ESP,,,Alberto Romea Gonzalez
19535,119551,U,1986,AUS,,,Brenton Bacon
19536,119552,U,1987,BRA,,,Marcelo Paungartner
19537,119553,U,1987,BRA,,,Andre Moreira
19538,119554,U,1987,BRA,,,Bruno Scacallossi
19539,119555,U,1986,CHI,,,Stefan Feddersen
19540,119556,U,1987,CHI,,,Alejandro Breve Nieto
19541,119557,U,1989,CHI,,,Pablo Varas
19542,119558,U,1985,ARG,,,Emilio Andres Ferreyra
19543,119559,U,1986,CHI,,,Diego Ortuzar Echavarria
19544,119560,U,1987,COL,,,Jonathan Otero
19545,119561,R,1981,COL,,,Julio Victoria
19547,119563,R,1989,COL,,,Alvaro Vargas
19548,119564,U,1988,COL,,,Sergio Velez
19549,119565,U,1986,ISR,,,Lior Barbash
19550,119566,U,1985,RSA,,,Turner Hewitt
19552,119568,U,1986,RUS,,,Alexey Barnikov
19553,119569,U,1988,TUN,,,Mohamed Koubaa
19554,119570,U,1983,GER,,,Philip Schubert
19555,119571,R,1985,SWE,,,Markus Berg
19556,119572,U,1981,DEN,,,Jakob Paulsen
19557,119573,R,1985,USA,,,Yevgeny Supeko
19558,119574,U,1982,SUI,,,Manuel Kost
19559,119575,U,1985,USA,,,Derrick Lajola
19560,119576,U,1982,CZE,,,Dalibar Ptak
19561,119577,U,1985,AUS,,,Ryan Sceats
19563,119579,L,1989,VEN,,,Luis Rovira
19565,119581,U,1987,CHN,,,Guo Bin Cen
19566,119582,U,1986,CHN,,,Wei Guang Yang
19567,119583,U,1985,CHN,,,Feng Xue
19568,119584,U,1985,CHN,,,Ji Shi
19569,119585,U,1985,CHN,,,Jiang Yang
19570,119586,R,1985,CHN,,,Bo Ye
19571,119587,U,1986,CZE,,,Stanislav Burian
19573,119589,U,1987,CZE,,,Michal Wronka
19574,119590,R,1986,CZE,,,Mirko Zapletal
19576,119592,U,1989,MEX,,,Ken Buchanan
19577,119593,R,1985,MEX,,,Miguel Martinez
19578,119594,R,1982,MEX,,,Alberto Santini
19579,119595,R,1989,MEX,,,Daniel Manuel Sanchez Martinez
19580,119596,U,1980,USA,,,Paul Goode
19581,119597,U,1981,BOT,,,Oaitse Thipe
19582,119598,U,1987,BOT,,,Onkabetse Matong
19583,119599,R,1985,RSA,,,Rainier Nagel
19584,119600,U,1982,BOT,,,Moses Motate
19585,119601,U,1987,RSA,,,Gregory Anderson
19586,119602,U,1986,RSA,,,Durand Botha
19587,119603,R,1989,RSA,,,Rikus De Villiers
19588,119604,R,1986,THA,,,Natapong Pongkunsub
19589,119605,U,1985,THA,,,Palanupap Puranawit
19590,119606,U,1986,ESP,,,Mario Cuellar Gonzalez
19591,119607,U,1987,BRA,,,Diego Abreu
19592,119608,U,1982,IRI,,,Ashkan Dabiri
19593,119609,R,1986,ESP,,,Abel Rincon Vazquez
19594,119610,U,1987,ARG,,,Francisco Malfitani
19595,119611,U,1981,USA,,,Scott Schnugg
19596,119612,U,1987,USA,,,Chong Wang
19597,119613,U,1986,AUS,,,Nathan Byrnes
19598,119614,R,1981,BRA,,,Pertti Vesantera
19599,119615,R,1986,IND,,,Rahil Makharia
19600,119616,U,1984,GER,,,Matthias Neubert
19601,119617,R,1987,NZL,,,Matthew Stark
19602,119618,U,1981,AUS,,,Benjamin Stapp
19603,119619,U,1983,NGR,,,Wasiu Ibrahim
19605,119621,R,1988,GHA,,,Michael Nortey
19606,119622,U,1986,MAR,,,Badr Bouarich
19607,119623,U,1981,NGR,,,Damisa Robinson
19608,119624,U,1981,USA,,,Stuart Waters
19609,119625,R,1987,RUS,,,Alexy Tsyrenov
19610,119626,U,1985,GER,,,Matthias Pawlik
19611,119627,U,1981,GER,,,Sascha Koehler
19612,119628,U,1983,GER,,,Jens Janssen
19613,119629,U,1985,FRA,,,Christophe Ficot
19614,119630,U,1988,FRA,,,Gustave Diep
19615,119631,U,1983,FRA,,,Julien Bouetz
19616,119632,U,1981,FRA,,,Jean Christophe Megache
19617,119633,U,1986,SWE,,,Robert Veres
19618,119634,U,1983,FRA,,,Amaury Auzou
19619,119635,U,1980,AUT,,,Stefan Hirn
19620,119636,U,1987,AUT,,,Kristofer Wachter
19621,119637,U,1988,AUT,,,Herbert Weirather
19622,119638,U,1984,IND,,,Saurav Sukul
19623,119639,U,1987,MEX,,,Eduardo Salas
19624,119640,L,1986,MEX,,,Pablo Acevedo
19625,119641,L,1988,CUB,,,Alexander Pelaez Herrera
19626,119642,U,1990,ESP,,,Jose Antonio Fuentes Tevar
19627,119643,U,1989,ESP,,,Abel Hernandez Aguila
19628,119644,L,1984,ITA,,,Stefano Bracchi
19629,119645,R,1988,ITA,,,Corrado Pricone
19630,119646,R,1983,MAR,,,Mehdi Birouk
19631,119647,U,1983,MAR,,,Reda Messaoudi
19632,119648,R,1986,ITA,,,Giacomo Pirozzi
19633,119649,U,1988,GRE,,,George Balafoutas
19634,119650,U,1985,GRE,,,Tasos Korakas
19635,119651,U,1988,GRE,,,Dimitrios Iatropoulos
19636,119652,U,1987,GRE,,,Dimitrios Loucareas
19637,119653,R,1986,ITA,,,Francesco Zacchia
19638,119654,U,1988,ESP,,,Gil Sala Bordallo
19639,119655,R,1986,ITA,,,Andrea Alviano
19640,119656,U,1980,ESP,,,Xavier Colomina Farre
19641,119657,U,1988,ESP,,,Jaume Farreny Reyes
19642,119658,U,1984,BIH,,,Mirza Mulahasanovic
19643,119659,U,1987,ITA,,,Pier Francesco Prudentini
19644,119660,U,1986,ITA,,,Remigio Burzio
19645,119661,R,1988,CZE,,,Miloslav Navratil
19646,119662,U,1985,ROU,,,Tiberiu Dan Stan
19647,119663,U,1989,ESP,,,Oriol Hernandez Pastor
19648,119664,U,1985,CRO,,,Mario Jakovljevic
19650,119666,U,1986,ESP,,,Marc Rocafort Dolz
19651,119667,U,1986,NED,,,Rutger Balk
19652,119668,U,1988,ESP,,,Pablo Pulido Rodriguez
19653,119669,U,1988,GER,,,Phillip Arthur Karwasz
19654,119670,R,1988,SLO,,,Grega Teraz
19655,119671,U,1986,GBR,,,Keith Meisner
19656,119672,R,1986,SLO,,,Ales Svigelj
19657,119673,U,1987,SLO,,,Gal Brzin
19658,119674,U,1987,CRO,,,Filip Kricka
19659,119675,U,1988,SLO,,,Iztok Kukec
19660,119676,U,1988,SLO,,,Matej Zlatkovic
19661,119677,L,1980,BIH,,,Luka Culic
19662,119678,R,1986,SRB,,,Milos Kustudija
19663,119679,R,1988,ITA,,,Nicola Remedi
19664,119680,U,1984,ITA,,,Vittorio Poli
19665,119681,U,1985,AUS,,,Sebastian Plescan
19666,119682,U,1987,ROU,,,Razvan George Porancea
19667,119683,R,1987,AUS,,,Matt Fox
19668,119684,U,1987,AUT,,,Amel Bisevac
19669,119685,R,1985,CRO,,,Duje Tomasovic
19670,119686,U,1986,USA,,,Derek Klemish
19671,119687,U,1981,FIN,,,Jukka Kohtamaki
19672,119688,U,1984,ITA,,,Luca Stoppini
19673,119689,U,1987,ESP,,,Pablo Seijo Rodriguez
19674,119690,U,1986,FIN,,,Mika Purho
19675,119691,U,1982,FIN,,,Tuomo Ojala
19676,119692,R,1985,FIN,,,Shashank Vij
19677,119693,U,1985,SWE,,,Magnus Ohrvall
19678,119694,U,1987,ISR,,,Omri Hasin
19679,119695,U,1985,ITA,,,Federico Placidilli
19680,119696,U,1988,ITA,,,Marco Masci
19681,119697,U,1987,ISR,,,Ravid Hezi
19682,119698,R,1986,TUR,,,Salih Unsal
19683,119699,R,1981,TUR,,,Alaatin Bora Gerceker
19684,119700,U,1986,TUR,,,Serkan Akin Dilek
19685,119701,U,1981,IRL,,,David O'Connell
19686,119702,U,1986,TUR,,,Arda Saran
19687,119703,R,1985,ARG,,,Marcos Longoni
19688,119704,R,1988,ARG,,,Nicolas Terrera
19689,119705,U,1985,ARG,,,Cristian Damian Lucero
19690,119706,U,1985,ARG,,,Juan Carlos Castello
19691,119707,U,1988,BRA,,,Alain Michel
19692,119708,L,1987,BRA,,,Ivan Cressoni
19693,119709,U,1988,BRA,,,Bruno Hertwig
19694,119710,U,1987,BRA,,,Rodrigo Morgado
19695,119711,U,1986,CHN,,,Hai Yun Tan
19696,119712,L,1987,TPE,,,Chin Yu Huang
19697,119713,U,1985,CHN,,,Bin Cui
19698,119714,U,1984,CHN,,,Yi Fei Cao
19699,119715,U,1983,CHN,,,Bo Liu
19701,119717,U,1984,JPN,,,Hiroshi Ohata
19702,119718,U,1987,JPN,,,Mitsuhiko Hosaka
19704,119720,U,1984,JPN,,,Masayoshi Tomita
19705,119721,R,1982,JPN,,,Akito Higa
19706,119722,R,1985,JPN,,,Kosuke Naruse
19707,119723,U,1985,JPN,,,Kentaro Maehara
19708,119724,U,1988,JPN,,,Yuichi Yoshioka
19709,119725,U,1980,JPN,,,So Kusakabe
19710,119726,U,1987,KOR,,,Jae Hyung An
19711,119727,U,1984,JPN,,,Shogo Kouno
19712,119728,U,1983,KOR,,,Seung Hwan Seol
19713,119729,U,1985,USA,,,Tyler Browne
19714,119730,U,1983,AUS,,,Chris Haskett
19716,119732,R,1984,JPN,,,Yoji Masuoka
19717,119733,U,1983,KOR,,,Dong Jun Han
19719,119735,U,1984,KOR,,,Chan Hoon Lee
19720,119736,R,1988,MAR,,,Houssam Yassine
19722,119738,L,1984,MAR,,,Omar Mohamed Laalej
19723,119739,U,1986,ITA,,,Luigi Esposito
19724,119740,U,1986,BRA,,,Leandro Ferreira
19725,119741,U,1988,MEX,,,Cesar Ruiz Alvarez
19726,119742,U,1982,MEX,,,Javier Torres Prado
19728,119744,U,1984,MEX,,,Fernando Marquez
19729,119745,L,1985,ESP,,,Marc Rigal Perez
19730,119746,U,1985,GER,,,Sascha Ruckelshausen
19731,119747,R,1989,USA,,,Cyprian Pisarek
19732,119748,U,1983,CAN,,,Christopher Ross Da Silva
19733,119749,U,1981,USA,,,Pete Stroer
19734,119750,U,1986,USA,,,Billy Heiser
19735,119751,U,1986,UZB,,,Vladislav Shegai
19736,119752,U,1985,UZB,,,Sergei Kwak
19737,119753,U,1987,BLR,,,Aleksandr Vasilevski
19738,119754,R,1991,TUN,,,Zinelaabidine Jouini
19739,119755,R,1984,TUN,,,Mohammed Affes
19740,119756,U,1989,TUN,,,Abdelhamid Riani
19741,119757,U,1982,ALG,,,Abdel Kader Madani
19742,119758,U,1990,TUN,,,Habib Triki
19743,119759,U,1989,TUN,,,Riadh Kallel
19744,119760,U,1983,HUN,,,Tibor Fenyvesi
19745,119761,U,1987,HUN,,,Balazs Novak
19746,119762,R,1988,SRB,,,Vuk Bolic
19747,119763,U,1986,SRB,,,Bojan Novkovic
19748,119764,U,1987,SRB,,,Damir Lunic
19749,119765,U,1987,SRB,,,Branko Kuzmanovic
19750,119766,R,1981,MEX,,,Mario Vergara
19752,119768,R,1985,ITA,,,Frederico Fort
19753,119769,L,1989,VEN,,,Diego Lasry
19754,119770,R,1985,RSA,,,Kevin Taylor
19755,119771,U,1987,USA,,,Brian Livingston
19756,119772,U,1986,ISR,,,Liron Shaul
19757,119773,U,1984,NGR,,,Augustine Nwokedi
19758,119774,U,1987,NGR,,,Sanni Adamu
19759,119775,U,1982,NGR,,,Sunday Essien
19760,119776,L,1986,ISR,,,Yuval Klein
19761,119777,U,1980,NGR,,,Uche Amajouyi
19762,119778,U,1985,SEN,,,Youssou Berthe
19763,119779,U,1988,SEN,,,Cheikh Salif Kante
19764,119780,U,1982,USA,,,Jeswin Jolly
19765,119781,U,1988,FRA,,,Mahar Zeidan
19766,119782,U,1986,MEX,,,Alexis Lluis
19768,119784,R,1989,MEX,,,Victor Rodriguez Garza
19769,119785,U,1989,MEX,,,Guillermo Sahagun
19770,119786,R,1984,USA,,,Clint Boling
19771,119787,U,1983,MEX,,,Eugenio Romero
19772,119788,U,1982,MEX,,,Armando Carrascosa
19773,119789,U,1984,USA,,,Vikram Chitkara
19774,119790,R,1987,MEX,,,Gustavo Loza
19775,119791,U,1985,IRI,,,Amir Vaziri
19777,119793,U,1985,IRI,,,Mohsen Dehghani
19778,119794,U,1985,IRI,,,Ali Javaheriyan
19780,119796,U,1982,IRI,,,Amir Shirazi
19781,119797,U,1984,AUS,,,Brendan Malarkey
19782,119798,U,1988,INA,,,Fitrawan Syam
19783,119799,R,1985,JPN,,,Tsubasa Morizane
19784,119800,U,1988,KOR,,,Woo Whuk Choi
19785,119801,U,1983,KOR,,,Dae Dong Lee
19786,119802,R,1984,GBR,,,Saeed Farah
19787,119803,U,1986,EGY,,,Mahmoud Bahaa Hamed
19788,119804,L,1987,MAR,,,Sami Mouline
19789,119805,U,1989,ALG,,,Adel Ourahmoune
19790,119806,U,1987,ALG,,,Mounir Baba Aissa
19791,119807,U,1983,RUS,,,Sergey Ionov
19792,119808,U,1986,ALG,,,Yacine Habbouche
19793,119809,R,1982,FRA,,,Nicolas Grammare
19795,119811,U,1987,ESP,,,Alejandro Alburquerque Urios
19796,119812,U,1981,GBR,,,John Chesworth
19798,119814,R,1986,ESP,,,Alejandro Campillo Alonso
19799,119815,U,1987,ESP,,,Manuel Garcia Barecelo
19800,119816,U,1983,AUT,,,Josef Bauer
19802,119818,U,1984,SYR,,,Roy Radwan
19803,119819,U,1989,LAT,,,Krisjanis Stabins
19804,119820,U,1988,ESP,,,Edualdo Bonet De Gispert
19805,119821,U,1988,LTU,,,Rokas Zdanavicius
19806,119822,U,1987,BUL,,,Kiril Dimitrov
19807,119823,U,1984,MLT,,,Daniel Ceross
19808,119824,U,1986,SRB,,,Marko Kustudija
19809,119825,R,1984,GER,,,Aleksandar Bajin
19810,119826,U,1988,CRO,,,Mario Jukic
19811,119827,U,1983,GER,,,Torben Wendt
19812,119828,R,1986,GER,,,Marius Alfs
19814,119830,U,1988,GER,,,Mauro Piras
19815,119831,R,1986,GER,,,Tim Koniarski
19816,119832,U,1987,ITA,,,Pietro De Simon
19817,119833,U,1988,ITA,,,Roberto Carati
19818,119834,L,1986,AUT,,,Florian Treschnitzer
19819,119835,L,1986,CRO,,,Aleksander Kovacic
19820,119836,U,1988,GER,,,Ron Hinzmann
19821,119837,U,1986,CRO,,,Bruno Peric
19822,119838,R,1983,POL,,,Wojciech Gawlak
19823,119839,U,1986,NED,,,Martijn Helmonds
19824,119840,U,1989,ESP,,,Gabriel Meana Fernandez
19825,119841,R,1982,GER,,,Florian Halb
19826,119842,R,1985,GER,,,Bartosz Golas
19827,119843,R,1986,POL,,,Michal Zawadzki
19828,119844,U,1987,SLO,,,Tadej Turk
19829,119845,R,1985,CRO,,,Drazen Sakac
19830,119846,R,1987,CRO,,,Tomislav Raca
19831,119847,U,1985,SLO,,,Andrej Pintaric
19832,119848,U,1988,CRO,,,Dorian Sovic
19833,119849,R,1987,CRO,,,Vedran Vrcelj
19834,119850,U,1981,FRA,,,Gaetan Lepinoy
19835,119851,U,1981,GBR,,,Daniel Jewitt
19836,119852,R,1984,GBR,,,Matthew Lott
19837,119853,R,1988,BLR,,,Dmitry Novikov
19838,119854,U,1983,RUS,,,Fedor Malin
19839,119855,R,1983,BLR,,,Henadzi Urbanovich
19840,119856,R,1987,BLR,,,Anton Stryhas
19841,119857,R,1986,BLR,,,Pavel Charnushin
19842,119858,R,1986,NED,,,Arko Zoutendijk
19843,119859,R,1983,CZE,,,Filip Svozilek
19844,119860,R,1987,GER,,,Christian Storhas
19845,119861,U,1984,GER,,,Martin Gloeggler
19846,119862,U,1985,GER,,,Till Jaekel
19847,119863,U,1987,GER,,,Christian Lichtenegger
19848,119864,U,1984,UKR,,,Ernest Zurabian
19849,119865,U,1981,SUI,,,Francesco Trachsel
19850,119866,U,1985,ITA,,,Luigi Giannuzzi
19851,119867,R,1986,CRO,,,Nenad Maric
19852,119868,R,1987,SWE,,,Nicklas Szymanski
19853,119869,U,1987,DEN,,,Philip Therp
19854,119870,R,1987,GBR,,,Ned Boone
19855,119871,U,1987,GBR,,,Thomas Williams
19856,119872,U,1984,GER,,,Mirko Blohm
19857,119873,U,1983,GBR,,,James Southwood
19858,119874,U,1987,GBR,,,Sean Galpin
19859,119875,R,1989,ROU,,,Alin Ionut Enescu
19860,119876,R,1984,ROU,,,Zoltan Bus
19861,119877,U,1987,ROU,,,Dan Adrian Chermaci
19862,119878,U,1988,ROU,,,Alexandru Cristian Dedu
19863,119879,R,1987,RUS,,,Dmitry Rachev
19864,119880,U,1987,RUS,,,Andrey Esipov
19865,119881,U,1985,RUS,,,Levan Nanava
19866,119882,U,1989,LTU,,,Mindaugas Celedinas
19867,119883,R,1988,LTU,,,Tadas Budrikis
19868,119884,R,1984,LTU,,,Aurimas Karpavicius
19869,119885,U,1986,HUN,,,Csaba Nemeth
19870,119886,U,1983,ITA,,,Salvatore Deliperi
19871,119887,R,1984,ITA,,,Luca Cattani
19872,119888,R,1986,ITA,,,Filippo Bettini
19873,119889,R,1987,GRE,,,Konstantinos Kalaitzis
19874,119890,U,1981,FRA,,,Guillaume Canniccioni
19875,119891,U,1987,ESP,,,Francisco Javier De La Torre Sanchez
19876,119892,U,1988,AUS,,,Matt Symons
19877,119893,U,1988,AUS,,,Branimir Bozic
19878,119894,U,1985,AUS,,,Gregory Chaine
19879,119895,U,1988,AUS,,,Claude Gorjux
19880,119896,R,2004,FRA,191.0,,Gabriel Gomez
19881,119897,R,1985,ARG,,,Ariel Martin Lucero
19882,119898,U,1986,BOL,,,Juan Pablo Arandia
19883,119899,U,1980,BOL,,,Rodrigo Villarroel
19884,119900,U,1987,BOL,,,Nicolas Franco
19885,119901,U,1988,BOL,,,Mario Salinas
19886,119902,U,1985,ARG,,,Matias Alberti
19887,119903,R,1988,BOL,,,Roger Lema
19888,119904,U,1984,ARG,,,Eliseo Dandrea
19889,119905,U,1982,BOL,,,Carlos Velarde
19890,119906,U,1986,ESP,,,Andres Carrasco Carrasco
19891,119907,R,1988,RUS,,,Dmitry Sventitsky
19892,119908,R,1987,SVK,,,Peter Paulenka
19893,119909,R,1987,GER,,,Richard Malobicky
19894,119910,U,1987,ECU,,,Santiago Baquerizo
19895,119911,U,1988,ECU,,,Carlos Perez
19896,119912,U,1986,ECU,,,Marcelo Diaz Petrilli
19897,119913,U,1987,ECU,,,Alberto Diaz Petrilli
19898,119914,U,1982,RSA,,,Gregg Le Sueur
19899,119915,U,1986,KEN,,,Maurice Wamukowa
19900,119916,U,1989,KEN,,,Daniel Rono
19901,119917,U,1985,RWA,,,Olivier Nkunda
19902,119918,U,1986,RWA,,,Alphonse Rutagambwa
19903,119919,U,1983,RWA,,,Eric Uwamahoro
19906,119922,U,1983,SUD,,,Wael Noureldin
19907,119923,U,1987,SUD,,,Hussam Alamin
19908,119924,R,1986,PAK,,,Wasif Cheema
19909,119925,U,1983,SUD,,Q1487851,Gaafar Noureldin El Sadig
19910,119926,U,1988,SUD,,,Hazim Sedahmed
19912,119928,U,1987,SUD,,,Abuelgasim Al Kogali
19913,119929,U,1988,SUD,,,Mohammed Youssif
19914,119930,U,1983,SUD,,,Mohammed Abdel Gird
19915,119931,U,1984,BRA,,,Libertino Camelo Neto
19916,119932,U,1987,BRA,,,Pedro Cacao
19917,119933,R,1990,BRA,,,Pedro Zanotelli
19918,119934,U,1989,BRA,,,Andre Rodrigues
19919,119935,U,1982,ESP,,,Helmut Leyva Herrera
19920,119936,R,1986,BRA,,,Jose Nascimento
19921,119937,R,1985,BRA,,,Renato Pereira
19923,119939,U,1990,IRI,,,Saman Koohestani
19924,119940,R,1987,AZE,,,Ramin Hajiyev
19926,119942,U,1981,IRI,,,Mohammad Sadegh Jafarnezhad
19927,119943,U,1988,IRI,,,Reza Kohastani
19928,119944,U,1981,IRI,,,Rouzbeh Sadeddin
19929,119945,U,1988,URU,,,Nicolas Fynn
19930,119946,U,1988,URU,,,German Sole
19931,119947,U,1987,UKR,,,Sergey Rudenko
19932,119948,R,1982,FRA,,,Sebastien Deridder
