,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
273,Lucie Safarova,5.818181818181818,48.0,3.8181818181818183,33.0,7.636363636363637,27.0,21,2006
274,Jie Zheng,0.625,55.9375,1.4375,33.5,8.4375,27.0,26,2006
275,Klara Koukalova,,,,,,28.0,10,2006
276,Gisela Dulko,1.5454545454545454,43.27272727272727,4.909090909090909,27.636363636363637,8.181818181818182,29.0,17,2006
277,Samantha Stosur,4.9411764705882355,39.470588235294116,2.4705882352941178,28.0,4.352941176470588,30.0,34,2006
278,Sofia Arvidsson,4.230769230769231,46.61538461538461,2.6923076923076925,31.0,7.384615384615385,31.0,17,2006
279,Sania Mirza,2.0,34.875,2.625,23.375,5.375,32.0,22,2006
280,Mara Santangelo,3.466666666666667,52.06666666666667,3.3333333333333335,34.733333333333334,7.4,32.0,30,2006
281,Kveta Peschke,1.25,35.75,2.75,25.25,5.25,34.0,7,2006
282,Michaella Krajicek,5.5,48.5,3.6666666666666665,34.666666666666664,6.833333333333333,34.0,28,2006
283,Martina Muller,0.5,51.25,3.0,30.75,7.5,35.0,13,2006
284,Catalina Castano,2.125,42.375,2.0,28.125,6.75,35.0,22,2006
285,Eleni Daniilidou,1.1818181818181819,44.18181818181818,4.090909090909091,28.0,6.909090909090909,36.0,26,2006
286,Shuai Peng,3.25,54.375,2.0,34.25,7.5,38.0,20,2006
287,Iveta Benesova,,,,,,39.0,17,2006
288,Shinobu Asagoe,1.3333333333333333,47.666666666666664,3.3333333333333335,29.666666666666668,9.666666666666666,39.0,3,2006
289,Marta Domachowska,4.0,39.833333333333336,2.3333333333333335,29.333333333333332,4.833333333333333,39.0,12,2006
290,Jill Craybas,1.4166666666666667,41.666666666666664,3.1666666666666665,27.25,7.5,39.0,19,2006
291,Vera Dushevina,1.1666666666666667,48.57142857142857,3.8333333333333335,31.857142857142858,8.571428571428571,40.0,12,2006
292,Virginie Razzano,0.8333333333333334,50.5,4.666666666666667,33.333333333333336,8.5,40.0,7,2006
293,Anna Smashnova,0.2,61.0,5.0,37.4,9.8,41.0,17,2006
294,Severine Beltrame,,,,,,42.0,12,2006
295,Lourdes Dominguez Lino,,,,,,43.0,22,2006
296,Meghann Shaughnessy,4.7,42.9,4.0,30.6,6.1,43.0,27,2006
297,Shenay Perry,5.444444444444445,35.77777777777778,3.6666666666666665,26.11111111111111,4.777777777777778,45.0,14,2006
298,Elena Vesnina,1.5454545454545454,45.45454545454545,3.6363636363636362,29.454545454545453,6.2727272727272725,45.0,20,2006
299,Sybille Bammer,0.42857142857142855,56.57142857142857,0.8571428571428571,35.285714285714285,8.857142857142858,46.0,19,2006
300,Emilie Loit,2.4285714285714284,40.714285714285715,1.7142857142857142,25.714285714285715,6.428571428571429,47.0,20,2006
301,Nuria Llagostera Vives,,,,,,47.0,6,2006
302,Roberta Vinci,2.6,37.4,3.2,25.6,6.2,47.0,10,2006
303,Akiko Morigami,2.25,42.5,2.5,28.25,7.666666666666667,48.0,11,2006
304,Laura Granville,1.0,38.875,2.5,27.5,4.5,49.0,12,2006
305,Olga Puchkova,,,,,,49.0,15,2006
306,Romina Oprandi,,,,,,49.0,4,2006
307,Jelena Kostanic Tosic,2.0,44.0,2.0,29.5,5.0,50.0,19,2006
308,Maria Elena Camerin,1.1666666666666667,44.833333333333336,3.3333333333333335,30.0,6.5,51.0,20,2006
309,Jamea Jackson,0.8333333333333334,52.25,3.0,32.0,8.166666666666666,52.0,21,2006
310,Amy Frazier,2.1666666666666665,36.833333333333336,5.166666666666667,26.5,7.333333333333333,52.0,10,2006
311,Vania King,0.6666666666666666,29.0,0.6666666666666666,21.666666666666668,4.666666666666667,53.0,10,2006
312,Agnieszka Radwanska,1.75,51.25,2.5,34.75,8.25,54.0,5,2006
313,Aiko Nakamura,1.8,39.4,1.8,26.2,6.2,55.0,22,2006
314,Julia Schruff,1.4444444444444444,46.888888888888886,0.7777777777777778,32.333333333333336,7.222222222222222,57.0,18,2006
315,Anastasia Yakimova,1.0,42.0,2.0,29.0,6.0,57.0,8,2006
316,Alona Bondarenko,1.8181818181818181,49.54545454545455,2.727272727272727,31.363636363636363,8.818181818181818,57.0,21,2006
317,Emma Laine,1.0,37.57142857142857,1.5714285714285714,26.571428571428573,4.571428571428571,58.0,13,2006
