,loser_name,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,loser_id,year
727,Urszula Radwanska,1.1,39.9,2.3,22.3,9.6,62.0,10,2009
728,Alla Kudryavtseva,1.75,38.0,3.5,19.875,10.0,62.0,9,2009
729,Ayumi Morita,1.4545454545454546,40.083333333333336,2.3333333333333335,22.25,9.25,64.0,15,2009
730,Jill Craybas,0.3,43.7,2.7,23.3,9.1,64.0,11,2009
731,Nuria Llagostera Vives,0.5,42.75,5.75,23.5,11.25,65.0,4,2009
732,Mathilde Johansson,0.3333333333333333,42.333333333333336,6.0,24.666666666666668,10.0,65.0,3,2009
733,Tatjana Maria,,,,,,66.0,4,2009
734,Edina Gallovits Hall,0.5,31.25,3.25,16.25,7.0,66.0,7,2009
735,Mariya Koryttseva,0.75,39.25,5.25,21.0,8.75,66.0,4,2009
736,Alberta Brianti,0.6666666666666666,43.666666666666664,5.333333333333333,22.666666666666668,11.333333333333334,67.0,3,2009
737,Kristina Barrois,4.166666666666667,48.0,4.833333333333333,32.333333333333336,10.0,67.0,7,2009
738,Melanie Oudin,1.6666666666666667,56.333333333333336,3.6666666666666665,30.666666666666668,12.0,68.0,4,2009
739,Tamira Paszek,1.8,44.0,6.8,26.0,10.8,68.0,5,2009
740,Galina Voskoboeva,3.125,41.0,2.75,22.125,12.25,70.0,9,2009
741,Klara Koukalova,,,,,,70.0,6,2009
742,Petra Cetkovska,0.75,46.75,5.75,26.5,11.5,71.0,4,2009
743,Polona Hercog,2.75,38.0,1.75,23.25,9.25,72.0,4,2009
744,Patricia Mayr Achleitner,,,,,,74.0,7,2009
745,Stefanie Voegele,2.25,25.75,4.0,15.75,8.25,75.0,4,2009
746,Pauline Parmentier,3.75,33.5,4.75,21.25,7.75,76.0,4,2009
747,Severine Beltrame,3.3333333333333335,39.333333333333336,3.3333333333333335,25.0,8.333333333333334,77.0,3,2009
748,Viktoria Kutuzova,0.6,44.6,8.2,24.2,10.6,78.0,5,2009
749,Julia Goerges,5.75,48.5,3.25,32.25,10.25,79.0,4,2009
750,Jelena Dokic,2.0,35.25,8.0,23.0,7.75,80.0,4,2009
751,Rossana De Los Rios,0.25,28.25,2.75,12.0,10.0,80.0,5,2009
752,Vania King,0.5,35.0,1.75,19.5,8.0,81.0,4,2009
753,Karin Knapp,1.0,29.0,5.0,16.0,6.0,81.0,2,2009
754,Akgul Amanmuradova,7.0,38.0,4.5,28.5,9.5,82.0,2,2009
755,Su Wei Hsieh,0.0,33.0,4.0,15.0,6.0,82.0,1,2009
756,Anastasija Sevastova,0.6666666666666666,34.0,4.0,18.333333333333332,9.333333333333334,83.0,3,2009
757,Anastasia Yakimova,0.6666666666666666,53.0,2.6666666666666665,28.333333333333332,10.666666666666666,84.0,4,2009
758,Petra Martic,5.0,67.0,5.0,43.0,12.0,84.0,1,2009
759,Varvara Lepchenko,0.6666666666666666,50.333333333333336,3.0,30.0,7.666666666666667,84.0,4,2009
760,Kirsten Flipkens,1.75,32.25,2.25,16.75,8.75,85.0,4,2009
761,Maria Elena Camerin,1.25,38.75,4.75,21.25,9.75,86.0,4,2009
762,Lourdes Dominguez Lino,,,,,,86.0,2,2009
763,Arantxa Parra Santonja,1.0,31.0,1.0,14.0,9.0,88.0,2,2009
764,Stephanie Cohen Aloro,0.0,37.0,5.0,19.0,11.0,88.0,1,2009
765,Katie Obrien,0.0,25.0,3.0,7.0,9.0,94.0,1,2009
766,Masa Zec Peskiric,0.0,33.0,6.0,19.5,9.5,95.0,2,2009
767,Kimiko Date Krumm,1.0,84.0,3.5,44.5,19.0,96.0,2,2009
768,Camille Pin,0.0,39.0,1.0,17.0,10.0,97.0,1,2009
769,Angelique Kerber,0.5,38.5,5.0,22.5,11.5,99.0,2,2009
770,Anastasia Rodionova,1.0,50.0,1.0,28.0,6.0,99.0,1,2009
771,Stephanie Dubois,1.0,38.0,2.0,20.0,7.0,100.0,1,2009
772,Caroline Wozniacki,1.7142857142857142,49.714285714285715,2.2857142857142856,29.285714285714285,11.0,1.0,9,2010
773,Serena Williams,6.0,36.0,2.0,21.0,9.0,1.0,1,2010
774,Jelena Jankovic,1.5833333333333333,49.5,4.5,27.666666666666668,11.166666666666666,2.0,16,2010
775,Dinara Safina,0.5,41.7,4.4,22.8,9.5,2.0,11,2010
776,Vera Zvonareva,1.5833333333333333,40.416666666666664,3.5,23.833333333333332,7.916666666666667,2.0,12,2010
777,Svetlana Kuznetsova,2.6666666666666665,49.55555555555556,4.666666666666667,32.666666666666664,8.88888888888889,3.0,11,2010
778,Venus Williams,5.333333333333333,45.333333333333336,7.333333333333333,29.666666666666668,9.0,4.0,3,2010
779,Kim Clijsters,3.3333333333333335,48.333333333333336,6.333333333333333,28.333333333333332,11.0,4.0,4,2010
780,Elena Dementieva,1.3333333333333333,53.666666666666664,4.75,29.666666666666668,11.0,5.0,15,2010
781,Samantha Stosur,2.8461538461538463,45.92307692307692,3.076923076923077,27.923076923076923,9.846153846153847,5.0,14,2010
782,Victoria Azarenka,0.7777777777777778,49.333333333333336,5.444444444444445,27.444444444444443,10.0,6.0,13,2010
783,Francesca Schiavone,2.8461538461538463,38.30769230769231,5.384615384615385,22.0,10.076923076923077,6.0,17,2010
784,Agnieszka Radwanska,1.5833333333333333,47.5,2.1666666666666665,27.75,10.25,8.0,13,2010
785,Na Li,2.272727272727273,51.0,4.363636363636363,32.09090909090909,9.181818181818182,9.0,14,2010
786,Marion Bartoli,2.7142857142857144,40.0,6.714285714285714,25.142857142857142,8.857142857142858,11.0,14,2010
787,Flavia Pennetta,2.4615384615384617,38.53846153846154,3.6153846153846154,21.846153846153847,12.615384615384615,11.0,14,2010
788,Shahar Peer,0.9166666666666666,43.916666666666664,4.666666666666667,24.5,10.333333333333334,13.0,15,2010
789,Maria Sharapova,4.857142857142857,47.57142857142857,9.428571428571429,30.714285714285715,10.857142857142858,13.0,7,2010
790,Yanina Wickmayer,3.0,49.583333333333336,5.75,29.583333333333332,11.666666666666666,14.0,14,2010
791,Aravane Rezai,3.6923076923076925,46.84615384615385,5.769230769230769,31.23076923076923,9.076923076923077,15.0,15,2010
792,Nadia Petrova,8.454545454545455,49.18181818181818,5.0,31.636363636363637,11.545454545454545,16.0,14,2010
793,Anastasia Pavlyuchenkova,1.5384615384615385,33.76923076923077,5.769230769230769,19.615384615384617,9.461538461538462,19.0,14,2010
794,Jie Zheng,0.5,42.25,3.0,20.75,10.583333333333334,19.0,12,2010
795,Virginie Razzano,2.0,42.333333333333336,5.666666666666667,25.166666666666668,10.5,19.0,6,2010
796,Ana Ivanovic,2.8333333333333335,39.0,5.083333333333333,23.083333333333332,10.75,21.0,14,2010
797,Dominika Cibulkova,0.5882352941176471,40.705882352941174,3.9411764705882355,21.529411764705884,10.941176470588236,22.0,18,2010
798,Sabine Lisicki,5.111111111111111,34.0,6.333333333333333,20.666666666666668,8.666666666666666,22.0,9,2010
799,Alisa Kleybanova,2.8666666666666667,38.2,4.066666666666666,23.533333333333335,8.466666666666667,22.0,17,2010
800,Daniela Hantuchova,1.588235294117647,49.88235294117647,3.3529411764705883,28.705882352941178,9.470588235294118,22.0,18,2010
801,Kaia Kanepi,3.4166666666666665,52.25,6.75,30.666666666666668,12.416666666666666,23.0,12,2010
802,Elena Vesnina,1.8333333333333333,44.75,3.5,26.583333333333332,9.916666666666666,23.0,13,2010
803,Alona Bondarenko,0.7272727272727273,48.45454545454545,2.272727272727273,26.454545454545453,9.090909090909092,24.0,14,2010
804,Maria Jose Martinez Sanchez,4.1,36.2,3.8,23.6,8.3,24.0,12,2010
805,Maria Kirilenko,1.2,41.266666666666666,3.066666666666667,24.733333333333334,7.733333333333333,24.0,16,2010
806,Lucie Safarova,3.0,44.69230769230769,5.3076923076923075,30.076923076923077,7.6923076923076925,25.0,14,2010
807,Anabel Medina Garrigues,1.0,45.27272727272727,2.0,25.818181818181817,9.0,26.0,14,2010
808,Alexandra Dulgheru,0.5454545454545454,45.18181818181818,3.090909090909091,23.545454545454547,8.454545454545455,27.0,15,2010
809,Petra Kvitova,2.3076923076923075,38.69230769230769,5.3076923076923075,21.692307692307693,9.538461538461538,29.0,15,2010
810,Agnes Szavay,1.9,49.3,3.6,27.4,9.6,30.0,11,2010
811,Kateryna Bondarenko,2.5,43.625,4.5,23.75,9.625,31.0,11,2010
812,Yaroslava Shvedova,1.6153846153846154,38.07692307692308,4.6923076923076925,20.384615384615383,9.615384615384615,31.0,16,2010
813,Melanie Oudin,1.2307692307692308,49.0,3.4615384615384617,25.846153846153847,11.538461538461538,31.0,14,2010
814,Andrea Petkovic,2.2857142857142856,43.642857142857146,2.857142857142857,21.714285714285715,13.428571428571429,32.0,16,2010
815,Tsvetana Pironkova,1.3333333333333333,41.0,3.5,21.666666666666668,12.166666666666666,32.0,7,2010
816,Carla Suarez Navarro,0.75,55.375,2.75,29.0,13.5,33.0,8,2010
817,Justine Henin,2.0,69.0,8.0,39.0,14.0,33.0,1,2010
818,Aleksandra Wozniak,1.5555555555555556,39.44444444444444,4.888888888888889,23.444444444444443,9.333333333333334,34.0,9,2010
819,Sara Errani,0.6,54.86666666666667,1.8,29.066666666666666,12.866666666666667,35.0,16,2010
820,Klara Koukalova,,,,,,35.0,11,2010
821,Gisela Dulko,2.0833333333333335,42.333333333333336,3.75,22.666666666666668,9.416666666666666,36.0,12,2010
822,Melinda Czink,3.857142857142857,56.857142857142854,7.571428571428571,36.142857142857146,11.714285714285714,37.0,7,2010
823,Iveta Benesova,,,,,,38.0,14,2010
824,Barbora Strycova,1.1,43.5,1.7,24.6,11.5,39.0,11,2010
825,Vera Dushevina,1.9090909090909092,42.0,4.181818181818182,23.818181818181817,10.727272727272727,40.0,13,2010
826,Sorana Cirstea,1.2,34.6,2.6,19.0,9.6,40.0,11,2010
827,Timea Bacsinszky,1.9090909090909092,44.0,4.181818181818182,24.90909090909091,9.909090909090908,41.0,12,2010
828,Jarmila Gajdosova,,,,,,41.0,6,2010
829,Julia Goerges,4.0,40.38461538461539,3.076923076923077,25.23076923076923,8.76923076923077,41.0,14,2010
830,Olga Govortsova,1.4285714285714286,39.46666666666667,6.0,23.2,10.133333333333333,42.0,17,2010
831,Kate Makarova,2.0,39.333333333333336,3.0,21.333333333333332,10.416666666666666,43.0,15,2010
832,Patty Schnyder,1.5555555555555556,42.888888888888886,3.111111111111111,24.22222222222222,8.555555555555555,43.0,10,2010
833,Shuai Peng,0.5,50.0,2.3333333333333335,27.833333333333332,8.833333333333334,43.0,9,2010
834,Polona Hercog,2.5833333333333335,36.416666666666664,2.5,22.083333333333332,8.75,43.0,14,2010
835,Anastasija Sevastova,1.75,43.625,4.125,24.875,10.25,44.0,9,2010
836,Magdalena Rybarikova,1.9090909090909092,34.18181818181818,3.3636363636363638,20.09090909090909,8.545454545454545,44.0,11,2010
837,Angelique Kerber,1.1428571428571428,39.42857142857143,5.0,22.714285714285715,10.0,46.0,7,2010
838,Roberta Vinci,2.5454545454545454,39.90909090909091,2.272727272727273,23.545454545454547,9.818181818181818,46.0,11,2010
839,Sybille Bammer,0.7272727272727273,46.0,3.909090909090909,23.454545454545453,10.181818181818182,47.0,13,2010
840,Alize Cornet,3.0,45.0,4.571428571428571,25.142857142857142,11.142857142857142,47.0,8,2010
841,Sofia Arvidsson,1.7142857142857142,47.0,3.2857142857142856,27.0,10.571428571428571,48.0,8,2010
842,Elena Baltacha,1.9,34.1,2.4,19.3,9.3,50.0,11,2010
843,Kimiko Date Krumm,0.46153846153846156,45.53846153846154,3.6923076923076925,24.923076923076923,10.153846153846153,51.0,15,2010
844,Tathiana Garbin,1.2,39.4,1.2,21.2,9.8,53.0,7,2010
845,Jelena Dokic,3.0,33.666666666666664,8.666666666666666,20.333333333333332,10.333333333333334,56.0,3,2010
846,Alla Kudryavtseva,1.0,35.72727272727273,3.909090909090909,18.636363636363637,10.0,56.0,12,2010
847,Sania Mirza,3.0,36.0,4.75,19.5,9.5,56.0,5,2010
848,Arantxa Parra Santonja,3.0,29.666666666666668,3.6666666666666665,19.833333333333332,7.833333333333333,57.0,6,2010
849,Bethanie Mattek Sands,3.0,52.666666666666664,3.6666666666666665,31.666666666666668,13.0,58.0,4,2010
850,Anna Lena Groenefeld,3.6,45.0,8.2,27.0,10.6,60.0,5,2010
851,Akgul Amanmuradova,3.142857142857143,32.285714285714285,2.142857142857143,18.285714285714285,7.142857142857143,60.0,8,2010
852,Anastasia Rodionova,0.5,37.1,3.8,20.8,9.5,62.0,11,2010
853,Romina Oprandi,1.0,37.5,4.0,24.0,7.5,63.0,2,2010
854,Lucie Hradecka,4.5,44.666666666666664,5.833333333333333,29.166666666666668,8.833333333333334,64.0,6,2010
855,Stefanie Voegele,1.2857142857142858,35.57142857142857,2.0,18.428571428571427,10.285714285714286,64.0,7,2010
856,Yung Jan Chan,1.4285714285714286,45.42857142857143,3.5714285714285716,25.571428571428573,11.285714285714286,64.0,12,2010
857,Johanna Larsson,2.0,34.6,2.8,20.6,10.0,65.0,6,2010
858,Anna Chakvetadze,2.1,38.1,5.1,20.6,9.1,66.0,10,2010
859,Raluca Olaru,3.0,31.333333333333332,3.0,16.0,9.666666666666666,68.0,5,2010
860,Kristina Barrois,2.4285714285714284,41.285714285714285,4.0,23.571428571428573,11.857142857142858,69.0,7,2010
861,Tatjana Maria,,,,,,70.0,6,2010
862,Kirsten Flipkens,1.5714285714285714,33.285714285714285,1.2857142857142858,18.142857142857142,9.714285714285714,70.0,8,2010
863,Regina Kulikova,3.5,59.0,5.5,32.5,11.5,71.0,3,2010
864,Alberta Brianti,0.2222222222222222,45.888888888888886,2.888888888888889,25.555555555555557,9.222222222222221,71.0,10,2010
865,Urszula Radwanska,1.0,38.0,1.0,14.0,10.0,72.0,1,2010
866,Julie Coin,2.2,38.4,6.0,24.8,12.4,74.0,5,2010
867,Shuai Zhang,0.0,21.0,6.0,6.0,6.0,74.0,1,2010
868,Tamarine Tanasugarn,0.5,45.75,2.5,24.0,12.25,74.0,4,2010
869,Renata Voracova,1.6666666666666667,37.0,4.666666666666667,20.0,7.0,74.0,3,2010
870,Petra Martic,1.4285714285714286,38.857142857142854,4.714285714285714,22.285714285714285,10.428571428571429,74.0,8,2010
871,Vania King,0.8888888888888888,47.888888888888886,3.6666666666666665,27.11111111111111,11.88888888888889,74.0,10,2010
872,Ayumi Morita,1.125,46.625,1.75,25.625,10.625,76.0,10,2010
873,Jill Craybas,0.5,36.0,3.5,19.0,8.166666666666666,76.0,7,2010
874,Monica Niculescu,0.3333333333333333,69.66666666666667,1.3333333333333333,37.333333333333336,13.0,81.0,3,2010
875,Yvonne Meusburger,0.6666666666666666,65.0,3.6666666666666665,41.333333333333336,11.666666666666666,83.0,3,2010
876,Katie Obrien,0.0,26.0,8.0,11.5,9.5,84.0,4,2010
877,Kai Chen Chang,1.7142857142857142,43.285714285714285,8.571428571428571,23.428571428571427,12.714285714285714,84.0,9,2010
878,Sandra Zahlavova,0.25,39.25,4.25,22.75,11.5,85.0,4,2010
879,Viktoria Kutuzova,0.5,69.0,6.5,36.5,13.0,86.0,2,2010
880,Greta Arn,0.0,23.0,5.0,14.0,10.0,87.0,1,2010
881,Bojana Jovanovski,1.0,39.5,2.6666666666666665,21.833333333333332,10.333333333333334,87.0,7,2010
882,Karolina Sprem,1.25,28.25,7.0,18.5,6.75,87.0,4,2010
883,Alicia Molik,3.0,45.0,9.0,26.0,12.0,89.0,2,2010
884,Patricia Mayr Achleitner,,,,,,90.0,1,2010
885,Chanelle Scheepers,0.25,41.0,5.5,21.0,9.75,90.0,4,2010
886,Simona Halep,2.6666666666666665,50.333333333333336,4.333333333333333,28.333333333333332,10.333333333333334,96.0,3,2010
887,Rossana De Los Rios,,,,,,97.0,1,2010
888,Pauline Parmentier,1.0,33.0,2.0,19.0,7.0,97.0,1,2010
889,Varvara Lepchenko,3.5,46.0,3.5,25.0,15.0,98.0,2,2010
890,Evgeniya Rodina,0.0,27.0,5.0,7.0,9.0,98.0,1,2010
891,Ksenia Pervak,0.5,57.5,4.0,31.0,10.75,99.0,4,2010
892,Edina Gallovits Hall,,,,,,100.0,1,2010
893,Caroline Wozniacki,1.5555555555555556,53.0,3.7777777777777777,30.555555555555557,10.222222222222221,1.0,11,2011
894,Kim Clijsters,1.5,35.25,6.5,21.25,8.0,2.0,4,2011
895,Vera Zvonareva,3.0,40.357142857142854,5.428571428571429,25.5,9.142857142857142,2.0,16,2011
896,Maria Sharapova,0.5,37.25,6.0,20.5,9.5,2.0,11,2011
897,Victoria Azarenka,1.4,51.5,4.2,29.5,10.3,3.0,12,2011
898,Samantha Stosur,2.5,48.75,2.8333333333333335,30.25,9.166666666666666,4.0,16,2011
899,Francesca Schiavone,3.9285714285714284,42.142857142857146,7.214285714285714,28.0,10.785714285714286,4.0,15,2011
900,Venus Williams,,,,,,5.0,2,2011
901,Na Li,1.875,62.875,4.25,36.875,12.875,5.0,12,2011
902,Petra Kvitova,2.7777777777777777,47.666666666666664,4.555555555555555,27.444444444444443,11.222222222222221,5.0,9,2011
903,Jelena Jankovic,2.5,50.57142857142857,4.357142857142857,29.642857142857142,9.857142857142858,6.0,15,2011
904,Agnieszka Radwanska,2.5,66.5,2.1,37.6,12.2,8.0,13,2011
905,Marion Bartoli,1.9285714285714286,40.357142857142854,7.071428571428571,22.785714285714285,11.0,9.0,18,2011
906,Andrea Petkovic,2.0,50.4,2.7777777777777777,27.0,9.8,10.0,10,2011
907,Shahar Peer,0.7692307692307693,37.07692307692308,3.4615384615384617,19.923076923076923,9.076923076923077,11.0,15,2011
908,Justine Henin,1.0,45.0,9.0,31.0,5.0,13.0,1,2011
909,Svetlana Kuznetsova,2.0,52.84615384615385,1.7692307692307692,29.153846153846153,11.23076923076923,13.0,15,2011
910,Anastasia Pavlyuchenkova,1.8461538461538463,42.0,8.692307692307692,25.615384615384617,9.538461538461538,13.0,15,2011
911,Shuai Peng,1.5833333333333333,56.666666666666664,2.8333333333333335,31.583333333333332,11.333333333333334,14.0,15,2011
912,Dominika Cibulkova,0.9090909090909091,38.27272727272727,5.545454545454546,21.272727272727273,10.454545454545455,15.0,16,2011
913,Nadia Petrova,4.0,47.54545454545455,3.3636363636363638,28.454545454545453,11.181818181818182,15.0,13,2011
914,Flavia Pennetta,1.9166666666666667,39.75,3.0,23.5,10.583333333333334,15.0,15,2011
915,Ana Ivanovic,3.3846153846153846,41.92307692307692,6.3076923076923075,28.076923076923077,10.153846153846153,16.0,13,2011
916,Kaia Kanepi,4.888888888888889,48.0,5.222222222222222,31.11111111111111,10.555555555555555,16.0,10,2011
917,Sabine Lisicki,4.4,35.6,6.2,23.2,8.6,17.0,7,2011
918,Yanina Wickmayer,2.2,44.4,3.5,25.4,8.3,19.0,11,2011
919,Roberta Vinci,1.9230769230769231,37.30769230769231,2.923076923076923,22.76923076923077,9.0,19.0,18,2011
920,Maria Kirilenko,1.8461538461538463,52.92307692307692,4.3076923076923075,29.846153846153847,10.923076923076923,19.0,17,2011
921,Julia Goerges,3.3333333333333335,41.2,2.2666666666666666,26.133333333333333,7.666666666666667,19.0,16,2011
922,Aravane Rezai,2.2857142857142856,35.42857142857143,5.428571428571429,22.428571428571427,7.571428571428571,19.0,7,2011
923,Alisa Kleybanova,3.625,42.375,3.625,26.25,10.125,20.0,8,2011
924,Daniela Hantuchova,2.533333333333333,49.06666666666667,3.066666666666667,28.466666666666665,10.666666666666666,21.0,18,2011
925,Lucie Safarova,4.357142857142857,47.07142857142857,5.785714285714286,31.428571428571427,10.428571428571429,24.0,18,2011
926,Serena Williams,5.0,29.0,2.0,18.0,9.0,27.0,2,2011
927,Alexandra Dulgheru,1.3,42.3,5.8,24.4,11.3,28.0,14,2011
928,Anabel Medina Garrigues,0.75,48.75,1.5,29.75,11.0,28.0,12,2011
929,Maria Jose Martinez Sanchez,1.4,32.0,3.7,19.2,8.9,28.0,10,2011
930,Jarmila Gajdosova,,,,,,29.0,17,2011
931,Angelique Kerber,1.1,47.3,4.0,27.3,11.1,29.0,11,2011
932,Bethanie Mattek Sands,2.0,50.5,4.0,29.833333333333332,12.333333333333334,31.0,9,2011
933,Petra Cetkovska,1.4,39.0,5.4,23.6,7.8,31.0,6,2011
934,Tsvetana Pironkova,1.6,39.8,2.4,23.2,10.6,32.0,14,2011
935,Klara Koukalova,,,,,,33.0,15,2011
936,Elena Vesnina,1.2142857142857142,37.92857142857143,4.285714285714286,20.142857142857142,8.714285714285714,33.0,14,2011
937,Monica Niculescu,0.5,42.25,1.25,19.0,8.625,34.0,10,2011
938,Sara Errani,0.3125,56.3125,2.6875,28.875,11.0625,35.0,18,2011
939,Polona Hercog,3.0,45.07692307692308,2.6153846153846154,26.692307692307693,9.76923076923077,35.0,14,2011
940,Tamira Paszek,1.5,39.666666666666664,3.8333333333333335,22.583333333333332,9.25,36.0,13,2011
941,Anastasija Sevastova,1.9,45.7,3.8,26.6,10.8,36.0,10,2011
942,Ksenia Pervak,0.36363636363636365,34.18181818181818,3.727272727272727,16.727272727272727,8.090909090909092,37.0,11,2011
943,Chanelle Scheepers,1.2222222222222223,48.333333333333336,5.333333333333333,26.555555555555557,10.88888888888889,37.0,9,2011
944,Irina Camelia Begu,2.0,25.5,4.5,14.5,8.5,38.0,5,2011
945,Patty Schnyder,1.25,35.75,2.25,17.25,9.25,39.0,6,2011
946,Kate Makarova,1.4,39.0,2.1333333333333333,22.133333333333333,10.333333333333334,39.0,15,2011
947,Rebecca Marino,5.2,34.3,3.1,22.3,7.9,39.0,13,2011
948,Ayumi Morita,0.375,44.75,2.7333333333333334,23.375,8.875,40.0,18,2011
949,Iveta Benesova,,,,,,41.0,15,2011
950,Christina Mchale,1.875,38.75,2.875,21.25,9.5,42.0,8,2011
951,Yaroslava Shvedova,2.5,35.0,3.0,18.0,6.5,42.0,3,2011
952,Jie Zheng,0.23076923076923078,55.07692307692308,3.076923076923077,30.53846153846154,10.692307692307692,43.0,14,2011
953,Barbora Strycova,0.9333333333333333,41.0,2.2666666666666666,22.066666666666666,9.6,44.0,18,2011
954,Agnes Szavay,2.5,41.0,3.5,22.5,9.0,44.0,2,2011
955,Timea Bacsinszky,4.0,51.333333333333336,6.333333333333333,33.333333333333336,14.666666666666666,45.0,5,2011
956,Gisela Dulko,1.5454545454545454,37.72727272727273,4.545454545454546,22.636363636363637,8.636363636363637,47.0,11,2011
957,Lucie Hradecka,7.6,41.9,5.9,29.8,10.6,47.0,10,2011
958,Lourdes Dominguez Lino,,,,,,47.0,6,2011
959,Anna Chakvetadze,1.0,32.5,4.25,19.25,7.0,49.0,5,2011
960,Petra Martic,2.8333333333333335,34.666666666666664,4.5,22.166666666666668,8.0,49.0,6,2011
961,Magdalena Rybarikova,5.833333333333333,32.833333333333336,5.333333333333333,20.5,9.166666666666666,50.0,6,2011
962,Carla Suarez Navarro,0.375,44.25,2.4285714285714284,24.5,10.25,50.0,9,2011
963,Vera Dushevina,1.0,37.2,2.9,20.3,9.1,51.0,10,2011
964,Sofia Arvidsson,1.4,45.266666666666666,2.0,23.6,10.6,51.0,16,2011
965,Greta Arn,2.111111111111111,32.77777777777778,3.5555555555555554,18.333333333333332,9.333333333333334,51.0,10,2011
966,Kimiko Date Krumm,0.4666666666666667,46.6,4.2,25.4,11.066666666666666,51.0,15,2011
967,Bojana Jovanovski,2.0526315789473686,45.21052631578947,3.5789473684210527,24.263157894736842,10.578947368421053,52.0,19,2011
968,Simona Halep,1.0,43.27272727272727,4.0,22.454545454545453,10.636363636363637,53.0,12,2011
969,Jelena Dokic,2.7142857142857144,31.142857142857142,10.0,19.571428571428573,10.142857142857142,54.0,7,2011
970,Elena Baltacha,2.75,40.5,2.6666666666666665,25.25,8.833333333333334,55.0,13,2011
971,Alberta Brianti,0.7692307692307693,40.69230769230769,3.923076923076923,21.46153846153846,9.76923076923077,55.0,15,2011
972,Galina Voskoboeva,3.75,37.0,2.5,23.25,6.25,57.0,4,2011
973,Pauline Parmentier,2.0,33.5,3.75,20.75,8.25,59.0,6,2011
974,Alla Kudryavtseva,1.5454545454545454,34.18181818181818,3.3636363636363638,19.454545454545453,8.636363636363637,60.0,11,2011
975,Arantxa Parra Santonja,2.0,28.75,4.25,18.25,10.25,60.0,5,2011
976,Johanna Larsson,1.5714285714285714,35.0,3.4285714285714284,19.142857142857142,9.142857142857142,60.0,10,2011
977,Anastasia Yakimova,0.5,30.25,3.75,16.0,7.25,61.0,7,2011
978,Melanie Oudin,1.0,46.166666666666664,5.5,26.666666666666668,10.5,61.0,10,2011
979,Sania Mirza,2.4,41.8,5.0,22.8,14.2,62.0,5,2011
980,Anastasia Rodionova,0.14285714285714285,39.285714285714285,2.857142857142857,20.428571428571427,9.571428571428571,62.0,7,2011
981,Dinara Safina,3.0,54.0,6.333333333333333,29.333333333333332,12.333333333333334,63.0,4,2011
982,Tamarine Tanasugarn,0.6666666666666666,34.888888888888886,3.2222222222222223,17.666666666666668,7.777777777777778,64.0,9,2011
983,Akgul Amanmuradova,3.3333333333333335,39.0,2.6666666666666665,21.5,8.666666666666666,64.0,6,2011
984,Mathilde Johansson,2.0,41.0,6.5,25.5,11.5,65.0,2,2011
985,Alize Cornet,1.5,35.875,5.125,21.25,10.0,65.0,9,2011
986,Romina Oprandi,0.3333333333333333,50.5,2.5,28.166666666666668,9.0,66.0,6,2011
987,Kateryna Bondarenko,1.6666666666666667,41.833333333333336,5.833333333333333,24.166666666666668,9.0,68.0,6,2011
988,Sybille Bammer,0.0,39.0,2.0,20.0,11.5,70.0,4,2011
989,Olga Govortsova,1.4285714285714286,45.42857142857143,5.571428571428571,27.0,9.428571428571429,70.0,7,2011
990,Irina Falconi,0.5,38.833333333333336,4.333333333333333,20.666666666666668,9.5,73.0,6,2011
991,Virginie Razzano,1.2,40.4,4.6,21.6,9.6,73.0,6,2011
992,Kristina Barrois,1.8,38.8,4.0,24.6,9.4,75.0,5,2011
993,Laura Pous Tio,0.0,42.666666666666664,2.6666666666666665,20.333333333333332,8.666666666666666,75.0,3,2011
994,Shuai Zhang,0.36363636363636365,45.0,2.1818181818181817,25.0,9.363636363636363,76.0,12,2011
995,Varvara Lepchenko,1.0,47.0,4.0,22.0,11.0,76.0,3,2011
996,Edina Gallovits Hall,1.5,73.5,6.0,38.5,14.0,77.0,2,2011
997,Evgeniya Rodina,1.2,51.0,2.8,29.6,9.6,78.0,5,2011
998,Sorana Cirstea,1.3333333333333333,40.666666666666664,3.7777777777777777,24.555555555555557,11.11111111111111,78.0,9,2011
999,Arantxa Rus,1.0,33.333333333333336,4.333333333333333,17.333333333333332,8.0,79.0,3,2011
1000,Renata Voracova,1.3333333333333333,32.833333333333336,3.3333333333333335,15.0,9.333333333333334,80.0,6,2011
1001,Zuzana Ondraskova,1.4,28.2,3.4,12.4,8.4,82.0,5,2011
1002,Vania King,0.25,37.75,4.875,20.75,9.75,83.0,9,2011
1003,Eleni Daniilidou,0.6666666666666666,48.166666666666664,4.833333333333333,25.666666666666668,10.0,84.0,6,2011
1004,Marina Erakovic,2.0,38.0,2.0,21.0,9.0,85.0,3,2011
1005,Anna Tatishvili,0.75,57.75,5.25,34.75,10.25,85.0,4,2011
1006,Tathiana Garbin,3.0,19.0,0.0,6.0,7.0,86.0,1,2011
1007,Urszula Radwanska,,,,,,88.0,1,2011
1008,Kirsten Flipkens,2.0,54.0,2.0,31.0,13.0,89.0,1,2011
1009,Coco Vandeweghe,2.5,29.0,6.0,17.5,8.0,90.0,4,2011
1010,Anne Keothavong,1.4,50.2,4.0,27.8,11.6,90.0,7,2011
1011,Vesna Dolonc,,,,,,91.0,4,2011
1012,Mirjana Lucic,,,,,,93.0,5,2011
1013,Patricia Mayr Achleitner,,,,,,93.0,3,2011
