,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,matches_won,year,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,matches_lost,W/L%
610,Elena Vesnina,3.823529411764706,44.529411764705884,4.647058823529412,30.11764705882353,6.823529411764706,23.0,18,2009,1.6363636363636365,43.27272727272727,4.909090909090909,24.272727272727273,10.181818181818182,22.0,12.0,0.6
611,Francesca Schiavone,2.75,32.6875,3.4375,23.6875,5.5625,24.0,18,2009,2.076923076923077,34.92307692307692,5.384615384615385,20.615384615384617,8.76923076923077,25.0,14.0,0.5625
612,Sorana Cirstea,5.75,39.75,2.25,28.625,6.125,24.0,9,2009,2.7142857142857144,32.07142857142857,3.9285714285714284,18.071428571428573,9.857142857142858,24.0,16.0,0.36
613,Agnes Szavay,1.125,41.625,4.375,28.875,7.25,25.0,10,2009,1.6923076923076923,41.15384615384615,5.6923076923076925,22.153846153846153,10.76923076923077,25.0,16.0,0.38461538461538464
614,Sybille Bammer,1.3636363636363635,46.18181818181818,3.090909090909091,30.09090909090909,6.7272727272727275,26.0,11,2009,0.5,45.785714285714285,3.5,24.857142857142858,10.857142857142858,24.0,15.0,0.4230769230769231
615,Ai Sugiyama,1.2,39.0,6.4,26.8,5.4,26.0,7,2009,0.5,41.5,4.785714285714286,22.928571428571427,7.857142857142857,25.0,15.0,0.3181818181818182
616,Alisa Kleybanova,5.380952380952381,39.61904761904762,3.2857142857142856,27.571428571428573,6.238095238095238,26.0,23,2009,3.1875,44.9375,4.25,26.25,12.0,26.0,16.0,0.5897435897435898
617,Anastasia Pavlyuchenkova,2.25,38.6875,4.5,26.0625,5.9375,27.0,17,2009,1.0,44.083333333333336,6.916666666666667,26.0,10.5,27.0,12.0,0.5862068965517241
618,Gisela Dulko,2.727272727272727,39.36363636363637,3.1818181818181817,26.181818181818183,7.818181818181818,30.0,14,2009,1.1666666666666667,33.666666666666664,4.166666666666667,19.666666666666668,9.0,30.0,9.0,0.6086956521739131
619,Maria Jose Martinez Sanchez,4.666666666666667,40.111111111111114,2.0,27.88888888888889,7.333333333333333,30.0,11,2009,3.5,41.625,1.8571428571428572,26.25,11.125,30.0,9.0,0.55
620,Alona Bondarenko,1.0714285714285714,48.92857142857143,3.142857142857143,32.07142857142857,5.714285714285714,30.0,17,2009,0.5384615384615384,43.30769230769231,2.3846153846153846,22.307692307692307,10.23076923076923,30.0,15.0,0.53125
621,Shahar Peer,1.72,45.04,1.92,29.04,6.92,31.0,31,2009,1.4,48.36363636363637,2.5454545454545454,27.272727272727273,10.818181818181818,31.0,15.0,0.6739130434782609
622,Aleksandra Wozniak,2.4375,39.1875,2.8125,26.4375,6.0625,31.0,19,2009,2.7142857142857144,44.714285714285715,4.571428571428571,26.571428571428573,10.785714285714286,29.0,15.0,0.5588235294117647
623,Iveta Benesova,,,,,,31.0,16,2009,,,,,,28.0,15.0,0.5161290322580645
624,Sara Errani,0.25,38.583333333333336,1.2727272727272727,24.916666666666668,4.75,32.0,17,2009,0.38461538461538464,40.30769230769231,2.923076923076923,19.846153846153847,9.923076923076923,32.0,14.0,0.5483870967741935
625,Carla Suarez Navarro,0.6,48.5,2.4444444444444446,29.5,7.4,32.0,11,2009,0.4,42.9,2.9,23.0,10.1,30.0,12.0,0.4782608695652174
626,Kateryna Bondarenko,3.0,45.09090909090909,2.727272727272727,31.0,6.545454545454546,32.0,13,2009,1.0833333333333333,41.75,4.416666666666667,24.166666666666668,9.666666666666666,29.0,13.0,0.5
627,Shuai Peng,2.4,44.6,1.8,30.133333333333333,5.4,34.0,17,2009,1.6153846153846154,51.53846153846154,1.9230769230769231,28.923076923076923,10.461538461538462,33.0,14.0,0.5483870967741935
628,Maria Kirilenko,2.909090909090909,45.54545454545455,3.1818181818181817,29.727272727272727,6.818181818181818,38.0,12,2009,1.4285714285714286,40.285714285714285,4.076923076923077,23.928571428571427,8.714285714285714,30.0,15.0,0.4444444444444444
629,Aravane Rezai,1.5,36.833333333333336,3.8333333333333335,22.833333333333332,8.666666666666666,38.0,11,2009,1.625,38.888888888888886,5.666666666666667,23.22222222222222,8.777777777777779,38.0,10.0,0.5238095238095238
630,Kate Makarova,4.0,44.42857142857143,5.0,31.142857142857142,9.142857142857142,39.0,7,2009,1.7692307692307692,40.53846153846154,4.6923076923076925,24.153846153846153,10.846153846153847,36.0,14.0,0.3333333333333333
631,Bethanie Mattek Sands,2.0,60.0,2.0,36.0,9.0,39.0,1,2009,0.6666666666666666,42.0,2.6666666666666665,20.0,11.0,37.0,4.0,0.2
632,Nicole Vaidisova,4.75,37.5,4.0,26.5,6.25,40.0,5,2009,1.6,33.6,4.4,18.4,12.4,40.0,5.0,0.5
633,Melinda Czink,5.214285714285714,39.142857142857146,4.642857142857143,27.857142857142858,5.285714285714286,40.0,16,2009,1.8888888888888888,43.111111111111114,5.555555555555555,24.77777777777778,9.555555555555555,38.0,12.0,0.5714285714285714
634,Tamarine Tanasugarn,0.3333333333333333,37.333333333333336,3.0,26.666666666666668,4.333333333333333,41.0,5,2009,0.4,48.8,5.2,27.2,12.6,35.0,7.0,0.4166666666666667
635,Lucie Safarova,3.9583333333333335,38.5,2.8333333333333335,28.291666666666668,4.416666666666667,41.0,27,2009,3.4375,47.9375,4.8125,31.5,8.625,41.0,16.0,0.627906976744186
636,Tsvetana Pironkova,4.0,40.666666666666664,2.6666666666666665,26.666666666666668,8.5,43.0,8,2009,2.125,49.375,2.125,30.25,11.625,43.0,9.0,0.47058823529411764
637,Roberta Vinci,2.7142857142857144,34.42857142857143,2.4285714285714284,24.857142857142858,5.428571428571429,45.0,8,2009,1.0833333333333333,38.666666666666664,3.5,21.833333333333332,10.0,45.0,13.0,0.38095238095238093
638,Olga Govortsova,1.0,47.357142857142854,3.0,30.928571428571427,6.571428571428571,45.0,19,2009,0.8571428571428571,39.785714285714285,3.7857142857142856,21.928571428571427,10.071428571428571,45.0,16.0,0.5428571428571428
639,Petra Kvitova,2.25,45.0,4.416666666666667,28.166666666666668,8.083333333333334,46.0,16,2009,1.875,39.0,6.5,21.75,10.875,40.0,10.0,0.6153846153846154
640,Magdalena Rybarikova,3.2666666666666666,44.8,3.8666666666666667,30.266666666666666,7.8,46.0,17,2009,3.066666666666667,37.53333333333333,3.8666666666666667,23.333333333333332,9.333333333333334,43.0,18.0,0.4857142857142857
641,Vera Dushevina,1.8125,40.25,2.375,26.625,6.3125,47.0,18,2009,0.75,43.0,2.8333333333333335,22.833333333333332,10.083333333333334,44.0,13.0,0.5806451612903226
642,Monica Niculescu,1.6666666666666667,34.166666666666664,0.5,21.666666666666668,4.333333333333333,47.0,8,2009,1.0,50.15384615384615,2.1538461538461537,26.384615384615383,10.461538461538462,47.0,14.0,0.36363636363636365
643,Anna Lena Groenefeld,5.25,45.125,6.0,30.0,8.25,50.0,9,2009,2.8333333333333335,37.083333333333336,5.333333333333333,22.416666666666668,10.083333333333334,49.0,14.0,0.391304347826087
644,Anne Keothavong,3.8333333333333335,37.5,2.0,25.166666666666668,7.2,52.0,10,2009,2.3333333333333335,48.333333333333336,4.0,27.5,12.5,51.0,8.0,0.5555555555555556
645,Alexandra Dulgheru,1.0,33.0,1.0,24.0,2.0,53.0,1,2009,1.0,54.0,3.5,30.5,12.0,52.0,3.0,0.25
646,Tathiana Garbin,3.0,39.75,2.75,28.25,6.5,54.0,5,2009,1.5714285714285714,31.857142857142858,2.5714285714285716,16.428571428571427,8.857142857142858,52.0,8.0,0.38461538461538464
647,Yaroslava Shvedova,5.5,47.5,3.6666666666666665,32.333333333333336,7.333333333333333,55.0,10,2009,2.7777777777777777,43.0,2.6666666666666665,26.11111111111111,7.666666666666667,50.0,9.0,0.5263157894736842
648,Marina Erakovic,6.75,46.75,3.75,34.25,7.5,57.0,6,2009,2.142857142857143,41.285714285714285,5.571428571428571,25.428571428571427,13.142857142857142,57.0,9.0,0.4
649,Andrea Petkovic,3.0,39.0,2.6,27.2,5.6,58.0,5,2009,2.8,54.0,3.4,33.8,10.2,54.0,5.0,0.5
650,Julie Coin,5.333333333333333,41.666666666666664,4.0,28.333333333333332,7.333333333333333,60.0,3,2009,4.333333333333333,37.55555555555556,2.7777777777777777,25.0,9.11111111111111,60.0,9.0,0.25
651,Sania Mirza,1.8333333333333333,42.333333333333336,3.5,27.666666666666668,9.833333333333334,61.0,6,2009,2.0,35.166666666666664,2.1666666666666665,18.833333333333332,9.333333333333334,61.0,6.0,0.5
652,Barbora Strycova,1.3333333333333333,55.333333333333336,3.6666666666666665,33.666666666666664,9.333333333333334,62.0,4,2009,0.3333333333333333,45.833333333333336,1.8333333333333333,23.0,8.666666666666666,61.0,7.0,0.36363636363636365
653,Yung Jan Chan,2.5,35.0,4.0,23.5,7.5,63.0,2,2009,0.8333333333333334,42.0,3.3333333333333335,21.833333333333332,10.833333333333334,60.0,6.0,0.25
654,Akgul Amanmuradova,3.0,38.0,2.0,24.0,5.0,63.0,5,2009,7.0,38.0,4.5,28.5,9.5,82.0,2.0,0.7142857142857143
655,Jill Craybas,0.5,43.333333333333336,4.0,28.5,8.0,64.0,7,2009,0.3,43.7,2.7,23.3,9.1,64.0,11.0,0.3888888888888889
656,Mathilde Johansson,0.5,57.5,12.5,30.5,15.5,65.0,2,2009,0.3333333333333333,42.333333333333336,6.0,24.666666666666668,10.0,65.0,3.0,0.4
657,Edina Gallovits Hall,0.0,51.5,1.0,31.0,8.5,66.0,4,2009,0.5,31.25,3.25,16.25,7.0,66.0,7.0,0.36363636363636365
658,Kristina Barrois,2.5,38.5,3.5,26.0,7.5,67.0,4,2009,4.166666666666667,48.0,4.833333333333333,32.333333333333336,10.0,67.0,7.0,0.36363636363636365
659,Urszula Radwanska,3.0,53.0,3.6,32.2,9.0,67.0,6,2009,1.1,39.9,2.3,22.3,9.6,62.0,10.0,0.375
660,Tamira Paszek,3.0,37.0,2.5,24.5,3.0,68.0,2,2009,1.8,44.0,6.8,26.0,10.8,68.0,5.0,0.2857142857142857
661,Tatjana Maria,,,,,,68.0,1,2009,,,,,,66.0,4.0,0.2
662,Nathalie Dechy,4.0,37.0,2.0,26.0,3.0,69.0,1,2009,1.4,52.2,4.4,29.6,11.6,60.0,5.0,0.16666666666666666
663,Lucie Hradecka,4.4,56.4,7.8,39.2,11.0,69.0,5,2009,8.5,49.25,8.5,32.25,12.25,61.0,5.0,0.5
664,Ayumi Morita,0.5,44.833333333333336,2.8333333333333335,28.0,7.833333333333333,69.0,6,2009,1.4545454545454546,40.083333333333336,2.3333333333333335,22.25,9.25,64.0,15.0,0.2857142857142857
665,Galina Voskoboeva,3.25,40.5,3.25,28.5,8.0,70.0,8,2009,3.125,41.0,2.75,22.125,12.25,70.0,9.0,0.47058823529411764
666,Melanie Oudin,1.2,48.8,3.0,30.8,9.6,70.0,5,2009,1.6666666666666667,56.333333333333336,3.6666666666666665,30.666666666666668,12.0,68.0,4.0,0.5555555555555556
667,Timea Bacsinszky,4.555555555555555,36.55555555555556,2.4444444444444446,25.88888888888889,5.666666666666667,70.0,10,2009,2.2,39.0,1.2,24.2,11.4,60.0,7.0,0.5882352941176471
668,Petra Cetkovska,0.5,47.5,7.0,29.0,9.5,71.0,3,2009,0.75,46.75,5.75,26.5,11.5,71.0,4.0,0.42857142857142855
669,Polona Hercog,1.0,60.0,4.0,39.0,9.0,72.0,1,2009,2.75,38.0,1.75,23.25,9.25,72.0,4.0,0.2
670,Sofia Arvidsson,,,,,,73.0,2,2009,0.5,41.5,1.25,20.0,11.0,55.0,6.0,0.25
671,Stefanie Voegele,4.333333333333333,38.833333333333336,3.6666666666666665,29.0,7.5,76.0,6,2009,2.25,25.75,4.0,15.75,8.25,75.0,4.0,0.6
672,Raluca Olaru,2.0,46.0,6.0,31.5,9.5,76.0,2,2009,1.0,40.4,3.6,24.6,6.8,53.0,5.0,0.2857142857142857
673,Severine Beltrame,7.0,32.0,3.5,24.5,4.5,77.0,2,2009,3.3333333333333335,39.333333333333336,3.3333333333333335,25.0,8.333333333333334,77.0,3.0,0.4
674,Julia Goerges,4.0,32.5,1.5,24.25,3.0,79.0,4,2009,5.75,48.5,3.25,32.25,10.25,79.0,4.0,0.5
675,Jelena Dokic,3.0,44.0,4.0,33.0,3.0,80.0,4,2009,2.0,35.25,8.0,23.0,7.75,80.0,4.0,0.5
676,Karin Knapp,0.0,39.0,5.0,28.0,7.0,81.0,1,2009,1.0,29.0,5.0,16.0,6.0,81.0,2.0,0.3333333333333333
677,Vania King,0.6666666666666666,48.0,1.3333333333333333,29.666666666666668,7.0,81.0,3,2009,0.5,35.0,1.75,19.5,8.0,81.0,4.0,0.42857142857142855
678,Alla Kudryavtseva,2.5,41.75,3.25,28.5,7.25,82.0,4,2009,1.75,38.0,3.5,19.875,10.0,62.0,9.0,0.3076923076923077
679,Anastasija Sevastova,1.6666666666666667,39.666666666666664,3.3333333333333335,24.0,9.666666666666666,83.0,4,2009,0.6666666666666666,34.0,4.0,18.333333333333332,9.333333333333334,83.0,3.0,0.5714285714285714
680,Rossana De Los Rios,0.0,63.666666666666664,5.666666666666667,38.666666666666664,8.0,83.0,5,2009,0.25,28.25,2.75,12.0,10.0,80.0,5.0,0.5
681,Anastasia Yakimova,0.3333333333333333,31.333333333333332,3.3333333333333335,21.333333333333332,5.666666666666667,84.0,3,2009,0.6666666666666666,53.0,2.6666666666666665,28.333333333333332,10.666666666666666,84.0,4.0,0.42857142857142855
682,Alberta Brianti,1.5,40.0,3.25,26.0,6.0,85.0,4,2009,0.6666666666666666,43.666666666666664,5.333333333333333,22.666666666666668,11.333333333333334,67.0,3.0,0.5714285714285714
683,Kirsten Flipkens,2.75,36.5,2.25,25.5,3.5,85.0,5,2009,1.75,32.25,2.25,16.75,8.75,85.0,4.0,0.5555555555555556
684,Patricia Mayr Achleitner,,,,,,85.0,2,2009,,,,,,74.0,7.0,0.2222222222222222
685,Pauline Parmentier,7.5,47.0,3.0,32.5,10.5,86.0,2,2009,3.75,33.5,4.75,21.25,7.75,76.0,4.0,0.3333333333333333
686,Casey Dellacqua,,,,,,88.0,1,2009,1.0,33.333333333333336,5.333333333333333,17.0,7.0,55.0,3.0,0.25
687,Stephanie Cohen Aloro,2.0,44.0,0.0,26.0,8.0,88.0,1,2009,0.0,37.0,5.0,19.0,11.0,88.0,1.0,0.5
688,Viktoria Kutuzova,1.0,26.0,1.0,17.0,3.0,89.0,1,2009,0.6,44.6,8.2,24.2,10.6,78.0,5.0,0.16666666666666666
689,Maria Elena Camerin,0.3333333333333333,35.333333333333336,2.6666666666666665,22.333333333333332,7.0,90.0,3,2009,1.25,38.75,4.75,21.25,9.75,86.0,4.0,0.42857142857142855
690,Lourdes Dominguez Lino,,,,,,90.0,1,2009,,,,,,86.0,2.0,0.3333333333333333
691,Nuria Llagostera Vives,1.0,24.0,5.0,17.0,2.0,93.0,1,2009,0.5,42.75,5.75,23.5,11.25,65.0,4.0,0.2
692,Katie Obrien,5.0,38.0,1.0,26.0,3.0,94.0,1,2009,0.0,25.0,3.0,7.0,9.0,94.0,1.0,0.5
693,Jarmila Gajdosova,,,,,,95.0,2,2009,,,,,,60.0,8.0,0.2
694,Mariya Koryttseva,1.0,35.0,3.0,21.0,7.0,96.0,1,2009,0.75,39.25,5.25,21.0,8.75,66.0,4.0,0.2
695,Melanie South,,,,,,99.0,1,2009,,,,,,,,
696,Caroline Wozniacki,2.3684210526315788,47.973684210526315,1.9736842105263157,31.763157894736842,7.052631578947368,1.0,47,2010,1.7142857142857142,49.714285714285715,2.2857142857142856,29.285714285714285,11.0,1.0,9.0,0.8392857142857143
697,Serena Williams,8.6,41.5,2.5,31.4,6.4,1.0,10,2010,6.0,36.0,2.0,21.0,9.0,1.0,1.0,0.9090909090909091
698,Jelena Jankovic,2.6666666666666665,45.6,3.8666666666666667,30.2,6.133333333333334,2.0,19,2010,1.5833333333333333,49.5,4.5,27.666666666666668,11.166666666666666,2.0,16.0,0.5428571428571428
699,Dinara Safina,2.75,49.166666666666664,6.166666666666667,32.916666666666664,8.416666666666666,2.0,12,2010,0.5,41.7,4.4,22.8,9.5,2.0,11.0,0.5217391304347826
700,Vera Zvonareva,2.5625,41.03125,3.28125,28.28125,5.5625,2.0,37,2010,1.5833333333333333,40.416666666666664,3.5,23.833333333333332,7.916666666666667,2.0,12.0,0.7551020408163265
701,Svetlana Kuznetsova,4.0,41.1764705882353,3.764705882352941,29.764705882352942,6.117647058823529,3.0,21,2010,2.6666666666666665,49.55555555555556,4.666666666666667,32.666666666666664,8.88888888888889,3.0,11.0,0.65625
702,Kim Clijsters,2.9,38.7,4.5,26.866666666666667,5.2,3.0,32,2010,3.3333333333333335,48.333333333333336,6.333333333333333,28.333333333333332,11.0,4.0,4.0,0.8888888888888888
703,Venus Williams,4.7894736842105265,35.89473684210526,4.315789473684211,27.05263157894737,4.894736842105263,4.0,19,2010,5.333333333333333,45.333333333333336,7.333333333333333,29.666666666666668,9.0,4.0,3.0,0.8636363636363636
704,Elena Dementieva,1.32,39.92,4.8,26.4,6.44,5.0,30,2010,1.3333333333333333,53.666666666666664,4.75,29.666666666666668,11.0,5.0,15.0,0.6666666666666666
705,Samantha Stosur,5.75,43.65,3.45,31.6,5.75,5.0,24,2010,2.8461538461538463,45.92307692307692,3.076923076923077,27.923076923076923,9.846153846153847,5.0,14.0,0.631578947368421
706,Victoria Azarenka,1.3448275862068966,43.06896551724138,3.8275862068965516,29.06896551724138,6.517241379310345,6.0,32,2010,0.7777777777777778,49.333333333333336,5.444444444444445,27.444444444444443,10.0,6.0,13.0,0.7111111111111111
707,Francesca Schiavone,1.45,35.5,3.4,24.7,6.05,6.0,24,2010,2.8461538461538463,38.30769230769231,5.384615384615385,22.0,10.076923076923077,6.0,17.0,0.5853658536585366
708,Agnieszka Radwanska,1.5416666666666667,37.5,0.9166666666666666,24.875,4.833333333333333,8.0,26,2010,1.5833333333333333,47.5,2.1666666666666665,27.75,10.25,8.0,13.0,0.6666666666666666
709,Na Li,2.2666666666666666,45.53333333333333,2.8,29.866666666666667,6.066666666666666,10.0,17,2010,2.272727272727273,51.0,4.363636363636363,32.09090909090909,9.181818181818182,9.0,14.0,0.5483870967741935
710,Marion Bartoli,4.0,29.82608695652174,4.3478260869565215,22.869565217391305,3.6956521739130435,11.0,27,2010,2.7142857142857144,40.0,6.714285714285714,25.142857142857142,8.857142857142858,11.0,14.0,0.6585365853658537
711,Flavia Pennetta,3.782608695652174,29.91304347826087,2.260869565217391,21.82608695652174,3.652173913043478,11.0,28,2010,2.4615384615384617,38.53846153846154,3.6153846153846154,21.846153846153847,12.615384615384615,11.0,14.0,0.6666666666666666
712,Shahar Peer,1.6551724137931034,41.86206896551724,3.103448275862069,28.517241379310345,5.586206896551724,13.0,34,2010,0.9166666666666666,43.916666666666664,4.666666666666667,24.5,10.333333333333334,13.0,15.0,0.6938775510204082
713,Maria Sharapova,3.5625,39.75,6.1875,28.75,6.1875,13.0,19,2010,4.857142857142857,47.57142857142857,9.428571428571429,30.714285714285715,10.857142857142858,13.0,7.0,0.7307692307692307
714,Yanina Wickmayer,2.8636363636363638,45.36363636363637,3.0454545454545454,30.772727272727273,6.0,14.0,24,2010,3.0,49.583333333333336,5.75,29.583333333333332,11.666666666666666,14.0,14.0,0.631578947368421
715,Aravane Rezai,3.3,45.5,5.6,32.2,7.2,15.0,12,2010,3.6923076923076925,46.84615384615385,5.769230769230769,31.23076923076923,9.076923076923077,15.0,15.0,0.4444444444444444
716,Nadia Petrova,5.375,36.5,2.5625,28.0,5.5,17.0,17,2010,8.454545454545455,49.18181818181818,5.0,31.636363636363637,11.545454545454545,16.0,14.0,0.5483870967741935
717,Virginie Razzano,1.2,37.2,4.2,24.2,6.6,19.0,5,2010,2.0,42.333333333333336,5.666666666666667,25.166666666666668,10.5,19.0,6.0,0.45454545454545453
718,Anastasia Pavlyuchenkova,2.9285714285714284,42.142857142857146,4.785714285714286,28.214285714285715,7.107142857142857,20.0,31,2010,1.5384615384615385,33.76923076923077,5.769230769230769,19.615384615384617,9.461538461538462,19.0,14.0,0.6888888888888889
719,Jie Zheng,0.5714285714285714,54.785714285714285,3.357142857142857,33.5,9.642857142857142,21.0,16,2010,0.5,42.25,3.0,20.75,10.583333333333334,19.0,12.0,0.5714285714285714
720,Ana Ivanovic,3.875,34.333333333333336,3.75,26.125,3.8333333333333335,21.0,27,2010,2.8333333333333335,39.0,5.083333333333333,23.083333333333332,10.75,21.0,14.0,0.6585365853658537
721,Elena Vesnina,3.1333333333333333,36.666666666666664,4.2,25.333333333333332,5.333333333333333,23.0,16,2010,1.8333333333333333,44.75,3.5,26.583333333333332,9.916666666666666,23.0,13.0,0.5517241379310345
722,Daniela Hantuchova,3.5,41.25,1.9473684210526316,28.4,5.8,23.0,25,2010,1.588235294117647,49.88235294117647,3.3529411764705883,28.705882352941178,9.470588235294118,22.0,18.0,0.5813953488372093
723,Kaia Kanepi,3.8461538461538463,39.38461538461539,4.769230769230769,28.153846153846153,5.769230769230769,23.0,17,2010,3.4166666666666665,52.25,6.75,30.666666666666668,12.416666666666666,23.0,12.0,0.5862068965517241
724,Maria Jose Martinez Sanchez,3.909090909090909,37.09090909090909,2.8181818181818183,26.818181818181817,6.0,24.0,11,2010,4.1,36.2,3.8,23.6,8.3,24.0,12.0,0.4782608695652174
725,Sabine Lisicki,3.25,22.25,3.5,17.75,3.5,24.0,4,2010,5.111111111111111,34.0,6.333333333333333,20.666666666666668,8.666666666666666,22.0,9.0,0.3076923076923077
726,Maria Kirilenko,1.875,39.75,2.5833333333333335,27.25,5.291666666666667,24.0,27,2010,1.2,41.266666666666666,3.066666666666667,24.733333333333334,7.733333333333333,24.0,16.0,0.627906976744186
727,Dominika Cibulkova,0.6470588235294118,45.05882352941177,4.176470588235294,28.529411764705884,7.705882352941177,24.0,20,2010,0.5882352941176471,40.705882352941174,3.9411764705882355,21.529411764705884,10.941176470588236,22.0,18.0,0.5263157894736842
728,Alisa Kleybanova,4.428571428571429,44.523809523809526,3.761904761904762,30.857142857142858,7.285714285714286,26.0,26,2010,2.8666666666666667,38.2,4.066666666666666,23.533333333333335,8.466666666666667,22.0,17.0,0.6046511627906976
729,Alona Bondarenko,0.5714285714285714,47.857142857142854,2.4285714285714284,30.357142857142858,7.285714285714286,26.0,15,2010,0.7272727272727273,48.45454545454545,2.272727272727273,26.454545454545453,9.090909090909092,24.0,14.0,0.5172413793103449
730,Anabel Medina Garrigues,3.0,51.666666666666664,2.6666666666666665,33.666666666666664,9.333333333333334,26.0,5,2010,1.0,45.27272727272727,2.0,25.818181818181817,9.0,26.0,14.0,0.2631578947368421
731,Alexandra Dulgheru,1.2857142857142858,36.42857142857143,2.142857142857143,23.714285714285715,3.857142857142857,27.0,11,2010,0.5454545454545454,45.18181818181818,3.090909090909091,23.545454545454547,8.454545454545455,27.0,15.0,0.4230769230769231
732,Lucie Safarova,4.25,58.625,4.0,39.25,9.0,28.0,8,2010,3.0,44.69230769230769,5.3076923076923075,30.076923076923077,7.6923076923076925,25.0,14.0,0.36363636363636365
733,Petra Kvitova,2.8181818181818183,45.0,4.7272727272727275,31.818181818181817,6.2727272727272725,29.0,12,2010,2.3076923076923075,38.69230769230769,5.3076923076923075,21.692307692307693,9.538461538461538,29.0,15.0,0.4444444444444444
734,Agnes Szavay,2.769230769230769,52.0,3.1538461538461537,34.15384615384615,7.846153846153846,30.0,13,2010,1.9,49.3,3.6,27.4,9.6,30.0,11.0,0.5416666666666666
735,Kateryna Bondarenko,4.0,37.4,4.2,28.6,5.0,31.0,6,2010,2.5,43.625,4.5,23.75,9.625,31.0,11.0,0.35294117647058826
736,Melanie Oudin,1.0,39.57142857142857,1.7142857142857142,27.571428571428573,5.857142857142857,31.0,10,2010,1.2307692307692308,49.0,3.4615384615384617,25.846153846153847,11.538461538461538,31.0,14.0,0.4166666666666667
737,Andrea Petkovic,4.0,44.0,2.4444444444444446,29.77777777777778,6.166666666666667,32.0,21,2010,2.2857142857142856,43.642857142857146,2.857142857142857,21.714285714285715,13.428571428571429,32.0,16.0,0.5675675675675675
738,Yaroslava Shvedova,5.181818181818182,47.45454545454545,4.7272727272727275,32.45454545454545,7.545454545454546,32.0,13,2010,1.6153846153846154,38.07692307692308,4.6923076923076925,20.384615384615383,9.615384615384615,31.0,16.0,0.4482758620689655
739,Tsvetana Pironkova,1.3333333333333333,37.0,3.3333333333333335,26.333333333333332,8.333333333333334,32.0,4,2010,1.3333333333333333,41.0,3.5,21.666666666666668,12.166666666666666,32.0,7.0,0.36363636363636365
740,Carla Suarez Navarro,0.6,52.7,3.1,33.8,8.0,33.0,12,2010,0.75,55.375,2.75,29.0,13.5,33.0,8.0,0.6
741,Justine Henin,3.0,42.6,5.2,28.8,7.8,33.0,5,2010,2.0,69.0,8.0,39.0,14.0,33.0,1.0,0.8333333333333334
742,Aleksandra Wozniak,1.6666666666666667,29.666666666666668,3.0,20.666666666666668,5.0,34.0,3,2010,1.5555555555555556,39.44444444444444,4.888888888888889,23.444444444444443,9.333333333333334,34.0,9.0,0.25
743,Sara Errani,0.35294117647058826,53.94117647058823,1.8823529411764706,32.64705882352941,9.294117647058824,36.0,21,2010,0.6,54.86666666666667,1.8,29.066666666666666,12.866666666666667,35.0,16.0,0.5675675675675675
744,Gisela Dulko,2.727272727272727,42.09090909090909,4.0,27.0,7.818181818181818,36.0,11,2010,2.0833333333333335,42.333333333333336,3.75,22.666666666666668,9.416666666666666,36.0,12.0,0.4782608695652174
745,Melinda Czink,3.6666666666666665,54.666666666666664,7.0,35.666666666666664,9.0,37.0,3,2010,3.857142857142857,56.857142857142854,7.571428571428571,36.142857142857146,11.714285714285714,37.0,7.0,0.3
746,Klara Koukalova,,,,,,38.0,12,2010,,,,,,35.0,11.0,0.5217391304347826
747,Vera Dushevina,3.2666666666666666,41.6,3.1333333333333333,28.4,7.133333333333334,40.0,15,2010,1.9090909090909092,42.0,4.181818181818182,23.818181818181817,10.727272727272727,40.0,13.0,0.5357142857142857
748,Sorana Cirstea,3.857142857142857,48.0,4.142857142857143,31.571428571428573,9.285714285714286,40.0,7,2010,1.2,34.6,2.6,19.0,9.6,40.0,11.0,0.3888888888888889
749,Julia Goerges,5.5625,43.8125,2.6875,32.0,5.1875,41.0,16,2010,4.0,40.38461538461539,3.076923076923077,25.23076923076923,8.76923076923077,41.0,14.0,0.5333333333333333
750,Jarmila Gajdosova,,,,,,42.0,10,2010,,,,,,41.0,6.0,0.625
751,Patty Schnyder,3.0,44.4,2.2,30.5,5.4,43.0,13,2010,1.5555555555555556,42.888888888888886,3.111111111111111,24.22222222222222,8.555555555555555,43.0,10.0,0.5652173913043478
752,Olga Govortsova,1.0,33.0,4.25,22.25,5.25,43.0,9,2010,1.4285714285714286,39.46666666666667,6.0,23.2,10.133333333333333,42.0,17.0,0.34615384615384615
753,Magdalena Rybarikova,5.666666666666667,35.166666666666664,2.0,26.5,4.166666666666667,44.0,6,2010,1.9090909090909092,34.18181818181818,3.3636363636363638,20.09090909090909,8.545454545454545,44.0,11.0,0.35294117647058826
754,Polona Hercog,2.5,42.083333333333336,2.75,29.416666666666668,5.5,45.0,15,2010,2.5833333333333335,36.416666666666664,2.5,22.083333333333332,8.75,43.0,14.0,0.5172413793103449
755,Iveta Benesova,,,,,,45.0,10,2010,,,,,,38.0,14.0,0.4166666666666667
756,Roberta Vinci,2.9375,45.0625,1.5625,29.875,8.5625,45.0,18,2010,2.5454545454545454,39.90909090909091,2.272727272727273,23.545454545454547,9.818181818181818,46.0,11.0,0.6206896551724138
757,Shuai Peng,2.4,49.2,2.8,34.2,5.6,46.0,7,2010,0.5,50.0,2.3333333333333335,27.833333333333332,8.833333333333334,43.0,9.0,0.4375
