,loser_name,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,loser_id,year
141,Patty Schnyder,2.75,47.5,3.0,27.5,10.625,8.0,25,2005
142,Vera Zvonareva,1.4,43.8,6.0,27.0,10.2,10.0,21,2005
143,Nathalie Dechy,1.1666666666666667,50.5,3.1666666666666665,29.0,9.0,13.0,27,2005
144,Elena Bovina,2.0,63.0,2.0,36.0,10.5,14.0,8,2005
145,Elena Likhovtseva,2.0,44.0,5.4,27.0,11.6,15.0,22,2005
146,Francesca Schiavone,3.2,34.4,3.8,23.6,6.6,15.0,23,2005
147,Fabiola Zuluaga,2.0,42.333333333333336,3.3333333333333335,21.666666666666668,10.666666666666666,16.0,13,2005
148,Ana Ivanovic,1.25,36.0,4.5,19.25,9.5,16.0,14,2005
149,Ai Sugiyama,1.5,45.0,5.25,24.75,10.25,17.0,27,2005
150,Karolina Sprem,1.0,22.25,5.0,10.0,7.5,17.0,24,2005
151,Jelena Jankovic,2.75,59.0,5.0,31.0,15.5,17.0,29,2005
152,Silvia Farina Elia,0.6,55.4,4.0,29.0,11.2,18.0,23,2005
153,Tatiana Golovin,1.6,43.6,6.2,27.4,10.8,19.0,22,2005
154,Daniela Hantuchova,3.3333333333333335,53.833333333333336,4.5,32.666666666666664,10.333333333333334,19.0,25,2005
155,Paola Suarez,0.0,60.0,10.0,31.0,19.0,19.0,7,2005
156,Nicole Vaidisova,5.166666666666667,49.0,4.0,30.333333333333332,7.666666666666667,19.0,15,2005
157,Anna Lena Groenefeld,3.6666666666666665,34.333333333333336,5.333333333333333,24.0,5.333333333333333,19.0,26,2005
158,Shinobu Asagoe,0.6666666666666666,48.666666666666664,2.0,27.666666666666668,8.0,21.0,25,2005
159,Dinara Safina,2.75,37.0,2.75,21.25,7.0,21.0,20,2005
160,Amy Frazier,0.75,42.5,6.75,25.5,10.75,23.0,16,2005
161,Flavia Pennetta,2.2,42.2,6.8,24.0,11.8,23.0,21,2005
162,Anna Chakvetadze,1.4285714285714286,40.0,4.857142857142857,24.571428571428573,9.142857142857142,24.0,21,2005
163,Magdalena Maleeva,0.8,45.0,3.0,24.0,11.0,25.0,21,2005
164,Maria Kirilenko,1.0,34.0,3.3333333333333335,19.333333333333332,8.166666666666666,26.0,20,2005
165,Anabel Medina Garrigues,1.0,45.333333333333336,3.0,24.333333333333332,11.666666666666666,27.0,24,2005
166,Marion Bartoli,0.6,45.4,1.6,22.6,11.2,27.0,25,2005
167,Gisela Dulko,2.3333333333333335,39.333333333333336,3.6666666666666665,22.333333333333332,8.0,28.0,25,2005
168,Lisa Raymond,3.0,37.75,5.75,18.5,11.0,30.0,19,2005
169,Conchita Martinez,1.0,45.5,3.5,22.5,15.0,31.0,19,2005
170,Katarina Srebotnik,0.25,49.5,1.5,28.0,11.5,31.0,19,2005
171,Kveta Peschke,1.25,51.5,4.25,32.5,11.75,31.0,21,2005
172,Shuai Peng,2.6666666666666665,51.666666666666664,3.6666666666666665,30.0,10.666666666666666,31.0,16,2005
173,Sania Mirza,1.75,41.0,5.25,24.25,13.0,31.0,15,2005
174,Anna Smashnova,0.4,35.6,4.4,16.8,8.8,32.0,16,2005
175,Klara Koukalova,,,,,,33.0,19,2005
176,Iveta Benesova,,,,,,33.0,28,2005
177,Jelena Kostanic Tosic,1.0,37.666666666666664,4.0,22.0,7.0,34.0,23,2005
178,Meghann Shaughnessy,7.666666666666667,44.0,4.666666666666667,30.833333333333332,7.666666666666667,34.0,25,2005
179,Vera Dushevina,1.6666666666666667,39.333333333333336,2.6666666666666665,20.333333333333332,9.666666666666666,34.0,19,2005
180,Eleni Daniilidou,0.6,44.2,6.8,23.2,9.8,34.0,20,2005
181,Na Li,2.0,38.0,3.0,20.0,9.0,35.0,14,2005
182,Virginie Razzano,1.1428571428571428,57.57142857142857,5.857142857142857,34.285714285714285,11.0,35.0,22,2005
183,Sesil Karatantcheva,0.0,37.8,4.2,18.4,8.8,36.0,14,2005
184,Nuria Llagostera Vives,2.0,40.333333333333336,7.0,23.666666666666668,10.666666666666666,36.0,22,2005
185,Evgenia Linetskaya,1.3333333333333333,50.666666666666664,3.3333333333333335,27.0,14.166666666666666,37.0,16,2005
186,Maria Elena Camerin,0.3333333333333333,43.333333333333336,2.3333333333333335,22.0,11.333333333333334,41.0,21,2005
187,Akiko Morigami,1.0,42.333333333333336,4.166666666666667,23.333333333333332,12.0,43.0,20,2005
188,Dally Randriantefy,1.0,28.0,4.0,12.25,9.25,44.0,20,2005
189,Samantha Stosur,3.0,41.0,4.6,26.4,9.0,45.0,23,2005
190,Emilie Loit,1.3333333333333333,45.0,3.0,29.333333333333332,5.666666666666667,45.0,20,2005
191,Roberta Vinci,1.25,41.5,5.25,23.75,11.75,45.0,14,2005
192,Jie Zheng,0.3333333333333333,59.666666666666664,1.6666666666666667,34.333333333333336,11.666666666666666,46.0,16,2005
193,Shahar Peer,1.6666666666666667,44.0,3.0,24.666666666666668,12.666666666666666,46.0,15,2005
