,loser_name,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,loser_id,year
33,Mikhail Youzhny,4.68,48.68,3.68,32.12,9.84,20.0,27,2004
34,Feliciano Lopez,8.72,48.32,4.0,35.52,7.4,21.0,27,2004
35,Felix Mantilla,2.0,56.18181818181818,4.090909090909091,34.63636363636363,12.272727272727273,22.0,11,2004
36,Max Mirnyi,12.6,58.2,5.04,44.2,6.64,22.0,27,2004
37,Taylor Dent,4.869565217391305,49.391304347826086,5.565217391304348,32.608695652173914,8.434782608695652,22.0,25,2004
38,Albert Costa,5.041666666666667,47.291666666666664,2.7083333333333335,29.708333333333332,9.375,23.0,24,2004
39,Ivan Ljubicic,10.363636363636363,47.81818181818182,2.1363636363636362,35.59090909090909,5.863636363636363,23.0,24,2004
40,Jonas Bjorkman,5.5,44.875,3.7916666666666665,30.708333333333332,8.291666666666666,25.0,26,2004
41,Mario Ancic,8.2,49.15,3.45,34.2,6.4,25.0,22,2004
42,Wayne Ferreira,4.75,42.833333333333336,3.5,28.333333333333332,7.833333333333333,25.0,13,2004
43,Robby Ginepri,4.1923076923076925,47.61538461538461,2.6538461538461537,30.53846153846154,8.038461538461538,25.0,26,2004
44,Arnaud Clement,4.2631578947368425,48.10526315789474,3.6315789473684212,32.8421052631579,8.947368421052632,25.0,22,2004
45,Mariano Zabaleta,3.0952380952380953,48.095238095238095,3.2857142857142856,31.333333333333332,8.761904761904763,26.0,22,2004
46,Nikolay Davydenko,3.0357142857142856,53.107142857142854,2.75,34.785714285714285,8.25,29.0,29,2004
47,Jarkko Nieminen,2.2,49.0,3.2666666666666666,31.133333333333333,9.466666666666667,30.0,19,2004
48,Thomas Johansson,10.666666666666666,44.333333333333336,2.4444444444444446,32.44444444444444,8.666666666666666,31.0,9,2004
49,Robin Soderling,5.961538461538462,50.0,3.576923076923077,34.65384615384615,7.846153846153846,32.0,28,2004
50,Fernando Verdasco,4.368421052631579,56.63157894736842,3.8421052631578947,36.73684210526316,8.789473684210526,32.0,19,2004
51,Fabrice Santoro,2.7142857142857144,45.285714285714285,1.8571428571428572,28.142857142857142,10.428571428571429,32.0,16,2004
52,Luis Horna,4.222222222222222,51.925925925925924,2.925925925925926,34.148148148148145,8.814814814814815,33.0,29,2004
53,Florian Mayer,3.0,45.23076923076923,3.076923076923077,28.615384615384617,8.923076923076923,34.0,16,2004
54,Rafael Nadal,0.6875,58.25,2.0,34.5625,10.875,34.0,18,2004
55,Xavier Malisse,6.0,40.52,2.16,27.8,7.2,35.0,26,2004
56,Hicham Arazi,3.2941176470588234,54.294117647058826,2.411764705882353,34.8235294117647,8.941176470588236,35.0,19,2004
57,Jurgen Melzer,4.2727272727272725,47.40909090909091,3.590909090909091,31.818181818181817,9.272727272727273,35.0,27,2004
58,Tomas Berdych,6.333333333333333,44.833333333333336,4.333333333333333,30.333333333333332,8.916666666666666,36.0,14,2004
59,James Blake,3.6923076923076925,46.07692307692308,2.3076923076923075,30.46153846153846,9.076923076923077,37.0,13,2004
60,Filippo Volandri,1.0952380952380953,51.904761904761905,3.0476190476190474,32.19047619047619,9.523809523809524,37.0,23,2004
61,David Ferrer,2.064516129032258,49.38709677419355,3.2903225806451615,29.774193548387096,10.161290322580646,38.0,31,2004
62,Sargis Sargsian,3.3461538461538463,48.38461538461539,2.6153846153846154,30.76923076923077,7.884615384615385,38.0,27,2004
63,Igor Andreev,3.923076923076923,47.0,3.1538461538461537,31.115384615384617,8.23076923076923,39.0,28,2004
64,Michael Llodra,8.2,55.7,3.2,38.0,7.6,40.0,10,2004
65,Irakli Labadze,2.9523809523809526,42.95238095238095,6.714285714285714,28.19047619047619,8.380952380952381,42.0,21,2004
66,Karol Kucera,4.5,50.416666666666664,4.333333333333333,32.166666666666664,8.5,42.0,12,2004
67,Radek Stepanek,5.8,50.96,4.48,34.72,8.4,43.0,27,2004
68,Flavio Saretta,2.933333333333333,42.13333333333333,3.8666666666666667,25.333333333333332,11.266666666666667,44.0,16,2004
69,Olivier Rochus,1.2380952380952381,53.19047619047619,3.5238095238095237,31.714285714285715,10.285714285714286,48.0,24,2004
70,David Sanchez,1.8888888888888888,46.074074074074076,1.8518518518518519,29.555555555555557,8.148148148148149,49.0,27,2004
71,Jan Michael Gambill,10.96,46.36,3.6,34.16,8.72,51.0,25,2004
72,Ivo Karlovic,18.625,59.291666666666664,6.041666666666667,47.541666666666664,5.916666666666667,52.0,26,2004
73,Alberto Martin,2.230769230769231,46.65384615384615,4.3076923076923075,30.076923076923077,8.73076923076923,52.0,26,2004
74,Stefan Koubek,2.75,50.15,2.75,31.6,9.15,53.0,23,2004
75,Karol Beck,6.3,42.85,4.95,29.8,8.5,53.0,22,2004
76,Thomas Enqvist,7.578947368421052,48.63157894736842,5.368421052631579,34.94736842105263,8.210526315789474,53.0,21,2004
77,Gregory Carraz,8.052631578947368,44.8421052631579,6.473684210526316,32.1578947368421,7.684210526315789,54.0,20,2004
78,Nicolas Lapentti,3.857142857142857,42.5,2.642857142857143,27.642857142857142,8.357142857142858,55.0,15,2004
79,Cyril Saulnier,6.565217391304348,46.04347826086956,3.608695652173913,32.65217391304348,7.6521739130434785,55.0,23,2004
80,Hyung Taik Lee,3.5384615384615383,51.0,2.6153846153846154,34.0,7.846153846153846,56.0,15,2004
81,Raemon Sluiter,7.523809523809524,48.38095238095238,2.9523809523809526,34.333333333333336,7.285714285714286,56.0,22,2004
82,Greg Rusedski,10.571428571428571,52.857142857142854,5.857142857142857,40.714285714285715,7.714285714285714,57.0,8,2004
83,Todd Martin,10.533333333333333,58.8,4.266666666666667,44.06666666666667,7.933333333333334,58.0,15,2004
84,Nicolas Escude,4.5,39.375,2.875,27.75,7.875,59.0,9,2004
85,Ricardo Mello,1.0,43.333333333333336,2.0,27.666666666666668,7.333333333333333,60.0,3,2004
86,Dmitry Tursunov,4.9411764705882355,43.11764705882353,4.411764705882353,27.58823529411765,8.705882352941176,63.0,17,2004
87,Victor Hanescu,6.043478260869565,58.17391304347826,2.9130434782608696,38.47826086956522,7.913043478260869,63.0,25,2004
88,Antony Dupuis,6.571428571428571,47.285714285714285,3.1904761904761907,33.04761904761905,7.0,64.0,21,2004
89,Davide Sanguinetti,6.285714285714286,49.0,2.4285714285714284,32.142857142857146,8.428571428571429,64.0,7,2004
90,Jose Acasuso,4.666666666666667,40.666666666666664,4.083333333333333,26.416666666666668,9.833333333333334,67.0,12,2004
91,Gilles Muller,6.25,42.0,2.75,29.5,6.0,68.0,4,2004
92,Ruben Ramirez Hidalgo,1.6875,48.5625,3.875,31.3125,10.125,69.0,16,2004
93,Juan Monaco,2.6666666666666665,46.0,1.3333333333333333,27.5,8.5,70.0,6,2004
94,Albert Montanes,1.2307692307692308,35.84615384615385,3.3846153846153846,19.153846153846153,10.0,71.0,13,2004
95,Julien Benneteau,3.727272727272727,47.81818181818182,4.090909090909091,31.636363636363637,7.363636363636363,71.0,11,2004
96,Dennis Van Scheppingen,3.5714285714285716,42.785714285714285,5.0,28.285714285714285,9.428571428571429,72.0,14,2004
97,Lars Burgsmuller,3.066666666666667,41.6,3.4,26.6,8.466666666666667,75.0,15,2004
98,Brian Vahaly,1.5,50.5,4.0,32.25,7.75,75.0,4,2004
99,Potito Starace,3.8,50.0,2.2,33.2,6.8,76.0,5,2004
100,Paul Henri Mathieu,4.833333333333333,42.833333333333336,4.666666666666667,29.0,10.333333333333334,77.0,7,2004
101,Kenneth Carlsen,7.2,47.1,3.7,34.6,5.9,79.0,10,2004
102,Wesley Moodie,14.5,69.0,4.0,51.5,8.75,80.0,4,2004
103,Galo Blanco,3.4,38.1,2.7,24.0,7.3,80.0,10,2004
104,Alexander Popp,4.071428571428571,52.214285714285715,5.428571428571429,34.214285714285715,8.785714285714286,81.0,14,2004
105,Oscar Hernandez,1.2941176470588236,45.588235294117645,2.5294117647058822,27.0,8.058823529411764,81.0,17,2004
106,Thierry Ascione,2.272727272727273,46.36363636363637,3.6363636363636362,28.272727272727273,9.454545454545455,82.0,12,2004
107,Philipp Kohlschreiber,7.4,46.2,5.4,31.2,9.2,82.0,5,2004
108,Jan Hernych,2.5,43.5,2.5,27.0,9.25,83.0,4,2004
109,Albert Portas,3.7142857142857144,36.142857142857146,4.714285714285714,23.142857142857142,8.571428571428571,83.0,7,2004
110,Wayne Arthurs,15.9,51.6,6.5,41.3,6.4,84.0,11,2004
111,Christophe Rochus,4.0,48.5,3.5,32.5,9.0,84.0,2,2004
112,Alex Corretja,3.176470588235294,53.35294117647059,3.5294117647058822,34.1764705882353,9.882352941176471,85.0,17,2004
113,Richard Gasquet,2.0,36.6,3.4,25.0,8.0,85.0,5,2004
114,Olivier Patience,5.428571428571429,53.285714285714285,6.571428571428571,36.285714285714285,9.142857142857142,87.0,7,2004
115,Alex Calatrava,2.0,49.333333333333336,1.3333333333333333,29.666666666666668,6.666666666666667,88.0,3,2004
116,John Van Lottum,4.375,51.125,3.125,34.875,9.25,89.0,9,2004
117,Jeff Morrison,7.6,40.6,4.6,31.0,6.6,90.0,5,2004
118,Yen Hsun Lu,4.333333333333333,42.166666666666664,4.666666666666667,30.0,7.5,90.0,7,2004
119,Olivier Mutis,2.0,34.5,1.5,17.5,6.5,93.0,2,2004
120,Nicolas Mahut,11.5,49.0,9.5,33.5,13.5,95.0,2,2004
121,Jan Vacek,2.0,47.0,4.0,27.0,13.0,96.0,1,2004
122,Kristof Vliegen,3.0,45.5,2.5,26.0,9.0,96.0,2,2004
123,Jean Rene Lisnard,2.0,44.0,6.0,29.0,18.0,97.0,1,2004
124,Gilles Elseneer,5.5,62.666666666666664,4.666666666666667,43.833333333333336,10.833333333333334,97.0,6,2004
125,Harel Levy,4.0,41.0,1.0,27.666666666666668,10.666666666666666,98.0,3,2004
126,Nicolas Almagro,1.0,22.0,1.0,11.0,7.0,99.0,1,2004
127,Bohdan Ulihrach,3.0,34.0,5.0,25.0,8.0,100.0,1,2004
128,Roger Federer,9.5,90.75,5.5,64.25,12.25,1.0,4,2005
129,Andy Roddick,14.384615384615385,62.61538461538461,3.076923076923077,49.07692307692308,7.076923076923077,2.0,15,2005
130,Lleyton Hewitt,6.125,44.625,3.875,32.75,7.375,2.0,10,2005
131,Rafael Nadal,3.6,66.2,3.2,42.6,10.4,2.0,10,2005
132,Marat Safin,5.818181818181818,49.09090909090909,2.1818181818181817,33.63636363636363,8.0,3.0,11,2005
133,Andre Agassi,3.6363636363636362,45.90909090909091,3.727272727272727,30.454545454545453,10.454545454545455,5.0,13,2005
134,Carlos Moya,5.052631578947368,50.26315789473684,2.3684210526315788,33.473684210526315,8.526315789473685,5.0,20,2005
135,Gaston Gaudio,2.761904761904762,53.333333333333336,3.0476190476190474,32.523809523809526,11.238095238095237,5.0,21,2005
136,Guillermo Coria,3.0,54.958333333333336,5.5,34.958333333333336,11.333333333333334,5.0,27,2005
137,Tim Henman,4.722222222222222,52.94444444444444,4.055555555555555,36.22222222222222,10.055555555555555,5.0,18,2005
138,Nikolay Davydenko,2.4482758620689653,47.3448275862069,2.413793103448276,29.103448275862068,7.9655172413793105,6.0,30,2005
139,Ivan Ljubicic,12.217391304347826,56.78260869565217,2.5652173913043477,40.69565217391305,7.434782608695652,8.0,24,2005
140,Guillermo Canas,3.909090909090909,47.72727272727273,3.090909090909091,30.90909090909091,8.818181818181818,8.0,11,2005
141,Mariano Puerta,4.304347826086956,54.65217391304348,2.0869565217391304,34.69565217391305,9.826086956521738,9.0,24,2005
142,Joachim Johansson,10.615384615384615,46.53846153846154,4.538461538461538,33.07692307692308,6.846153846153846,9.0,15,2005
143,David Nalbandian,2.8421052631578947,52.31578947368421,3.0,32.526315789473685,10.052631578947368,9.0,19,2005
144,Richard Gasquet,1.8888888888888888,56.333333333333336,3.2222222222222223,35.55555555555556,8.333333333333334,12.0,10,2005
145,Tommy Robredo,2.7083333333333335,49.541666666666664,2.9166666666666665,32.416666666666664,9.541666666666666,12.0,25,2005
146,David Ferrer,1.8620689655172413,48.58620689655172,2.896551724137931,29.310344827586206,9.655172413793103,13.0,29,2005
147,Fernando Gonzalez,6.2272727272727275,52.04545454545455,5.590909090909091,37.72727272727273,8.181818181818182,13.0,23,2005
148,Thomas Johansson,7.458333333333333,46.75,2.375,32.083333333333336,8.625,13.0,25,2005
149,Radek Stepanek,7.1923076923076925,50.84615384615385,3.3846153846153846,35.15384615384615,9.038461538461538,13.0,26,2005
150,Sebastien Grosjean,5.238095238095238,47.95238095238095,2.1904761904761907,33.095238095238095,8.428571428571429,14.0,23,2005
151,Tommy Haas,5.0,43.95238095238095,3.761904761904762,30.0,7.809523809523809,14.0,24,2005
152,Mikhail Youzhny,3.7142857142857144,46.333333333333336,2.8095238095238093,30.0,9.142857142857142,15.0,23,2005
153,Juan Carlos Ferrero,3.0384615384615383,58.84615384615385,2.0,37.53846153846154,9.5,16.0,27,2005
154,Andrei Pavel,7.28,50.24,2.2,33.8,8.28,17.0,26,2005
155,Mario Ancic,9.869565217391305,51.47826086956522,3.130434782608696,37.52173913043478,7.782608695652174,17.0,27,2005
156,Dominik Hrbaty,4.2,44.0,3.36,28.4,8.76,17.0,26,2005
157,Nicolas Massu,4.238095238095238,44.904761904761905,3.7142857142857144,30.523809523809526,9.285714285714286,18.0,22,2005
158,Robby Ginepri,5.636363636363637,51.45454545454545,2.3636363636363638,34.04545454545455,7.681818181818182,18.0,22,2005
159,Vincent Spadea,2.24,42.64,3.72,27.48,8.6,19.0,26,2005
160,Feliciano Lopez,7.346153846153846,46.0,3.8461538461538463,33.07692307692308,7.884615384615385,20.0,28,2005
161,Taylor Dent,7.9523809523809526,44.80952380952381,7.619047619047619,32.523809523809526,8.238095238095237,21.0,21,2005
162,Nicolas Kiefer,7.714285714285714,42.80952380952381,4.0,29.857142857142858,8.714285714285714,21.0,24,2005
163,James Blake,7.333333333333333,54.0,4.0,36.333333333333336,7.833333333333333,23.0,7,2005
