,winner_name,w_ace,w_1stIn%,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
569,Novak Djokovic,9.88888888888889,0.6896454280746707,1.5555555555555556,42.111111111111114,4.666666666666667,1.0,9,2012
570,Roger Federer,9.6,0.6728422476253445,1.0666666666666667,46.53333333333333,3.6666666666666665,1.0,15,2012
571,Rafael Nadal,4.0,0.6759939498703544,0.5,35.5,2.5,2.0,2,2012
572,Andy Murray,10.5,0.6345296230722441,2.0,42.416666666666664,4.833333333333333,4.0,12,2012
573,Jo-Wilfried Tsonga,13.444444444444445,0.6588834697777216,2.0,55.0,4.555555555555555,5.0,9,2012
574,David Ferrer,3.727272727272727,0.6846144636187188,0.6363636363636364,35.63636363636363,2.727272727272727,5.0,11,2012
575,Tomas Berdych,7.0,0.5454545454545454,2.0,21.0,0.0,7.0,1,2012
576,Janko Tipsarevic,13.2,0.6139889496468444,1.8,41.0,3.6,8.0,5,2012
577,Juan Martin del Potro,8.285714285714286,0.6590790886749789,2.5714285714285716,41.0,4.285714285714286,9.0,8,2012
578,Juan Monaco,2.0,0.6710828225679711,4.666666666666667,47.333333333333336,3.0,10.0,3,2012
579,John Isner,16.75,0.7220137151214976,2.0,42.375,2.0,11.0,8,2012
580,Nicolas Almagro,20.8,0.6233956681264055,3.0,43.8,2.2,11.0,5,2012
581,Mardy Fish,22.333333333333332,0.5635462863078828,3.6666666666666665,58.666666666666664,4.666666666666667,12.0,3,2012
582,Gilles Simon,8.666666666666666,0.6434676434676435,2.3333333333333335,28.666666666666668,2.6666666666666665,13.0,3,2012
583,Marin Cilic,8.333333333333334,0.6214467039032675,2.3333333333333335,40.888888888888886,5.444444444444445,15.0,9,2012
584,Fernando Verdasco,17.0,0.6434403153153153,5.5,59.5,7.0,16.0,2,2012
585,Feliciano Lopez,15.333333333333334,0.6150319772841865,2.6666666666666665,41.0,1.3333333333333333,17.0,3,2012
586,Kei Nishikori,4.714285714285714,0.6592925081958079,2.2857142857142856,37.714285714285715,5.571428571428571,18.0,7,2012
587,Richard Gasquet,7.25,0.6192449080973671,2.0,37.0,2.5,19.0,4,2012
588,Alexandr Dolgopolov,23.0,0.6320754716981132,4.0,54.0,10.0,21.0,1,2012
589,Milos Raonic,16.8,0.6297127026293693,3.0,36.2,1.6,21.0,5,2012
590,Marcel Granollers,3.0,0.5918367346938775,0.0,23.0,0.0,22.0,1,2012
591,Andy Roddick,7.375,0.6950756937917262,1.0,34.75,2.625,22.0,8,2012
592,Andreas Seppi,3.75,0.6591884418348497,1.75,27.75,2.75,26.0,4,2012
593,Radek Stepanek,4.25,0.6256065227186081,2.0,33.0,3.5,26.0,4,2012
594,Julien Benneteau,10.0,0.6835793251381899,2.25,51.5,6.5,28.0,4,2012
595,Philipp Kohlschreiber,14.555555555555555,0.5797342989456702,2.2222222222222223,43.0,3.0,29.0,9,2012
596,Florian Mayer,9.6,0.651579036482256,1.4,54.6,6.0,29.0,5,2012
597,Kevin Anderson,15.333333333333334,0.6937012263099219,4.666666666666667,43.666666666666664,5.333333333333333,30.0,3,2012
598,Mikhail Youzhny,5.142857142857143,0.6630030694083944,1.7142857142857142,47.42857142857143,5.285714285714286,31.0,7,2012
599,Viktor Troicki,16.75,0.6354625794591242,5.25,60.25,9.0,33.0,4,2012
600,Denis Istomin,10.5,0.6808211711905265,1.625,55.625,6.75,34.0,8,2012
601,Jurgen Melzer,1.5,0.5409090909090909,5.5,42.0,6.0,35.0,2,2012
602,Bernard Tomic,,,,,,36.0,1,2012
603,Carlos Berlocq,4.0,0.6805555555555556,3.0,41.0,3.0,37.0,1,2012
604,David Nalbandian,4.4,0.6033306753487476,4.6,36.2,5.2,39.0,5,2012
605,Jarkko Nieminen,5.5,0.72704945799458,0.0,47.5,2.5,41.0,2,2012
606,Marcos Baghdatis,10.333333333333334,0.5738687416091132,4.166666666666667,35.166666666666664,3.3333333333333335,42.0,6,2012
607,Santiago Giraldo,0.0,0.7884615384615384,0.0,34.0,1.0,43.0,1,2012
608,Alex Bogomolov Jr,2.5,0.6832449160035368,5.0,41.5,8.5,46.0,2,2012
609,Lukasz Kubot,6.0,0.6504618235955397,1.6666666666666667,32.0,2.0,48.0,3,2012
610,Nikolay Davydenko,1.0,0.746031746031746,3.0,34.0,5.0,48.0,1,2012
611,Ryan Harrison,5.428571428571429,0.6252287130819794,2.2857142857142856,39.0,6.285714285714286,48.0,7,2012
612,Grigor Dimitrov,10.5,0.6646858676572337,1.1666666666666667,46.5,5.166666666666667,53.0,6,2012
613,Gilles Muller,9.0,0.6538482652613087,1.0,32.5,1.5,53.0,4,2012
614,Go Soeda,5.0,0.47,5.0,18.0,2.5,54.0,2,2012
615,Sam Querrey,15.142857142857142,0.6271096411131436,2.4285714285714284,51.0,3.4285714285714284,55.0,7,2012
616,Benoit Paire,9.0,0.5863087676849145,5.0,39.0,6.0,55.0,5,2012
617,Yen Hsun Lu,6.0,0.64056407982466,5.75,51.0,7.75,55.0,4,2012
618,Ivo Karlovic,24.0,0.720407629997387,2.5,42.0,2.5,56.0,2,2012
619,Jeremy Chardy,12.5,0.5712121212121212,2.0,35.0,6.5,57.0,2,2012
620,Lukas Lacko,13.0,0.6624063193628411,0.6666666666666666,55.0,4.666666666666667,58.0,3,2012
621,Leonardo Mayer,5.0,0.6481481481481481,2.0,26.0,3.0,62.0,1,2012
622,Martin Klizan,13.0,0.5157894736842106,7.0,73.0,18.0,62.0,1,2012
623,Fabio Fognini,4.333333333333333,0.6428500841399094,3.0,51.666666666666664,10.0,64.0,3,2012
624,Nicolas Mahut,12.0,0.5928614088450191,2.75,50.25,5.25,65.0,4,2012
625,Edouard Roger-Vasselin,6.75,0.6589905880636218,2.75,41.25,6.25,67.0,4,2012
626,Tatsuma Ito,2.3333333333333335,0.5392156862745098,2.0,33.0,4.666666666666667,68.0,3,2012
627,Olivier Rochus,3.0,0.6176470588235294,1.0,18.0,3.0,68.0,1,2012
628,Ivan Dodig,7.0,0.5953478406287888,2.6666666666666665,32.333333333333336,4.0,69.0,3,2012
629,David Goffin,12.5,0.6464019851116625,4.5,55.5,10.5,70.0,2,2012
630,Malek Jaziri,15.0,0.6175804133967061,2.0,67.5,6.5,70.0,2,2012
631,Steve Darcis,3.0,0.722911197280113,0.0,39.166666666666664,3.5,71.0,6,2012
632,Alejandro Falla,5.0,0.6657590410692148,2.3333333333333335,62.0,7.333333333333333,73.0,3,2012
633,Matthew Ebden,3.0,0.4776119402985074,6.0,27.0,3.0,74.0,2,2012
634,Xavier Malisse,9.333333333333334,0.6502718748792743,0.8888888888888888,39.333333333333336,3.6666666666666665,75.0,9,2012
635,Blaz Kavcic,7.0,0.5,1.0,20.0,0.0,77.0,1,2012
636,Cedrik Marcel Stebe,6.0,0.65,4.0,49.0,12.0,78.0,1,2012
637,Marinko Matosevic,9.0,0.629059829059829,1.5,43.5,6.0,82.0,2,2012
638,Sergiy Stakhovsky,4.0,0.6551724137931034,3.0,30.0,4.0,86.0,1,2012
639,Ernests Gulbis,30.0,0.7181818181818181,2.0,66.0,1.0,87.0,1,2012
640,Paolo Lorenzi,0.0,0.6779661016949152,0.0,26.0,3.0,87.0,1,2012
641,Tommy Haas,5.2,0.6370605036966592,1.4,31.4,2.0,87.0,5,2012
642,Bjorn Phau,15.0,0.6144578313253012,11.0,78.0,14.0,88.0,1,2012
643,Flavio Cipolla,2.0,0.6923076923076923,0.0,8.0,0.0,88.0,1,2012
644,Jesse Levine,4.0,0.5205479452054794,0.0,29.0,3.0,90.0,1,2012
645,Philipp Petzschner,8.0,0.6081081081081081,3.0,31.0,5.0,92.0,1,2012
646,Guillermo Garcia Lopez,18.0,0.5714285714285714,6.0,90.0,15.0,92.0,1,2012
647,Igor Andreev,10.0,0.6589147286821705,3.0,63.0,4.0,93.0,1,2012
648,Michael Russell,1.0,0.5,5.0,28.0,5.0,96.0,1,2012
649,Lukas Rosol,17.0,0.6742279618192026,3.5,74.5,5.0,100.0,2,2012
650,Novak Djokovic,12.666666666666666,0.6526577558017731,1.1666666666666667,51.333333333333336,3.1666666666666665,1.0,6,2013
651,Andy Murray,9.5,0.6459013404534192,1.5833333333333333,44.75,5.666666666666667,2.0,12,2013
652,Roger Federer,8.0,0.6428513649082322,1.0,33.6,1.4,3.0,5,2013
653,David Ferrer,6.5,0.6716525657336726,5.25,64.75,6.25,4.0,4,2013
654,Tomas Berdych,12.0,0.568890642785343,2.5,43.166666666666664,5.166666666666667,6.0,6,2013
655,Jo-Wilfried Tsonga,12.25,0.6874694023110751,1.75,47.5,1.75,7.0,4,2013
656,Juan Martin del Potro,10.0,0.683820806535236,1.1428571428571428,45.57142857142857,3.5714285714285716,8.0,7,2013
657,Richard Gasquet,7.5,0.6993212177954625,1.5,46.5,4.0,9.0,4,2013
658,Stan Wawrinka,7.5,0.6137161821063576,1.25,33.0,5.25,10.0,4,2013
659,Tommy Haas,11.6,0.6566023166023166,2.0,49.2,3.0,11.0,5,2013
660,Kei Nishikori,1.5,0.6682389937106918,3.5,44.0,3.5,11.0,2,2013
661,Marin Cilic,12.0,0.6315862459263848,2.4,39.6,4.8,12.0,5,2013
662,Milos Raonic,19.0,0.7083333333333334,5.0,45.0,1.0,15.0,1,2013
663,Nicolas Almagro,16.0,0.6211084337349397,4.0,57.0,1.5,16.0,2,2013
664,Gilles Simon,5.666666666666667,0.596369282563269,2.0,35.333333333333336,6.0,17.0,3,2013
665,Philipp Kohlschreiber,10.5,0.7222222222222222,0.5,28.5,1.0,18.0,2,2013
666,Sam Querrey,26.0,0.648,5.0,65.0,6.0,19.0,1,2013
667,John Isner,17.25,0.7047981075941603,1.0,40.75,0.0,19.0,4,2013
668,Juan Monaco,6.5,0.7263931888544892,1.0,50.0,2.0,20.0,2,2013
669,Jerzy Janowicz,18.8,0.6588936680412021,5.2,49.8,4.6,22.0,5,2013
670,Kevin Anderson,21.5,0.705392156862745,2.0,44.0,0.5,23.0,2,2013
671,Alexandr Dolgopolov,12.666666666666666,0.6074232126863706,3.0,39.333333333333336,2.6666666666666665,24.0,3,2013
672,Jeremy Chardy,12.5,0.6150838071086426,5.0,47.75,4.25,25.0,4,2013
673,Benoit Paire,15.666666666666666,0.5955004824539128,2.0,42.333333333333336,3.3333333333333335,25.0,3,2013
674,Andreas Seppi,5.5,0.6479599981755154,2.0,46.833333333333336,6.166666666666667,26.0,6,2013
675,Mikhail Youzhny,5.857142857142857,0.6756729719754674,1.1428571428571428,44.42857142857143,3.2857142857142856,26.0,7,2013
676,Grigor Dimitrov,15.0,0.7065427797135114,2.5,44.0,1.5,28.0,2,2013
677,Tommy Robredo,7.5,0.6996153846153846,1.5,46.0,1.0,29.0,2,2013
678,Fabio Fognini,8.0,0.5869148936170212,5.5,40.0,9.0,30.0,2,2013
679,Julien Benneteau,8.0,0.6647525676937441,3.3333333333333335,43.333333333333336,3.3333333333333335,32.0,3,2013
680,Feliciano Lopez,13.555555555555555,0.643033715331125,3.0,37.888888888888886,1.7777777777777777,32.0,9,2013
681,Florian Mayer,1.0,0.6429937828790053,1.0,18.5,2.0,33.0,2,2013
682,Lukas Rosol,9.0,0.574468085106383,2.0,40.0,4.0,34.0,1,2013
683,Martin Klizan,1.0,0.5,3.0,23.0,1.0,35.0,1,2013
684,Jurgen Melzer,9.75,0.6662074394760042,2.0,57.0,11.25,36.0,4,2013
685,Jarkko Nieminen,1.0,0.6666666666666666,2.0,29.0,1.0,37.0,1,2013
686,Ernests Gulbis,13.666666666666666,0.6290095525389643,6.0,46.333333333333336,9.333333333333334,38.0,3,2013
687,Viktor Troicki,15.0,0.6690872751499001,3.0,49.0,2.5,44.0,2,2013
688,Denis Istomin,11.0,0.6067415730337079,3.0,40.0,8.0,45.0,1,2013
689,Radek Stepanek,8.0,0.6914618959390092,1.0,32.0,3.6666666666666665,45.0,3,2013
690,Ivan Dodig,13.857142857142858,0.6169035298936066,2.7142857142857144,43.57142857142857,4.714285714285714,49.0,7,2013
691,Grega Zemlja,13.25,0.6157235396678626,4.25,55.25,8.25,51.0,4,2013
692,Michael Llodra,7.666666666666667,0.5652358839197311,3.0,23.666666666666668,1.6666666666666667,52.0,3,2013
693,Fernando Verdasco,10.666666666666666,0.6126657667667724,4.166666666666667,40.5,2.6666666666666665,54.0,6,2013
694,Igor Sijsling,11.0,0.5797846905035055,3.1666666666666665,34.166666666666664,3.6666666666666665,55.0,6,2013
695,Xavier Malisse,9.0,0.5901357650591997,2.75,36.25,5.25,56.0,4,2013
696,Daniel Brands,14.0,0.6521254355400696,2.0,56.0,3.0,56.0,2,2013
697,Robin Haase,9.0,0.6020408163265306,4.0,39.0,9.0,57.0,1,2013
698,Bernard Tomic,10.8,0.7470958056246578,0.6,65.4,7.4,59.0,5,2013
699,Roberto Bautista Agut,4.666666666666667,0.7489981954591755,2.0,52.0,6.333333333333333,60.0,3,2013
700,Albert Ramos,6.0,0.6458333333333334,3.0,28.0,0.0,61.0,1,2013
701,Lleyton Hewitt,6.333333333333333,0.52075421776059,3.6666666666666665,31.555555555555557,6.555555555555555,64.0,9,2013
702,Marinko Matosevic,11.0,0.6901408450704225,3.0,39.0,7.0,65.0,2,2013
703,Edouard Roger-Vasselin,10.0,0.7235772357723578,2.0,66.0,5.0,66.0,1,2013
704,Gael Monfils,7.0,0.6503125000000001,1.0,28.0,3.5,67.0,2,2013
705,Tobias Kamke,2.0,0.5769230769230769,3.0,24.0,2.0,68.0,1,2013
706,Paolo Lorenzi,3.0,0.5277777777777778,1.0,31.0,1.0,71.0,1,2013
707,Carlos Berlocq,2.0,0.76,0.0,30.0,0.0,72.0,1,2013
708,Evgeny Donskoy,7.0,0.6445170660856936,2.5,41.5,3.5,73.0,2,2013
709,Yen Hsun Lu,8.5,0.6676528599605522,2.0,58.5,9.0,74.0,2,2013
710,Adrian Mannarino,10.0,0.6597938144329897,4.0,46.0,6.0,75.0,1,2013
711,Andrey Kuznetsov,12.5,0.6072017592083563,2.0,44.0,7.0,77.0,2,2013
712,Guillermo Garcia Lopez,3.6666666666666665,0.504303857553024,4.0,26.666666666666668,3.6666666666666665,78.0,3,2013
713,Aljaz Bedene,14.0,0.5675675675675675,4.0,35.0,3.0,78.0,1,2013
714,Kenny De Schepper,13.0,0.6842891138802354,3.75,49.5,4.75,80.0,5,2013
715,Paul Henri Mathieu,26.0,0.6111111111111112,4.0,73.0,8.0,82.0,1,2013
716,Leonardo Mayer,9.0,0.6112700228832952,6.0,41.5,7.0,84.0,2,2013
717,Jack Sock,4.0,0.6190476190476191,1.0,12.0,0.0,84.0,1,2013
718,Ryan Harrison,11.0,0.6483516483516484,3.0,46.0,7.0,84.0,1,2013
719,Guillaume Rufin,6.0,0.4695652173913043,9.0,42.0,12.0,85.0,1,2013
720,Rajeev Ram,12.5,0.6401515151515151,1.0,42.5,2.5,86.0,2,2013
721,James Blake,7.0,0.5230769230769231,1.0,30.0,1.0,87.0,1,2013
722,Santiago Giraldo,11.0,0.7357954545454546,0.5,56.5,6.5,91.0,2,2013
723,Thiemo De Bakker,3.0,0.6515151515151515,1.0,33.0,4.0,91.0,1,2013
724,Vasek Pospisil,14.0,0.4153846153846154,3.0,25.0,4.0,93.0,1,2013
725,Michael Russell,0.3333333333333333,0.6594564762303506,3.0,40.333333333333336,6.666666666666667,95.0,3,2013
726,Rafael Nadal,8.666666666666666,0.7247642724361127,2.0,61.333333333333336,6.666666666666667,1.0,3,2014
727,Novak Djokovic,12.285714285714286,0.6667743533010496,1.7142857142857142,60.857142857142854,5.142857142857143,2.0,7,2014
728,Stan Wawrinka,13.571428571428571,0.5820646263262962,1.7142857142857142,34.57142857142857,1.5714285714285714,3.0,7,2014
729,Roger Federer,10.555555555555555,0.6893134270770553,1.1111111111111112,44.333333333333336,2.4444444444444446,4.0,10,2014
730,Andy Murray,9.4,0.6705955334987592,1.8,40.4,2.6,5.0,5,2014
731,Tomas Berdych,19.75,0.6021730341621184,3.5,49.25,2.75,6.0,4,2014
732,David Ferrer,10.0,0.7586206896551724,3.0,62.0,11.0,7.0,1,2014
733,Milos Raonic,29.4,0.6824978434363342,1.2,55.0,1.8,9.0,5,2014
734,Ernests Gulbis,22.0,0.6194690265486725,8.0,64.0,1.0,10.0,1,2014
735,John Isner,22.0,0.6784400366588113,1.0,46.25,2.25,11.0,4,2014
736,Kei Nishikori,6.4,0.6447055000812327,2.2,45.2,4.2,12.0,5,2014
737,Grigor Dimitrov,12.0,0.6621170374054104,3.7777777777777777,47.0,3.5555555555555554,13.0,10,2014
738,Richard Gasquet,10.0,0.7148419366968789,2.25,48.0,5.5,14.0,4,2014
739,Fabio Fognini,7.0,0.58624830322648,5.0,58.0,13.0,15.0,2,2014
740,Mikhail Youzhny,2.0,0.6301369863013698,1.0,34.0,3.0,16.0,1,2014
741,Jo-Wilfried Tsonga,20.25,0.6555432391991051,3.5,63.75,5.0,17.0,4,2014
742,Kevin Anderson,17.0,0.6522060601238546,3.6,52.0,5.4,18.0,5,2014
743,Alexandr Dolgopolov,19.5,0.6457632918023051,2.0,51.0,4.0,19.0,4,2014
744,Gael Monfils,13.0,0.7117911791179118,2.0,43.5,4.0,20.0,2,2014
745,Tommy Robredo,11.666666666666666,0.6966742369779753,2.0,63.666666666666664,4.666666666666667,22.0,3,2014
746,Roberto Bautista Agut,2.2857142857142856,0.7166107435400076,1.5714285714285714,49.0,7.0,23.0,7,2014
747,Fernando Verdasco,10.0,0.5575806451612904,9.0,36.0,7.0,23.0,2,2014
748,Feliciano Lopez,14.0,0.6305681744187622,2.5833333333333335,45.666666666666664,2.6666666666666665,25.0,12,2014
749,Jerzy Janowicz,14.5,0.5835839598997494,15.5,70.5,10.5,25.0,2,2014
750,Philipp Kohlschreiber,7.0,0.7179441584118998,0.75,41.0,2.75,27.0,4,2014
751,Marin Cilic,24.5,0.6451778296988577,2.75,60.5,4.75,29.0,4,2014
752,Marcel Granollers,19.0,0.6518987341772152,1.0,71.0,11.0,30.0,1,2014
753,Ivo Karlovic,15.0,0.6629775453304865,2.6,34.2,1.0,31.0,5,2014
754,Dmitry Tursunov,7.0,0.6437908496732027,1.5,29.0,2.5,32.0,2,2014
755,Santiago Giraldo,3.0,0.6592402902262058,0.5,56.5,9.5,35.0,2,2014
756,Vasek Pospisil,7.666666666666667,0.6518022603293921,2.6666666666666665,35.0,4.0,35.0,3,2014
757,Gilles Simon,10.0,0.579687612750018,2.0,40.666666666666664,0.6666666666666666,36.0,3,2014
758,Radek Stepanek,8.6,0.6836794539417855,2.0,39.0,3.0,38.0,5,2014
759,Nicolas Mahut,11.2,0.6301669799498747,3.4,30.8,1.4,40.0,5,2014
760,Jeremy Chardy,14.2,0.5973301101693351,3.6,50.6,6.2,42.0,5,2014
761,Lleyton Hewitt,4.142857142857143,0.5509732378688612,4.142857142857143,30.571428571428573,5.0,43.0,8,2014
762,Carlos Berlocq,6.0,0.696969696969697,0.0,18.0,2.0,44.0,1,2014
763,Denis Istomin,10.0,0.70204673354047,1.1666666666666667,47.666666666666664,4.333333333333333,45.0,6,2014
764,Julien Benneteau,7.5,0.7003988035892323,1.5,30.0,1.5,47.0,2,2014
765,Joao Sousa,2.75,0.676659962765594,0.75,31.25,4.75,47.0,4,2014
766,Yen Hsun Lu,6.0,0.6745738298212149,5.333333333333333,59.0,7.666666666666667,47.0,3,2014
767,Edouard Roger-Vasselin,7.8,0.662193813695691,3.0,42.0,4.4,50.0,5,2014
768,Lukas Rosol,7.0,0.6590909090909091,4.0,65.0,4.0,52.0,1,2014
769,Jurgen Melzer,4.0,0.6818080470254383,1.6666666666666667,47.0,7.0,52.0,3,2014
770,Robin Haase,12.5,0.6527185501066098,1.0,50.5,2.5,52.0,2,2014
771,Nick Kyrgios,,,,,,53.0,2,2014
772,Martin Klizan,3.5,0.5417991821899136,2.0,27.5,3.0,57.0,2,2014
773,Marinko Matosevic,7.5,0.6410194457382394,1.5,35.75,3.5,58.0,4,2014
774,Teymuraz Gabashvili,9.0,0.5826086956521739,3.0,51.0,5.0,61.0,1,2014
775,Jarkko Nieminen,4.5,0.7075848761813819,1.5,46.0,4.0,62.0,4,2014
776,Steve Johnson,8.0,0.6268848875183024,1.25,27.0,0.75,63.0,5,2014
777,Mikhail Kukushkin,7.0,0.6045751633986929,1.0,41.5,8.0,63.0,2,2014
778,Leonardo Mayer,15.333333333333334,0.6255805408583187,4.333333333333333,62.666666666666664,8.333333333333334,64.0,3,2014
779,Benjamin Becker,9.8,0.6329892925061291,3.4,44.0,6.0,65.0,5,2014
780,Jan Lennard Struff,5.0,0.6111111111111112,2.0,26.0,3.0,65.0,1,2014
781,Kenny De Schepper,12.0,0.7611111111111111,2.5,42.5,3.0,66.0,2,2014
782,Sam Querrey,17.333333333333332,0.6731650792236871,2.5,44.166666666666664,3.0,67.0,6,2014
783,Jiri Vesely,7.5,0.5931952662721893,4.0,49.5,3.5,68.0,2,2014
784,Donald Young,1.0,0.5625,1.0,23.0,0.0,69.0,1,2014
785,Alejandro Falla,5.75,0.619456441665678,3.5,41.25,6.0,69.0,4,2014
786,Lukasz Kubot,23.5,0.5515636190021485,9.0,56.5,7.0,72.0,2,2014
787,Jack Sock,8.0,0.5916320683524552,5.0,41.0,4.75,76.0,4,2014
788,Adrian Mannarino,7.5,0.7160432630906769,1.75,33.25,2.75,81.0,4,2014
789,Bernard Tomic,11.0,0.7119816028484759,1.6666666666666667,39.666666666666664,3.3333333333333335,82.0,3,2014
790,Dusan Lajovic,12.0,0.7235294117647059,3.0,85.0,16.0,84.0,1,2014
791,Dustin Brown,13.0,0.6212292609351433,5.5,27.5,2.0,85.0,2,2014
792,Matthew Ebden,4.0,0.6022727272727273,6.0,39.0,7.0,86.0,1,2014
793,Lukas Lacko,4.5,0.6306796116504854,2.5,39.0,3.5,87.0,2,2014
794,Sergiy Stakhovsky,8.4,0.6627155537376612,2.4,33.8,2.0,88.0,5,2014
795,Tobias Kamke,6.0,0.660377358490566,2.0,28.0,2.0,90.0,1,2014
796,Blaz Rola,4.0,0.6375,4.0,41.0,7.0,92.0,1,2014
797,Paul Henri Mathieu,9.0,0.6101694915254238,2.0,31.0,0.0,92.0,1,2014
798,Andreas Haider Maurer,7.0,0.6136363636363636,4.0,45.0,6.0,95.0,1,2014
799,Victor Estrella,12.0,0.6239316239316239,4.0,57.0,5.0,95.0,1,2014
800,Sam Groth,,,,,,97.0,1,2014
801,Dudi Sela,5.5,0.5911172161172161,2.5,25.0,0.5,98.0,2,2014
802,Novak Djokovic,11.0,0.7051211634653987,1.5714285714285714,56.0,4.571428571428571,1.0,7,2015
803,Roger Federer,10.363636363636363,0.6845194484450405,1.2727272727272727,44.45454545454545,1.4545454545454546,2.0,11,2015
804,Andy Murray,7.8,0.6589253519804726,1.9,42.5,4.0,3.0,12,2015
805,Stan Wawrinka,15.2,0.5828218645019921,4.0,43.8,2.6,4.0,5,2015
806,Kei Nishikori,8.5,0.6194756330625896,2.75,43.25,5.0,5.0,4,2015
807,Tomas Berdych,11.2,0.6058719831106844,2.0,43.8,3.2,6.0,5,2015
808,Milos Raonic,26.75,0.6651689179285912,5.25,57.25,4.5,8.0,4,2015
809,Marin Cilic,20.857142857142858,0.6379373334886775,3.2857142857142856,64.0,6.285714285714286,9.0,7,2015
810,Rafael Nadal,6.6,0.665285801450784,3.0,43.8,6.4,10.0,5,2015
811,Gilles Simon,4.444444444444445,0.586452110615608,1.5555555555555556,42.666666666666664,4.888888888888889,11.0,10,2015
812,Grigor Dimitrov,12.0,0.6146167557932264,2.3333333333333335,45.333333333333336,5.0,11.0,3,2015
813,Jo-Wilfried Tsonga,27.5,0.6681883279627641,4.0,65.0,5.5,12.0,2,2015
814,Kevin Anderson,25.0,0.6427680779193581,3.142857142857143,50.57142857142857,3.0,14.0,7,2015
815,Feliciano Lopez,14.333333333333334,0.6757886956859999,1.3333333333333333,35.0,1.3333333333333333,14.0,3,2015
816,David Goffin,10.833333333333334,0.5758119423626944,4.0,37.5,4.666666666666667,15.0,6,2015
817,Gael Monfils,12.833333333333334,0.67190462845815,2.0,41.666666666666664,2.6666666666666665,16.0,6,2015
818,John Isner,29.5,0.7541564778419259,1.5,57.75,1.25,17.0,4,2015
819,Richard Gasquet,6.666666666666667,0.6280620401810979,2.5,48.833333333333336,4.333333333333333,19.0,6,2015
820,Tommy Robredo,7.0,0.5486725663716814,3.0,44.0,8.0,20.0,1,2015
821,Leonardo Mayer,9.5,0.6853430743048434,1.75,45.75,2.0,21.0,4,2015
822,Roberto Bautista Agut,5.333333333333333,0.711976911976912,3.3333333333333335,52.0,4.333333333333333,22.0,3,2015
823,Pablo Cuevas,4.0,0.475,6.0,25.0,10.0,23.0,1,2015
824,Ivo Karlovic,30.181818181818183,0.6773612091442683,3.3636363636363638,57.81818181818182,1.2727272727272727,24.0,11,2015
825,Bernard Tomic,9.25,0.715263227826973,1.75,48.25,4.75,24.0,4,2015
826,Viktor Troicki,13.1,0.6685179227427411,2.4,46.7,4.4,24.0,10,2015
827,Andreas Seppi,5.714285714285714,0.6105699331162799,1.0,29.0,4.142857142857143,27.0,7,2015
828,Fabio Fognini,1.0,0.5783132530120482,4.0,33.0,6.0,28.0,1,2015
829,Philipp Kohlschreiber,5.0,0.5812772133526851,1.5,26.0,2.0,29.0,2,2015
830,Nick Kyrgios,20.666666666666668,0.6489437592047128,4.333333333333333,54.0,2.6666666666666665,29.0,3,2015
831,Dominic Thiem,11.0,0.6013957307060755,2.0,39.5,4.0,30.0,2,2015
832,Adrian Mannarino,5.5,0.6141469416327792,2.0,36.0,4.333333333333333,32.0,6,2015
833,Guillermo Garcia Lopez,3.5,0.4809484649122807,4.5,24.5,3.0,34.0,2,2015
834,Juan Monaco,5.0,0.7471264367816092,5.0,51.0,7.0,35.0,1,2015
835,Sam Querrey,19.666666666666668,0.6177344235432628,2.5,42.0,3.5,36.0,6,2015
836,Pablo Andujar,8.0,0.6205036793272087,5.0,64.5,9.5,37.0,2,2015
837,Jack Sock,6.0,0.7011073573573574,4.333333333333333,23.666666666666668,2.3333333333333335,39.0,3,2015
838,Borna Coric,5.5,0.6070368334249587,5.0,59.5,11.5,40.0,2,2015
839,Lukas Rosol,14.0,0.5535714285714286,10.0,48.0,7.0,41.0,1,2015
840,Fernando Verdasco,17.25,0.6170733194001716,7.5,67.75,8.25,42.0,4,2015
841,Joao Sousa,1.5,0.6186166774402069,2.0,42.0,4.5,44.0,2,2015
842,Jiri Vesely,8.0,0.654434250764526,2.0,39.0,3.0,45.0,2,2015
843,Gilles Muller,18.4,0.6040281207142101,3.0,38.8,2.4,48.0,5,2015
844,Victor Estrella,11.0,0.5945945945945946,6.0,54.0,7.0,48.0,1,2015
845,Steve Johnson,18.333333333333332,0.6314293373202852,4.0,50.333333333333336,5.666666666666667,49.0,3,2015
846,Sergiy Stakhovsky,7.5,0.5826100932176148,1.5,25.0,3.5,49.0,2,2015
847,Jerzy Janowicz,7.666666666666667,0.7129019435553046,4.666666666666667,49.0,8.333333333333334,50.0,3,2015
848,Vasek Pospisil,16.4,0.6202366738904571,4.6,64.0,4.8,52.0,5,2015
849,Marcos Baghdatis,8.142857142857142,0.5879768204979838,3.4285714285714284,36.285714285714285,4.428571428571429,54.0,7,2015
850,Andreas Haider Maurer,11.0,0.6785714285714286,2.0,34.0,3.0,55.0,1,2015
851,Simone Bolelli,7.333333333333333,0.7015619001434604,1.3333333333333333,41.666666666666664,3.3333333333333335,56.0,3,2015
852,Mikhail Kukushkin,7.0,0.5508474576271186,2.0,45.0,16.0,59.0,2,2015
853,Santiago Giraldo,6.0,0.7163686675180928,1.0,31.5,6.0,60.0,3,2015
854,Yen Hsun Lu,8.0,0.6150760478346685,1.3333333333333333,29.0,3.3333333333333335,61.0,3,2015
