,winner_name,w_ace,w_1stIn%,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
282,Nicolas Almagro,8.0,0.5344827586206896,4.0,46.0,12.0,12.0,1,2008
283,Tomas Berdych,16.0,0.5901715568382234,3.6666666666666665,52.666666666666664,6.0,12.0,3,2008
284,Fernando Gonzalez,10.666666666666666,0.6347971800971355,2.3333333333333335,40.0,2.3333333333333335,14.0,3,2008
285,Radek Stepanek,10.0,0.6761749219299199,3.6666666666666665,48.0,5.333333333333333,15.0,3,2008
286,Paul Henri Mathieu,6.666666666666667,0.5767641794325858,3.6666666666666665,43.0,5.0,16.0,3,2008
287,Mikhail Youzhny,9.25,0.6231578614097412,2.25,57.25,7.75,17.0,4,2008
288,Fernando Verdasco,5.75,0.719051803506881,2.0,33.375,4.375,18.0,8,2008
289,Tommy Robredo,7.0,0.626984126984127,4.0,59.0,7.0,19.0,1,2008
290,Ivo Karlovic,18.571428571428573,0.6894073165888971,1.8571428571428572,41.857142857142854,1.2857142857142858,22.0,7,2008
291,Juan Carlos Ferrero,7.0,0.7258064516129032,5.0,65.0,10.0,23.0,1,2008
292,Marcos Baghdatis,7.4,0.5291158449700769,3.8,36.0,3.6,23.0,5,2008
293,Ivan Ljubicic,8.0,0.5606060606060606,2.0,28.0,1.0,26.0,1,2008
294,Lleyton Hewitt,11.5,0.5922702153025177,2.1666666666666665,38.166666666666664,2.3333333333333335,27.0,6,2008
295,Jarkko Nieminen,3.0,0.7142857142857143,0.0,14.0,1.0,28.0,1,2008
296,Gilles Simon,6.0,0.6225961538461539,1.5,42.5,2.75,29.0,4,2008
297,Andreas Seppi,8.4,0.6280681843122359,3.2,51.0,8.0,30.0,5,2008
298,Dmitry Tursunov,12.0,0.6054047259929614,4.333333333333333,51.333333333333336,2.3333333333333335,31.0,3,2008
299,Nicolas Kiefer,8.0,0.6144037902242236,1.8,30.8,2.6,32.0,5,2008
300,Gael Monfils,8.666666666666666,0.6566192511620302,1.6666666666666667,37.333333333333336,4.0,32.0,3,2008
301,Michael Llodra,14.5,0.6389961389961389,3.5,52.0,4.0,35.0,2,2008
302,Feliciano Lopez,23.25,0.6656979508391575,2.75,63.5,5.75,35.0,4,2008
303,Mardy Fish,14.0,0.5805860805860806,3.0,28.5,0.5,36.0,2,2008
304,Igor Andreev,14.0,0.5986218776916451,2.5,40.0,3.0,37.0,2,2008
305,Tommy Haas,9.666666666666666,0.6608709273182957,4.0,50.0,4.333333333333333,37.0,3,2008
306,Janko Tipsarevic,11.8,0.602918558405546,2.4,47.2,4.8,39.0,5,2008
307,Philipp Kohlschreiber,8.0,0.6106652130594713,2.25,33.0,3.75,40.0,4,2008
308,Robin Soderling,11.0,0.6237067308495879,1.6666666666666667,40.0,4.666666666666667,41.0,3,2008
309,Jurgen Melzer,10.25,0.6264051369663896,2.5,56.75,8.25,41.0,5,2008
310,Sam Querrey,10.0,0.6363636363636364,1.0,29.0,0.0,42.0,1,2008
311,Mario Ancic,13.75,0.6394433984402326,2.875,50.0,4.25,43.0,8,2008
312,Julien Benneteau,7.0,0.6444444444444445,2.0,26.0,0.0,44.0,1,2008
313,Guillermo Canas,5.333333333333333,0.6011904761904762,2.3333333333333335,27.666666666666668,3.0,46.0,3,2008
314,Nicolas Mahut,21.0,0.6438214630114341,5.5,50.0,2.0,46.0,2,2008
315,Simone Bolelli,9.0,0.6725138364524553,2.0,53.0,6.666666666666667,46.0,3,2008
316,Ernests Gulbis,11.0,0.6932839705688113,2.0,58.0,4.333333333333333,48.0,3,2008
317,Agustin Calleri,11.0,0.5932203389830508,5.0,59.0,7.0,49.0,1,2008
318,Marcel Granollers,2.0,0.85,0.0,12.0,1.0,51.0,1,2008
319,Fabrice Santoro,2.6,0.6425143026086422,1.0,31.2,3.0,52.0,5,2008
320,Steve Darcis,6.5,0.552148033126294,1.5,27.0,2.0,52.0,2,2008
321,Marc Gicquel,7.166666666666667,0.6065818952720082,1.3333333333333333,40.166666666666664,5.666666666666667,53.0,6,2008
322,Marin Cilic,12.428571428571429,0.5712354003955336,3.0,44.714285714285715,5.285714285714286,55.0,7,2008
323,Robby Ginepri,13.0,0.7230769230769231,1.0,40.0,1.0,59.0,1,2008
324,Sebastien Grosjean,5.0,0.5686335403726708,1.0,31.0,5.5,60.0,2,2008
325,Eduardo Schwank,2.0,0.6533333333333333,2.0,38.0,5.0,61.0,1,2008
326,Juan Martin del Potro,8.25,0.6420186513577318,2.25,30.5,5.5,62.0,4,2008
327,Thomas Johansson,9.5,0.6252542865446091,4.5,54.0,8.0,63.0,3,2008
328,Olivier Rochus,0.0,0.5779816513761468,3.0,47.0,12.0,67.0,1,2008
329,Thomaz Bellucci,17.0,0.6031746031746031,5.0,56.0,7.0,68.0,1,2008
330,Albert Montanes,2.0,0.6730769230769231,5.0,52.0,8.0,69.0,1,2008
331,Ivo Minar,12.0,0.6521739130434783,1.0,33.0,6.0,71.0,1,2008
332,Florent Serra,6.0,0.6736111111111112,1.0,66.0,11.0,74.0,1,2008
333,Marat Safin,10.333333333333334,0.5716852150793433,3.3333333333333335,47.5,7.0,75.0,6,2008
334,Chris Guccione,19.0,0.7142857142857143,2.0,60.0,4.0,79.0,1,2008
335,Victor Hanescu,10.0,0.6785714285714286,3.0,55.0,5.0,81.0,1,2008
336,Martin Vassallo Arguello,4.0,0.6532258064516129,6.0,55.0,7.0,84.0,1,2008
337,John Isner,11.0,0.8125,1.0,40.0,0.0,84.0,1,2008
338,Igor Kunitsyn,0.0,0.5641025641025641,1.0,18.0,1.0,85.0,1,2008
339,Viktor Troicki,6.25,0.6023356911287946,3.0,30.5,1.5,89.0,4,2008
340,Mischa Zverev,8.0,0.7209637656232083,1.6666666666666667,43.666666666666664,5.333333333333333,92.0,3,2008
341,Donald Young,3.0,0.5376344086021505,7.0,37.0,8.0,93.0,1,2008
342,Rainer Schuettler,8.833333333333334,0.5690242886350932,4.0,56.0,7.166666666666667,94.0,6,2008
343,Frank Dancevic,11.0,0.6117616760962932,3.5,43.0,8.25,95.0,4,2008
344,Vincent Spadea,3.6666666666666665,0.5743825504446938,2.0,31.666666666666668,4.666666666666667,100.0,3,2008
345,Roger Federer,18.142857142857142,0.6741424197346971,1.7142857142857142,61.857142857142854,2.7142857142857144,2.0,7,2009
346,Andy Murray,11.2,0.6119125354673731,1.7,38.1,2.4,3.0,10,2009
347,Novak Djokovic,10.5,0.6575467436983007,2.625,40.625,5.125,4.0,8,2009
348,Juan Martin del Potro,10.0,0.6949152542372882,0.0,35.0,0.0,5.0,1,2009
349,Andy Roddick,23.666666666666668,0.7014228621524434,1.8888888888888888,58.333333333333336,2.888888888888889,6.0,9,2009
350,Gilles Simon,12.75,0.5988314661617291,2.75,45.5,6.25,7.0,4,2009
351,Fernando Verdasco,15.0,0.7167159600979851,4.5,55.25,2.25,8.0,4,2009
352,Jo-Wilfried Tsonga,11.5,0.6734601449275363,2.5,50.0,2.0,9.0,3,2009
353,Fernando Gonzalez,16.0,0.6237365883999377,5.0,60.0,4.0,10.0,2,2009
354,Nikolay Davydenko,5.0,0.675829475308642,3.0,39.0,3.5,11.0,2,2009
355,Robin Soderling,20.666666666666668,0.6376338907385625,3.0,61.333333333333336,3.6666666666666665,12.0,3,2009
356,Marin Cilic,12.5,0.6085585585585586,5.0,62.5,9.5,13.0,2,2009
357,Gael Monfils,4.0,0.7078651685393258,3.0,49.0,5.0,14.0,1,2009
358,Tommy Robredo,12.0,0.627836192584394,4.0,72.5,7.5,15.0,2,2009
359,James Blake,5.0,0.6056418706842436,1.0,28.5,2.0,16.0,4,2009
360,Stan Wawrinka,12.666666666666666,0.5945539498997204,2.3333333333333335,46.0,4.666666666666667,18.0,3,2009
361,David Ferrer,4.5,0.6259313105383761,2.25,35.5,8.0,19.0,4,2009
362,Tomas Berdych,11.75,0.6035117288924703,1.75,38.75,3.0,20.0,4,2009
363,Radek Stepanek,9.666666666666666,0.6433831543027754,4.0,61.0,6.333333333333333,23.0,3,2009
364,Philipp Kohlschreiber,10.2,0.6438224810620369,2.2,45.2,4.6,24.0,5,2009
365,Mardy Fish,11.25,0.6983000324565675,0.75,39.75,3.0,25.0,4,2009
366,Igor Andreev,13.333333333333334,0.6151180456523968,2.6666666666666665,54.333333333333336,6.0,26.0,3,2009
367,Dmitry Tursunov,5.166666666666667,0.6200496916311136,3.0,39.833333333333336,4.5,27.0,6,2009
368,Jurgen Melzer,9.75,0.5818617724867725,2.25,31.0,3.5,28.0,4,2009
369,Victor Hanescu,11.5,0.6759729272419628,0.5,69.5,5.5,28.0,2,2009
370,Rainer Schuettler,4.6,0.6797445113734153,3.0,45.8,6.0,29.0,5,2009
371,Ivo Karlovic,30.714285714285715,0.7155032440344529,2.142857142857143,60.42857142857143,2.0,29.0,7,2009
372,Feliciano Lopez,15.5,0.6043360433604337,3.5,47.0,4.5,30.0,2,2009
373,Viktor Troicki,17.5,0.6040229885057471,7.5,55.5,9.5,31.0,2,2009
374,Albert Montanes,7.5,0.6208921179352876,3.0,51.5,10.0,33.0,2,2009
375,Nicolas Kiefer,5.0,0.5084745762711864,3.0,25.0,6.0,34.0,1,2009
376,Fabrice Santoro,2.7142857142857144,0.5472107405067422,1.5714285714285714,27.428571428571427,4.428571428571429,34.0,7,2009
377,Tommy Haas,8.9,0.6367826207444756,6.3,48.9,5.2,34.0,10,2009
378,Paul Henri Mathieu,10.5,0.6035820895522388,3.5,42.0,3.0,37.0,2,2009
379,Igor Kunitsyn,6.0,0.5438371239911959,3.0,22.0,3.5,39.0,2,2009
380,Sam Querrey,15.75,0.6431324734547273,3.25,38.25,2.0,39.0,8,2009
381,Marc Gicquel,6.0,0.5904365904365905,2.0,30.0,2.5,40.0,2,2009
382,Guillermo Garcia Lopez,8.166666666666666,0.6338995410363918,3.8333333333333335,36.666666666666664,3.5,42.0,6,2009
383,Jeremy Chardy,8.0,0.5699760765550239,3.5,28.5,1.5,43.0,2,2009
384,Mikhail Youzhny,1.0,0.5921452568820188,0.6666666666666666,26.0,4.666666666666667,44.0,3,2009
385,Mischa Zverev,4.666666666666667,0.6973607038123166,1.6666666666666667,39.333333333333336,6.666666666666667,45.0,3,2009
386,Dudi Sela,1.0,0.6409833128583129,2.2,43.8,7.4,46.0,5,2009
387,Andreas Seppi,8.0,0.6420454545454546,3.0,58.333333333333336,8.666666666666666,48.0,3,2009
388,Philipp Petzschner,13.75,0.546107064020585,6.75,50.25,8.0,48.0,4,2009
389,Nicolas Almagro,30.5,0.548013923013923,9.0,75.0,10.5,48.0,2,2009
390,Lleyton Hewitt,10.0,0.5515942100613291,3.8333333333333335,37.5,5.0,49.0,6,2009
391,Benjamin Becker,11.125,0.5968254129087016,2.0,33.875,4.0,49.0,8,2009
392,Janko Tipsarevic,9.666666666666666,0.5729619393828194,3.3333333333333335,35.0,3.0,51.0,3,2009
393,Andreas Beck,7.0,0.6225117096018735,3.0,30.0,2.5,53.0,2,2009
394,Florent Serra,2.0,0.6265060240963856,3.0,37.0,10.0,56.0,1,2009
395,Martin Vassallo Arguello,4.0,0.7029702970297029,1.0,51.0,6.0,57.0,1,2009
396,Simone Bolelli,18.0,0.6551724137931034,5.0,85.0,11.0,63.0,1,2009
397,Leonardo Mayer,8.0,0.599990191462649,0.6666666666666666,28.0,3.0,64.0,3,2009
398,Yen Hsun Lu,6.0,0.6372549019607843,7.0,46.0,11.0,64.0,1,2009
399,Fabio Fognini,7.0,0.6581196581196581,4.0,51.0,9.0,66.0,1,2009
400,Oscar Hernandez,8.0,0.6101694915254238,3.0,29.0,3.0,67.0,1,2009
401,Juan Carlos Ferrero,8.75,0.6282568466155183,1.625,44.625,5.125,70.0,8,2009
402,Steve Darcis,4.666666666666667,0.6249359269523818,0.3333333333333333,36.333333333333336,2.0,73.0,4,2009
403,Ernests Gulbis,11.0,0.5625,6.0,36.0,2.0,74.0,1,2009
404,Andrey Golubev,6.0,0.5862068965517241,5.0,40.0,5.0,74.0,1,2009
405,Ivan Ljubicic,12.666666666666666,0.673872992366143,1.6666666666666667,37.0,2.6666666666666665,75.0,3,2009
406,Ivo Minar,9.0,0.696969696969697,0.0,53.0,4.0,78.0,1,2009
407,Frederico Gil,1.0,0.7346938775510204,0.0,29.0,2.0,78.0,1,2009
408,Denis Istomin,9.0,0.64010064010064,3.3333333333333335,40.0,4.333333333333333,79.0,3,2009
409,Julien Benneteau,6.5,0.7386569872958257,1.5,38.5,5.0,80.0,2,2009
410,Potito Starace,3.0,0.7843137254901961,0.0,36.0,0.0,80.0,1,2009
411,Marcos Baghdatis,5.5,0.5253283302063789,2.0,21.5,1.5,81.0,2,2009
412,Kevin Kim,5.5,0.44931773879142295,9.5,30.5,6.0,81.0,2,2009
413,Ivan Navarro,9.666666666666666,0.6132488980857757,5.0,39.333333333333336,7.333333333333333,81.0,3,2009
414,Kristof Vliegen,12.666666666666666,0.6449435369211991,4.0,50.666666666666664,7.666666666666667,82.0,3,2009
415,Sergiy Stakhovsky,10.0,0.6576576576576577,6.0,58.0,10.0,87.0,1,2009
416,Victor Crivoi,5.0,0.6713286713286714,1.0,62.0,10.0,87.0,1,2009
417,Gilles Muller,22.0,0.7246376811594203,5.0,43.0,4.0,95.0,1,2009
418,Nicolas Devilder,13.0,0.653179190751445,4.0,74.0,16.0,96.0,1,2009
419,Alberto Martin,5.0,0.6075949367088608,3.0,33.0,5.0,97.0,1,2009
420,Daniel Gimeno Traver,5.0,0.6975308641975309,6.0,87.0,6.0,98.0,1,2009
421,Rafael Nadal,6.888888888888889,0.6821262084827818,2.0,50.55555555555556,3.2222222222222223,1.0,9,2010
422,Roger Federer,11.25,0.650141384029242,2.25,42.375,3.625,2.0,8,2010
423,Novak Djokovic,8.833333333333334,0.6259337226896945,5.333333333333333,44.166666666666664,5.5,3.0,6,2010
424,Andy Murray,13.333333333333334,0.5704483525303958,1.5,39.666666666666664,3.5,4.0,6,2010
425,Nikolay Davydenko,6.0,0.6878382811218632,4.5,69.0,7.0,5.0,2,2010
426,Robin Soderling,15.5,0.6315048806169783,5.25,52.5,4.0,6.0,4,2010
427,Andy Roddick,19.5,0.7254045665320981,1.0,51.25,3.25,7.0,4,2010
428,Jo-Wilfried Tsonga,21.25,0.6312448344352051,3.75,66.0,5.5,10.0,4,2010
429,David Ferrer,15.0,0.6513852983418201,2.6666666666666665,60.333333333333336,8.0,11.0,3,2010
430,Marin Cilic,7.0,0.5949367088607594,4.0,43.0,1.0,12.0,1,2010
431,Tomas Berdych,16.333333333333332,0.5777203554372201,3.8333333333333335,57.333333333333336,4.833333333333333,13.0,6,2010
432,Mikhail Youzhny,7.0,0.6506849315068494,4.0,60.0,11.0,14.0,1,2010
433,Jurgen Melzer,12.75,0.6227501859624887,4.5,57.75,7.25,16.0,4,2010
434,Nicolas Almagro,8.0,0.6533333333333333,2.0,35.0,8.0,18.0,1,2010
435,Sam Querrey,15.0,0.664615081711907,2.6666666666666665,47.0,3.7777777777777777,19.0,9,2010
436,John Isner,113.0,0.7352342158859471,10.0,292.0,3.0,19.0,1,2010
437,Gael Monfils,24.0,0.6391666666666667,4.0,56.5,4.0,20.0,2,2010
438,Thomaz Bellucci,16.5,0.5437126164974266,3.0,55.0,9.5,24.0,2,2010
439,Lleyton Hewitt,8.0,0.5861405239026206,2.125,35.625,3.5,26.0,8,2010
440,Feliciano Lopez,14.0,0.5897790889405408,1.8,39.6,4.8,30.0,5,2010
441,Albert Montanes,8.5,0.6662434758075892,2.0,65.5,4.5,31.0,2,2010
442,Gilles Simon,6.0,0.5459344547128673,6.333333333333333,47.666666666666664,6.666666666666667,32.0,4,2010
443,Philipp Kohlschreiber,14.0,0.6766843619144136,3.5,60.25,6.0,35.0,4,2010
444,Michael Llodra,11.222222222222221,0.6414975703565639,1.6666666666666667,33.77777777777778,3.2222222222222223,37.0,9,2010
445,Julien Benneteau,12.285714285714286,0.6771236946032656,3.857142857142857,52.285714285714285,8.571428571428571,38.0,7,2010
446,Victor Hanescu,18.5,0.7215043839409322,3.0,80.0,14.5,38.0,2,2010
447,Viktor Troicki,13.0,0.55,5.5,38.5,6.0,39.0,2,2010
448,Philipp Petzschner,8.8,0.6101576375349265,3.8,43.8,6.6,41.0,5,2010
449,Guillermo Garcia Lopez,5.75,0.555143790658035,4.25,36.0,6.25,41.0,4,2010
450,Horacio Zeballos,9.0,0.6551724137931034,3.0,46.0,8.0,42.0,1,2010
451,Alexandr Dolgopolov,14.0,0.6119350029815146,2.25,35.0,4.5,43.0,4,2010
452,Thiemo De Bakker,19.333333333333332,0.6817089817089818,1.6666666666666667,64.0,2.0,44.0,3,2010
453,Richard Gasquet,5.0,0.6842105263157894,1.0,31.5,5.0,45.0,2,2010
454,Benjamin Becker,11.428571428571429,0.6596495401801704,1.1428571428571428,32.857142857142854,2.0,48.0,7,2010
455,Janko Tipsarevic,10.0,0.5789852514663231,1.25,34.0,4.0,51.0,4,2010
456,Lukasz Kubot,17.0,0.75,4.0,58.0,5.0,53.0,1,2010
457,Jeremy Chardy,23.5,0.5492749731471536,6.5,63.0,6.5,55.0,2,2010
458,Santiago Giraldo,6.25,0.7006705031413336,1.5,40.75,6.75,56.0,4,2010
459,Florian Mayer,6.0,0.6720079410096427,2.5,61.5,8.0,59.0,2,2010
460,Dudi Sela,3.5,0.6287467061923584,1.5,34.5,1.5,60.0,4,2010
461,Marco Chiudinelli,12.0,0.5121951219512195,7.0,32.0,9.0,61.0,1,2010
462,Xavier Malisse,10.875,0.6151976390917988,2.0,42.125,5.125,63.0,8,2010
463,Florent Serra,5.0,0.5591397849462365,3.0,39.0,2.0,64.0,1,2010
464,Olivier Rochus,2.0,0.6431379698923558,1.5,27.5,4.75,65.0,4,2010
465,Alejandro Falla,3.0,0.6114317780984447,3.0,30.333333333333332,4.666666666666667,65.0,3,2010
466,Paul Henri Mathieu,13.0,0.5186214953271028,5.333333333333333,56.0,7.0,66.0,3,2010
467,Jarkko Nieminen,7.0,0.7428571428571429,4.0,70.0,11.0,67.0,1,2010
468,Simon Greul,2.0,0.6594444444444445,2.0,31.0,6.0,67.0,2,2010
469,Andreas Seppi,11.0,0.6702127659574468,2.0,53.0,3.0,69.0,1,2010
470,Denis Istomin,5.285714285714286,0.6976666880138336,1.0,38.857142857142854,3.5714285714285716,70.0,7,2010
471,Robby Ginepri,5.0,0.7205882352941176,1.0,35.0,7.0,70.0,1,2010
472,Sergiy Stakhovsky,6.0,0.6377754057148941,0.4,27.6,2.4,71.0,5,2010
473,Rainer Schuettler,2.0,0.6224935022864136,1.0,31.6,3.4,72.0,6,2010
474,Mardy Fish,12.181818181818182,0.5960826230816987,1.0909090909090908,32.27272727272727,2.0,73.0,11,2010
475,Illya Marchenko,5.0,0.6368421052631579,3.3333333333333335,32.333333333333336,7.333333333333333,74.0,3,2010
476,Lukas Lacko,7.666666666666667,0.6661004613393823,2.0,41.0,6.666666666666667,75.0,3,2010
477,Andreas Beck,6.0,0.5844811676558724,4.666666666666667,35.333333333333336,4.666666666666667,76.0,3,2010
478,Stephane Robert,7.0,0.6891891891891891,3.0,42.0,3.0,76.0,1,2010
479,Evgeny Korolev,9.0,0.5793650793650794,1.0,55.0,8.0,77.0,1,2010
480,Fabio Fognini,7.666666666666667,0.5983164786449452,8.0,64.33333333333333,8.0,80.0,3,2010
481,Yen Hsun Lu,15.2,0.6175380405461566,3.2,49.6,3.6,82.0,5,2010
482,Peter Luczak,11.666666666666666,0.6902033405954975,2.6666666666666665,46.333333333333336,3.6666666666666665,83.0,3,2010
483,Teymuraz Gabashvili,14.0,0.6336633663366337,5.0,51.0,5.0,84.0,1,2010
484,Marcel Granollers,9.333333333333334,0.5916994072236008,2.3333333333333335,34.666666666666664,5.333333333333333,84.0,3,2010
485,Arnaud Clement,10.0,0.6358306537456117,2.6666666666666665,52.666666666666664,3.6666666666666665,86.0,3,2010
486,Karol Beck,13.0,0.6346153846153846,3.0,49.0,8.0,88.0,1,2010
487,Rajeev Ram,10.5,0.605478750640041,3.5,38.0,6.5,93.0,2,2010
488,Michal Przysiezny,14.0,0.6804123711340206,3.0,53.0,4.0,94.0,1,2010
489,Kevin Anderson,17.0,0.6018518518518519,3.0,48.0,9.0,95.0,1,2010
490,Paolo Lorenzi,6.0,0.7166666666666667,1.0,34.0,2.0,96.0,1,2010
491,Taylor Dent,17.0,0.59375,11.0,74.0,4.0,97.0,1,2010
492,Daniel Brands,18.75,0.6789582583888445,2.75,54.75,2.75,98.0,4,2010
493,Rafael Nadal,7.125,0.6781041933042323,1.5,48.5,4.75,1.0,8,2011
494,Novak Djokovic,8.714285714285714,0.6915994138637297,2.2857142857142856,50.42857142857143,4.0,2.0,7,2011
495,Roger Federer,12.75,0.6709492965207964,0.5,48.75,4.0,3.0,6,2011
496,Andy Murray,12.0,0.6100297358316763,2.3333333333333335,40.77777777777778,2.888888888888889,4.0,10,2011
497,Robin Soderling,18.0,0.614904326442788,5.5,75.5,14.0,5.0,2,2011
498,David Ferrer,4.333333333333333,0.6734342315737664,2.6666666666666665,52.666666666666664,5.0,6.0,3,2011
499,Tomas Berdych,12.0,0.5816313739292057,1.3333333333333333,36.0,2.1666666666666665,7.0,6,2011
500,Gael Monfils,10.0,0.6614439853076217,2.2,38.8,4.0,8.0,5,2011
501,Mardy Fish,18.25,0.6364575723276912,2.0,52.25,2.5,9.0,4,2011
502,Andy Roddick,14.2,0.7008883569067901,1.8,43.2,1.8,10.0,5,2011
503,Jurgen Melzer,8.5,0.6247393117831074,3.0,61.5,8.0,11.0,2,2011
504,Viktor Troicki,12.333333333333334,0.6293650793650793,4.666666666666667,35.0,4.333333333333333,12.0,3,2011
505,Richard Gasquet,11.666666666666666,0.668532085198752,1.6666666666666667,44.0,6.0,13.0,3,2011
506,Stan Wawrinka,11.0,0.6025641025641025,1.0,40.0,0.0,14.0,2,2011
507,Nicolas Almagro,21.5,0.6365546218487395,1.5,70.0,1.5,15.0,2,2011
508,Gilles Simon,5.0,0.5421768707482992,1.0,49.0,8.0,16.0,2,2011
509,Mikhail Youzhny,8.666666666666666,0.6790895061728395,2.0,62.333333333333336,7.666666666666667,17.0,3,2011
510,Florian Mayer,10.666666666666666,0.6889874343030572,2.0,54.666666666666664,6.333333333333333,18.0,3,2011
511,Jo-Wilfried Tsonga,15.1,0.6764556053884635,3.6,44.9,5.1,19.0,10,2011
512,Juan Ignacio Chela,3.0,0.5454545454545454,2.0,45.0,11.0,20.0,1,2011
513,Alexandr Dolgopolov,9.0,0.6125,4.0,41.0,3.0,21.0,1,2011
514,Juan Martin del Potro,14.0,0.6920475728093225,1.4,43.8,2.8,21.0,5,2011
515,Fernando Verdasco,9.0,0.6598753239029778,4.666666666666667,51.0,8.666666666666666,22.0,3,2011
516,David Nalbandian,6.5,0.594212466899005,4.0,35.75,4.25,23.0,4,2011
517,Michael Llodra,12.8,0.6688068373505267,2.4,44.4,3.6,25.0,5,2011
518,Milos Raonic,17.0,0.6668035030103995,0.6666666666666666,36.333333333333336,0.6666666666666666,25.0,3,2011
519,Sam Querrey,12.5,0.6372489348752282,0.5,44.0,5.5,26.0,2,2011
520,Marin Cilic,7.0,0.605787476280835,4.0,34.5,7.0,27.0,2,2011
521,Janko Tipsarevic,4.0,0.5759375463431818,1.5,30.0,4.0,30.0,6,2011
522,Marcos Baghdatis,9.4,0.5771151808731035,2.6,40.6,5.4,30.0,5,2011
523,Thomaz Bellucci,6.5,0.6767937944408533,1.5,47.5,6.0,30.0,2,2011
524,Ivan Ljubicic,14.0,0.6180357382043721,1.3333333333333333,42.0,6.333333333333333,33.0,3,2011
525,Kevin Anderson,13.5,0.7042943548387097,2.0,46.75,2.75,36.0,4,2011
526,Andreas Seppi,6.714285714285714,0.6447545871308453,2.2857142857142856,42.714285714285715,6.285714285714286,38.0,7,2011
527,Xavier Malisse,8.0,0.6101372881860687,1.1428571428571428,33.285714285714285,5.857142857142857,40.0,7,2011
528,Guillermo Garcia Lopez,3.0,0.7,2.0,25.0,2.0,41.0,1,2011
529,Feliciano Lopez,23.6,0.6270381284433247,3.8,56.2,5.0,41.0,5,2011
530,Ivan Dodig,9.6,0.6780797606723079,2.0,36.6,4.2,42.0,5,2011
531,John Isner,14.0,0.6985115117780042,2.1666666666666665,39.0,1.1666666666666667,46.0,6,2011
532,Sergiy Stakhovsky,6.0,0.6081081081081081,2.0,36.0,0.0,46.0,1,2011
533,Philipp Kohlschreiber,6.8,0.620164017981733,1.8,29.8,1.0,49.0,5,2011
534,Jarkko Nieminen,1.0,0.8,0.0,28.0,4.0,50.0,1,2011
535,Yen Hsun Lu,4.333333333333333,0.672718253968254,2.3333333333333335,41.666666666666664,2.3333333333333335,53.0,3,2011
536,Dmitry Tursunov,6.666666666666667,0.6280779245972123,4.0,40.166666666666664,5.0,53.0,6,2011
537,Adrian Mannarino,3.0,0.6157807987630812,2.0,44.25,9.75,54.0,4,2011
538,Daniel Gimeno Traver,10.0,0.6111111111111112,3.0,35.0,4.0,56.0,1,2011
539,Radek Stepanek,3.25,0.7111141705586852,2.75,31.0,4.75,57.0,4,2011
540,Robin Haase,14.666666666666666,0.6255234479863291,2.0,43.666666666666664,4.666666666666667,58.0,3,2011
541,Bernard Tomic,,,,,,59.0,1,2011
542,Kei Nishikori,3.3333333333333335,0.6059699317008161,2.3333333333333335,28.666666666666668,5.666666666666667,59.0,3,2011
543,Mikhail Kukushkin,0.0,0.5777777777777777,0.0,18.0,3.0,60.0,1,2011
544,Grigor Dimitrov,7.5,0.6075557118458392,4.0,39.5,5.25,60.0,4,2011
545,Victor Hanescu,18.0,0.6901408450704225,0.0,42.0,4.0,63.0,1,2011
546,Santiago Giraldo,0.5,0.7081050443982619,0.5,37.0,5.0,63.0,2,2011
547,Denis Istomin,18.0,0.6542056074766355,3.0,61.0,4.0,65.0,1,2011
548,Igor Kunitsyn,4.2,0.6336743393009379,1.0,31.8,4.8,66.0,5,2011
549,Alex Bogomolov Jr,3.0,0.7286556154718458,2.8333333333333335,44.333333333333336,6.166666666666667,66.0,6,2011
550,Somdev Devvarman,8.0,0.5977095516569201,0.5,28.0,7.0,68.0,2,2011
551,Ryan Sweeting,3.0,0.5704225352112676,8.0,56.0,16.0,69.0,1,2011
552,Carlos Berlocq,6.0,0.640625,1.0,29.0,4.0,69.0,1,2011
553,Philipp Petzschner,9.25,0.5995965038438958,2.0,37.5,5.5,71.0,4,2011
554,Olivier Rochus,2.7142857142857144,0.603991519684797,3.0,37.42857142857143,5.0,73.0,7,2011
555,Lleyton Hewitt,4.5,0.5876010781671159,2.0,26.0,2.5,73.0,2,2011
556,Julien Benneteau,11.0,0.7221183869016256,2.5,50.5,4.25,74.0,4,2011
557,Michael Berrer,5.0,0.6759404388714734,3.0,54.0,5.5,75.0,2,2011
558,Andreas Haider Maurer,24.0,0.6319031435853866,5.5,56.0,1.5,78.0,2,2011
559,Igor Andreev,13.5,0.6693413173652695,3.0,57.5,4.0,79.0,2,2011
560,Tobias Kamke,3.0,0.5192373300366026,5.6,30.6,7.8,83.0,5,2011
561,Filippo Volandri,4.0,0.7205882352941176,3.0,34.0,4.0,84.0,1,2011
562,Dudi Sela,4.0,0.627906976744186,3.0,46.0,3.0,84.0,1,2011
563,Ricardo Mello,2.0,0.6602564102564102,4.0,67.0,13.0,89.0,1,2011
564,Michael Russell,6.0,0.6666666666666666,4.0,28.0,5.0,91.0,1,2011
565,Matthias Bachinger,11.0,0.5257731958762887,3.0,45.0,2.0,92.0,1,2011
566,Gilles Muller,21.0,0.8150127226463104,1.0,44.0,5.0,92.0,2,2011
567,Lukasz Kubot,5.0,0.6514053552974155,3.6666666666666665,56.333333333333336,7.666666666666667,93.0,3,2011
568,Nicolas Mahut,7.0,0.6137897782063646,2.5,22.0,1.5,95.0,2,2011
