,winner_name,w_ace,w_1stIn%,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
120,Joachim Johansson,16.266666666666666,0.5893771972284824,4.333333333333333,39.266666666666666,2.933333333333333,9.0,15,2005
121,Ivan Ljubicic,12.555555555555555,0.6218471520513975,1.7777777777777777,37.666666666666664,4.666666666666667,9.0,40,2005
122,Mariano Puerta,7.5,0.7210599751818091,1.6666666666666667,41.5,3.3333333333333335,10.0,6,2005
123,Guillermo Canas,3.4285714285714284,0.6649271368468901,2.5714285714285716,36.285714285714285,6.428571428571429,12.0,7,2005
124,Richard Gasquet,5.857142857142857,0.6688286414443686,2.7142857142857144,48.0,6.285714285714286,12.0,7,2005
125,Tommy Robredo,5.6,0.5852877990138318,3.7,36.45,5.65,12.0,20,2005
126,Sebastien Grosjean,6.4,0.5540799288113658,0.8,31.2,3.6,14.0,10,2005
127,Radek Stepanek,8.166666666666666,0.6152840034895429,3.4444444444444446,41.833333333333336,6.222222222222222,14.0,18,2005
128,Tommy Haas,8.866666666666667,0.5639320827566878,3.7333333333333334,31.8,3.6,14.0,16,2005
129,Thomas Johansson,10.421052631578947,0.5537233289564837,2.0526315789473686,34.1578947368421,2.6315789473684212,14.0,19,2005
130,David Ferrer,3.6875,0.6571132076878273,2.6875,36.6875,7.0,15.0,16,2005
131,Mikhail Youzhny,5.1,0.5627162067469325,1.6,31.7,4.1,15.0,10,2005
132,Fernando Gonzalez,7.055555555555555,0.6112832293215819,4.166666666666667,37.77777777777778,4.888888888888889,16.0,19,2005
133,Mario Ancic,11.458333333333334,0.613525041745312,2.5416666666666665,34.208333333333336,3.125,17.0,25,2005
134,Dominik Hrbaty,6.125,0.5907349399482397,4.291666666666667,34.166666666666664,6.041666666666667,17.0,30,2005
135,Andrei Pavel,8.166666666666666,0.6686532047863927,1.1666666666666667,39.333333333333336,4.333333333333333,17.0,6,2005
136,Vincent Spadea,4.214285714285714,0.5379306721860906,3.0714285714285716,30.785714285714285,6.642857142857143,19.0,14,2005
137,Nicolas Massu,4.5,0.5774700069152957,4.5,48.0,9.5,19.0,5,2005
138,Feliciano Lopez,9.055555555555555,0.5960372771013124,2.7222222222222223,38.55555555555556,4.5,20.0,18,2005
