,winner_name,w_ace,w_1stIn,w_df,w_1stWon,w_bpFaced,winner_rank,winner_id,year
109,Nikolay Davydenko,3.1739130434782608,49.73913043478261,2.5217391304347827,33.65217391304348,5.695652173913044,7.0,25,2005
110,Andre Agassi,5.666666666666667,38.166666666666664,3.5,30.166666666666668,5.666666666666667,9.0,6,2005
111,David Nalbandian,2.625,39.75,2.25,27.25,5.375,10.0,9,2005
112,Guillermo Canas,2.75,39.083333333333336,1.9166666666666667,28.166666666666668,4.833333333333333,10.0,14,2005
113,Mariano Puerta,4.2727272727272725,48.40909090909091,2.0,35.5,4.2272727272727275,10.0,23,2005
114,Joachim Johansson,9.0,38.0,6.0,30.0,5.0,11.0,2,2005
115,Ivan Ljubicic,9.0,39.0,2.5,29.75,3.5,13.0,4,2005
116,Fernando Gonzalez,5.315789473684211,38.26315789473684,2.3157894736842106,30.57894736842105,2.789473684210526,14.0,20,2005
117,Tommy Robredo,2.789473684210526,44.78947368421053,2.6315789473684212,32.10526315789474,5.7894736842105265,15.0,20,2005
118,Radek Stepanek,5.25,51.416666666666664,2.75,37.666666666666664,5.25,15.0,12,2005
119,Thomas Johansson,5.333333333333333,41.5,1.5,31.333333333333332,2.8333333333333335,17.0,8,2005
120,Richard Gasquet,3.125,34.25,1.75,26.25,3.875,17.0,9,2005
121,Dominik Hrbaty,4.285714285714286,38.285714285714285,3.0,30.142857142857142,5.0,18.0,7,2005
122,Mario Ancic,7.333333333333333,40.666666666666664,1.6666666666666667,32.5,3.1666666666666665,18.0,6,2005
123,Juan Carlos Ferrero,1.2,47.25,1.65,32.85,5.7,20.0,21,2005
124,David Ferrer,2.2083333333333335,47.0,1.9166666666666667,31.041666666666668,5.875,20.0,25,2005
125,Nicolas Massu,4.75,42.916666666666664,2.3333333333333335,31.75,6.416666666666667,21.0,13,2005
126,Tommy Haas,6.375,39.5,3.125,30.375,5.0,21.0,11,2005
127,Juan Ignacio Chela,1.75,45.875,3.125,31.5,7.375,23.0,8,2005
128,Jiri Novak,3.6,51.7,1.7,36.3,7.0,23.0,10,2005
129,Feliciano Lopez,8.142857142857142,49.142857142857146,3.0,37.857142857142854,4.571428571428571,23.0,7,2005
130,Sebastien Grosjean,6.0,45.45454545454545,0.9090909090909091,32.72727272727273,5.909090909090909,24.0,11,2005
131,Mikhail Youzhny,3.5,28.0,3.0,20.5,2.1666666666666665,24.0,6,2005
132,Andrei Pavel,5.375,57.875,1.125,39.5,7.25,24.0,10,2005
133,Nicolas Kiefer,7.166666666666667,48.666666666666664,5.0,36.5,9.666666666666666,28.0,8,2005
134,Filippo Volandri,0.8461538461538461,44.76923076923077,1.6153846153846154,30.615384615384617,4.769230769230769,31.0,27,2005
135,Olivier Rochus,2.6666666666666665,53.0,3.6666666666666665,34.333333333333336,10.0,31.0,5,2005
136,Paradorn Srichaphan,4.0,31.5,1.5,24.0,3.0,34.0,2,2005
137,James Blake,,,,,,34.0,1,2005
138,Robin Soderling,4.333333333333333,62.333333333333336,3.3333333333333335,45.333333333333336,7.0,35.0,3,2005
139,Jurgen Melzer,4.0,49.8,1.8,35.1,7.0,35.0,10,2005
140,Xavier Malisse,5.666666666666667,31.0,0.3333333333333333,24.666666666666668,2.6666666666666665,36.0,3,2005
141,Igor Andreev,2.9473684210526314,48.473684210526315,1.9473684210526316,33.1578947368421,5.947368421052632,37.0,20,2005
142,Tomas Berdych,5.4,44.4,2.7,34.0,5.6,37.0,12,2005
143,Max Mirnyi,7.666666666666667,46.666666666666664,4.0,37.0,4.0,38.0,4,2005
144,Fernando Verdasco,5.733333333333333,46.6,2.2666666666666666,34.46666666666667,5.333333333333333,38.0,15,2005
