,winner_name,w_ace,w_1stIn%,w_df,w_1stWon,w_bpFaced,winner_rank,matches_won,year,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,matches_lost,W/L%
92,Alex Corretja,4.333333333333333,0.5710843976653066,3.5,39.833333333333336,8.166666666666666,86.0,6,2004,3.111111111111111,55.77777777777778,2.888888888888889,35.44444444444444,9.88888888888889,86.0,9,0.4
93,Thierry Ascione,9.0,0.6631578947368421,6.0,52.0,6.0,87.0,1,2004,5.0,56.0,2.5,32.0,12.0,82.0,2,0.3333333333333333
94,Paul Henri Mathieu,9.0,0.501513019848596,2.5,36.5,5.75,88.0,4,2004,7.666666666666667,41.0,6.333333333333333,30.333333333333332,9.333333333333334,83.0,3,0.5714285714285714
95,Alexander Popp,6.0,0.6346153846153846,2.0,25.0,3.0,88.0,1,2004,6.0,53.0,4.333333333333333,34.5,9.333333333333334,81.0,6,0.14285714285714285
96,Greg Rusedski,13.142857142857142,0.5700214747350237,7.0,42.142857142857146,6.0,89.0,7,2004,11.6,54.4,6.8,41.4,6.6,89.0,5,0.5833333333333334
97,Wayne Arthurs,15.0,0.711864406779661,4.0,37.0,4.0,89.0,3,2004,19.6,58.8,5.2,47.0,6.0,84.0,6,0.3333333333333333
98,Wesley Moodie,15.0,0.7538461538461538,1.0,40.0,1.0,90.0,1,2004,14.5,69.0,4.0,51.5,8.75,80.0,4,0.2
99,Irakli Labadze,4.6,0.5145230935859528,5.8,29.2,4.2,90.0,5,2004,3.7,42.0,6.3,28.4,6.9,43.0,10,0.3333333333333333
100,Jeff Morrison,9.75,0.5782167785211944,3.5,29.5,1.25,91.0,4,2004,7.6,40.6,4.6,31.0,6.6,90.0,5,0.4444444444444444
101,John Van Lottum,5.0,0.6120439469320067,2.0,35.0,4.0,92.0,2,2004,5.8,57.6,3.4,40.4,11.2,89.0,5,0.2857142857142857
102,Potito Starace,10.0,0.6306306306306306,2.0,50.0,9.0,93.0,1,2004,8.5,68.0,2.0,51.0,8.5,77.0,2,0.3333333333333333
103,Yen Hsun Lu,6.0,0.6274509803921569,1.0,27.0,0.0,94.0,1,2004,4.333333333333333,42.166666666666664,4.666666666666667,30.0,7.5,90.0,7,0.125
104,Gilles Elseneer,8.0,0.5512820512820513,8.0,34.0,9.0,97.0,1,2004,9.0,52.0,1.0,37.0,4.0,97.0,1,0.5
105,Jean Rene Lisnard,3.0,0.5227272727272727,1.5,33.5,8.0,97.0,2,2004,2.0,44.0,6.0,29.0,18.0,97.0,1,0.6666666666666666
106,Galo Blanco,2.0,0.5333333333333333,1.0,7.0,1.0,99.0,1,2004,4.5,43.0,5.0,32.0,6.0,99.0,2,0.3333333333333333
107,Philipp Kohlschreiber,6.0,0.5507246376811594,1.0,32.0,2.0,99.0,1,2004,10.0,53.333333333333336,7.0,37.333333333333336,11.0,92.0,3,0.25
108,Roger Federer,7.18,0.6393511032883551,1.56,35.94,3.56,1.0,50,2005,22.0,107.0,8.0,88.0,13.0,1.0,1,0.9803921568627451
109,Andy Roddick,13.931034482758621,0.6507363712422602,2.0344827586206895,38.93103448275862,2.413793103448276,2.0,30,2005,15.75,56.375,3.75,46.625,5.875,2.0,10,0.75
110,Rafael Nadal,2.7857142857142856,0.677716265887707,1.6428571428571428,36.57142857142857,3.857142857142857,2.0,28,2005,3.1666666666666665,72.83333333333333,3.5,46.333333333333336,10.166666666666666,2.0,6,0.8235294117647058
111,Lleyton Hewitt,9.285714285714286,0.561454716521316,3.6785714285714284,38.0,5.5,2.0,29,2005,5.333333333333333,45.0,4.333333333333333,32.333333333333336,8.333333333333334,2.0,7,0.8055555555555556
112,Marat Safin,10.833333333333334,0.556266831623862,1.5833333333333333,42.25,5.083333333333333,4.0,12,2005,2.75,33.75,2.5,21.75,6.25,4.0,4,0.75
113,Carlos Moya,6.266666666666667,0.5601541953183921,3.0,32.8,5.4,5.0,16,2005,6.5,49.6,3.3,35.2,8.8,5.0,10,0.6153846153846154
114,Guillermo Coria,4.578947368421052,0.6230421332306376,5.684210526315789,35.473684210526315,6.315789473684211,5.0,19,2005,3.3636363636363638,50.54545454545455,4.636363636363637,32.72727272727273,10.636363636363637,5.0,13,0.59375
115,Andre Agassi,7.15625,0.6112663536795864,2.03125,36.46875,4.8125,6.0,32,2005,3.0,39.666666666666664,2.6666666666666665,25.666666666666668,8.5,7.0,8,0.8
116,Tim Henman,3.8,0.640827259952914,2.533333333333333,34.666666666666664,3.933333333333333,6.0,15,2005,3.8181818181818183,49.36363636363637,4.090909090909091,33.54545454545455,9.454545454545455,6.0,11,0.5769230769230769
117,Nikolay Davydenko,4.238095238095238,0.677136865245876,2.1904761904761907,33.476190476190474,5.0476190476190474,6.0,21,2005,2.4285714285714284,49.785714285714285,3.0,30.857142857142858,9.0,6.0,14,0.6
118,Gaston Gaudio,3.5,0.6068439747149191,3.875,38.875,5.0,8.0,8,2005,4.0,57.22222222222222,3.0,37.22222222222222,9.333333333333334,8.0,9,0.47058823529411764
119,David Nalbandian,3.857142857142857,0.611338732159968,3.0476190476190474,37.38095238095238,6.809523809523809,9.0,22,2005,2.5454545454545454,50.63636363636363,3.5454545454545454,31.727272727272727,9.727272727272727,9.0,11,0.6666666666666666
120,Joachim Johansson,16.266666666666666,0.5893771972284824,4.333333333333333,39.266666666666666,2.933333333333333,9.0,15,2005,17.0,52.6,4.6,38.8,7.2,9.0,5,0.75
121,Ivan Ljubicic,12.555555555555555,0.6218471520513975,1.7777777777777777,37.666666666666664,4.666666666666667,9.0,40,2005,14.636363636363637,66.0,2.272727272727273,48.27272727272727,8.272727272727273,9.0,12,0.7692307692307693
122,Mariano Puerta,7.5,0.7210599751818091,1.6666666666666667,41.5,3.3333333333333335,10.0,6,2005,4.6,67.8,2.6,44.8,10.8,9.0,6,0.5
123,Guillermo Canas,3.4285714285714284,0.6649271368468901,2.5714285714285716,36.285714285714285,6.428571428571429,12.0,7,2005,5.0,37.333333333333336,3.6666666666666665,24.333333333333332,8.333333333333334,12.0,3,0.7
124,Richard Gasquet,5.857142857142857,0.6688286414443686,2.7142857142857144,48.0,6.285714285714286,12.0,7,2005,2.0,64.0,3.0,41.5,8.25,12.0,4,0.6363636363636364
125,Tommy Robredo,5.6,0.5852877990138318,3.7,36.45,5.65,12.0,20,2005,3.9,53.6,3.7,36.8,8.6,12.0,11,0.6451612903225806
126,Sebastien Grosjean,6.4,0.5540799288113658,0.8,31.2,3.6,14.0,10,2005,6.5,52.333333333333336,2.1666666666666665,36.416666666666664,8.666666666666666,14.0,12,0.45454545454545453
127,Radek Stepanek,8.166666666666666,0.6152840034895429,3.4444444444444446,41.833333333333336,6.222222222222222,14.0,18,2005,7.0,45.666666666666664,3.3333333333333335,31.0,9.066666666666666,14.0,15,0.5454545454545454
128,Tommy Haas,8.866666666666667,0.5639320827566878,3.7333333333333334,31.8,3.6,14.0,16,2005,5.75,45.833333333333336,4.166666666666667,32.083333333333336,7.666666666666667,14.0,13,0.5517241379310345
129,Thomas Johansson,10.421052631578947,0.5537233289564837,2.0526315789473686,34.1578947368421,2.6315789473684212,14.0,19,2005,7.571428571428571,43.785714285714285,2.5714285714285716,30.428571428571427,7.928571428571429,13.0,14,0.5757575757575758
130,David Ferrer,3.6875,0.6571132076878273,2.6875,36.6875,7.0,15.0,16,2005,1.8181818181818181,53.45454545454545,2.5454545454545454,32.18181818181818,9.818181818181818,15.0,11,0.5925925925925926
131,Mikhail Youzhny,5.1,0.5627162067469325,1.6,31.7,4.1,15.0,10,2005,4.363636363636363,44.45454545454545,3.4545454545454546,30.09090909090909,8.909090909090908,15.0,11,0.47619047619047616
132,Fernando Gonzalez,7.055555555555555,0.6112832293215819,4.166666666666667,37.77777777777778,4.888888888888889,16.0,19,2005,5.777777777777778,51.111111111111114,5.333333333333333,37.666666666666664,8.88888888888889,16.0,9,0.6785714285714286
133,Mario Ancic,11.458333333333334,0.613525041745312,2.5416666666666665,34.208333333333336,3.125,17.0,25,2005,10.153846153846153,52.84615384615385,3.076923076923077,39.15384615384615,6.538461538461538,17.0,15,0.625
134,Dominik Hrbaty,6.125,0.5907349399482397,4.291666666666667,34.166666666666664,6.041666666666667,17.0,30,2005,4.866666666666666,45.266666666666666,3.933333333333333,30.266666666666666,8.0,17.0,16,0.6521739130434783
135,Andrei Pavel,8.166666666666666,0.6686532047863927,1.1666666666666667,39.333333333333336,4.333333333333333,17.0,6,2005,8.545454545454545,55.90909090909091,2.8181818181818183,38.72727272727273,8.727272727272727,17.0,11,0.35294117647058826
136,Vincent Spadea,4.214285714285714,0.5379306721860906,3.0714285714285716,30.785714285714285,6.642857142857143,19.0,14,2005,2.9411764705882355,44.1764705882353,3.5294117647058822,29.529411764705884,8.588235294117647,19.0,17,0.45161290322580644
137,Nicolas Massu,4.5,0.5774700069152957,4.5,48.0,9.5,19.0,5,2005,4.777777777777778,41.333333333333336,3.888888888888889,28.0,8.88888888888889,19.0,9,0.35714285714285715
138,Feliciano Lopez,9.055555555555555,0.5960372771013124,2.7222222222222223,38.55555555555556,4.5,20.0,18,2005,8.5,47.92857142857143,4.142857142857143,35.5,7.142857142857143,20.0,16,0.5294117647058824
139,Robby Ginepri,7.363636363636363,0.6345589153024411,1.4848484848484849,33.60606060606061,3.1515151515151514,21.0,33,2005,6.428571428571429,53.714285714285715,2.357142857142857,36.857142857142854,6.785714285714286,21.0,14,0.7021276595744681
