,winner_name,w_ace,w_1stIn%,w_df,w_1stWon,w_bpFaced,winner_rank,matches_won,year,l_ace,l_1stIn,l_df,l_1stWon,l_bpFaced,loser_rank,matches_lost,W/L%
384,Gaston Gaudio,2.0,0.5694444444444444,10.0,32.0,7.0,44.0,1,2007,1.6666666666666667,46.0,7.666666666666667,28.333333333333332,10.0,34.0,3,0.25
385,Marc Gicquel,8.2,0.5305543316998607,1.8,33.4,6.2,44.0,5,2007,5.083333333333333,41.25,2.4166666666666665,30.166666666666668,8.0,41.0,12,0.29411764705882354
386,Jo-Wilfried Tsonga,8.166666666666666,0.64295364863407,2.3333333333333335,43.5,4.166666666666667,45.0,6,2007,6.333333333333333,46.333333333333336,2.3333333333333335,30.5,6.5,45.0,6,0.5
387,Florian Mayer,6.7,0.591454074694185,2.0,33.0,5.6,45.0,10,2007,3.8333333333333335,39.916666666666664,1.5833333333333333,25.75,6.083333333333333,45.0,12,0.45454545454545453
388,Albert Montanes,5.5,0.6385593220338983,3.0,30.0,3.0,46.0,2,2007,2.5,49.0,4.0,31.125,9.875,44.0,8,0.2
389,Gael Monfils,14.166666666666666,0.5784244770690602,3.0,38.833333333333336,4.5,46.0,6,2007,10.3,49.0,2.8,35.0,7.2,44.0,10,0.375
390,Juan Martin del Potro,7.142857142857143,0.631967160842113,2.3333333333333335,29.714285714285715,4.285714285714286,49.0,21,2007,6.0,51.5,3.6666666666666665,35.05555555555556,8.222222222222221,49.0,19,0.525
391,Nicolas Mahut,7.909090909090909,0.5522210308612991,4.2727272727272725,33.18181818181818,4.454545454545454,52.0,11,2007,6.833333333333333,49.0,5.0,34.333333333333336,9.416666666666666,52.0,12,0.4782608695652174
392,Stefan Koubek,4.2,0.5893565847422289,1.7333333333333334,29.933333333333334,4.2,53.0,15,2007,2.7333333333333334,46.0,2.3333333333333335,28.266666666666666,8.933333333333334,53.0,15,0.5
393,Paradorn Srichaphan,9.0,0.6129032258064516,4.0,35.0,1.0,53.0,1,2007,1.8,29.6,3.0,16.6,9.0,52.0,5,0.16666666666666666
394,Max Mirnyi,10.0,0.6128201689030489,4.333333333333333,51.666666666666664,8.666666666666666,53.0,3,2007,7.833333333333333,39.833333333333336,4.833333333333333,28.5,5.333333333333333,53.0,8,0.2727272727272727
395,Thomas Johansson,9.722222222222221,0.5802283519732535,2.2777777777777777,37.611111111111114,4.888888888888889,55.0,19,2007,7.923076923076923,43.53846153846154,2.769230769230769,32.07692307692308,7.153846153846154,55.0,14,0.5757575757575758
396,Janko Tipsarevic,9.625,0.5548776073074335,2.75,36.75,5.125,56.0,8,2007,5.666666666666667,41.333333333333336,2.8333333333333335,28.833333333333332,9.5,51.0,12,0.4
397,Ruben Ramirez Hidalgo,2.0,0.5932203389830508,5.0,26.0,6.0,57.0,1,2007,2.0,38.75,5.25,23.25,11.5,55.0,4,0.2
398,Andreas Seppi,6.833333333333333,0.5886934553601221,3.0,36.166666666666664,3.5,58.0,8,2007,4.0,42.625,3.25,27.625,10.625,58.0,9,0.47058823529411764
399,Vincent Spadea,4.125,0.6179700050156983,1.375,33.125,4.0,58.0,16,2007,2.8947368421052633,46.89473684210526,2.4210526315789473,28.94736842105263,9.105263157894736,58.0,19,0.45714285714285713
400,Michael Llodra,8.142857142857142,0.5715287813839558,3.5714285714285716,28.142857142857142,4.142857142857143,59.0,7,2007,6.181818181818182,47.0,3.3636363636363638,31.0,8.090909090909092,59.0,11,0.3888888888888889
401,Florent Serra,4.428571428571429,0.6046407398290754,2.7142857142857144,43.857142857142854,5.571428571428571,60.0,8,2007,3.9,50.5,2.5,33.2,8.4,60.0,10,0.4444444444444444
402,Alberto Martin,3.0,0.5833333333333334,1.0,28.0,0.0,60.0,1,2007,1.6,34.8,3.2,21.0,10.0,60.0,5,0.16666666666666666
403,Martin Vassallo Arguello,4.0,0.6271186440677966,3.0,27.0,5.0,62.0,1,2007,5.6,40.4,1.6,24.6,7.6,62.0,5,0.16666666666666666
404,Nicolas Kiefer,7.5,0.606060606060606,0.0,22.0,0.0,64.0,2,2007,5.5,29.5,3.0,23.5,6.5,50.0,2,0.5
405,Sam Querrey,15.8125,0.5833952666575758,2.5625,35.875,4.0625,65.0,16,2007,8.692307692307692,39.38461538461539,3.4615384615384617,29.384615384615383,6.0,48.0,13,0.5517241379310345
406,Guillermo Garcia Lopez,3.0,0.6546268961401297,1.4285714285714286,35.0,6.428571428571429,65.0,7,2007,3.3333333333333335,46.666666666666664,3.6666666666666665,29.555555555555557,7.888888888888889,65.0,9,0.4375
407,Daniele Bracciali,4.75,0.553958314960167,1.5,24.5,2.25,66.0,4,2007,4.25,43.375,2.125,28.5,9.0,65.0,8,0.3333333333333333
408,Michael Russell,2.142857142857143,0.687664604646308,3.2857142857142856,36.857142857142854,4.857142857142857,67.0,7,2007,2.5,42.7,2.4,27.1,7.0,65.0,10,0.4117647058823529
409,Frank Dancevic,17.714285714285715,0.6580816153461193,2.142857142857143,44.285714285714285,4.0,67.0,7,2007,8.363636363636363,49.18181818181818,2.272727272727273,33.0,9.454545454545455,67.0,11,0.3888888888888889
410,Evgeny Korolev,6.1,0.5816207180481497,3.7,32.4,5.7,68.0,10,2007,5.7272727272727275,45.81818181818182,3.727272727272727,30.363636363636363,8.909090909090908,68.0,11,0.47619047619047616
411,Nicolas Lapentti,2.0,0.6597938144329897,2.0,45.0,10.0,69.0,1,2007,4.666666666666667,64.33333333333333,1.0,41.0,9.333333333333334,68.0,3,0.25
412,Paul Goldstein,2.0,0.6758279747774997,2.142857142857143,33.57142857142857,6.428571428571429,70.0,7,2007,2.6,45.7,3.3,27.7,10.2,70.0,10,0.4117647058823529
413,Luis Horna,4.75,0.7815730837789661,2.5,41.0,3.25,70.0,4,2007,5.333333333333333,55.166666666666664,2.8333333333333335,36.833333333333336,7.5,61.0,6,0.4
414,Teymuraz Gabashvili,8.714285714285714,0.52892748538341,4.714285714285714,37.714285714285715,6.857142857142857,71.0,7,2007,5.0,38.42857142857143,4.428571428571429,27.5,6.857142857142857,71.0,14,0.3333333333333333
415,Michael Berrer,7.222222222222222,0.6099325331085043,2.4444444444444446,32.55555555555556,4.222222222222222,72.0,9,2007,4.666666666666667,46.5,2.6666666666666665,30.666666666666668,8.333333333333334,56.0,6,0.6
416,Jan Hernych,2.8,0.6612722655597956,1.4,30.8,6.2,73.0,5,2007,2.888888888888889,50.77777777777778,1.6666666666666667,29.666666666666668,10.555555555555555,72.0,9,0.35714285714285715
417,Bjorn Phau,4.0,0.6144055106319257,2.0,23.5,5.5,77.0,2,2007,3.0,43.0,4.0,27.666666666666668,11.666666666666666,77.0,3,0.4
418,Christophe Rochus,0.0,0.6764705882352942,2.0,32.0,5.0,78.0,1,2007,0.3333333333333333,40.0,2.3333333333333335,21.0,9.333333333333334,74.0,3,0.25
419,Igor Kunitsyn,3.0714285714285716,0.5703631490551709,3.0,33.714285714285715,8.5,80.0,14,2007,1.5,35.4375,2.375,20.625,8.0625,78.0,16,0.4666666666666667
420,Simon Greul,6.0,0.5664516129032258,1.0,30.5,3.5,81.0,2,2007,3.875,37.5,2.875,24.125,8.25,78.0,8,0.2
421,Danai Udomchoke,2.0,0.4626865671641791,3.0,28.0,1.0,83.0,1,2007,3.5,43.0,3.0,27.0,8.5,79.0,4,0.2
422,Kristian Pless,7.333333333333333,0.6216646900857427,1.0,30.0,6.666666666666667,83.0,3,2007,8.0,59.333333333333336,2.7777777777777777,41.888888888888886,7.222222222222222,81.0,9,0.25
423,Peter Luczak,9.0,0.53,8.0,39.0,7.0,84.0,1,2007,8.0,58.5,1.5,40.0,8.0,84.0,2,0.3333333333333333
424,Robert Kendrick,12.0,0.5864864864864865,5.0,27.5,3.5,87.0,2,2007,8.0,42.75,4.25,30.5,7.75,82.0,8,0.2
425,Simone Bolelli,12.0,0.5922330097087378,2.0,50.0,5.0,87.0,1,2007,5.0,47.333333333333336,0.6666666666666666,32.333333333333336,4.333333333333333,87.0,3,0.25
426,Ernests Gulbis,10.333333333333334,0.6366922406526366,2.6666666666666665,42.333333333333336,4.333333333333333,88.0,3,2007,7.0,55.333333333333336,3.0,36.0,11.333333333333334,46.0,3,0.5
427,Amer Delic,11.666666666666666,0.6140831763470781,1.0,34.666666666666664,6.666666666666667,89.0,6,2007,8.176470588235293,39.94117647058823,1.9411764705882353,28.41176470588235,5.823529411764706,60.0,17,0.2608695652173913
428,Boris Pashanski,4.0,0.6443855474449726,3.75,43.75,7.25,89.0,4,2007,0.3333333333333333,27.333333333333332,2.6666666666666665,16.0,4.666666666666667,89.0,3,0.5714285714285714
429,Yen Hsun Lu,5.333333333333333,0.5811223681968188,3.0,33.166666666666664,2.5,90.0,6,2007,3.6363636363636362,43.81818181818182,4.636363636363637,28.272727272727273,9.545454545454545,80.0,11,0.35294117647058826
430,Alejandro Falla,3.0,0.6180009518827959,1.3333333333333333,30.666666666666668,7.333333333333333,95.0,3,2007,2.5,47.0,2.0,31.5,9.0,95.0,2,0.6
431,Rainer Schuettler,2.0,0.5968507333908541,2.0,38.5,5.0,98.0,2,2007,3.4,39.0,3.6,26.4,8.6,91.0,5,0.2857142857142857
432,Andrei Pavel,13.0,0.6634615384615384,4.0,57.0,2.0,98.0,1,2007,9.5,60.5,6.0,44.0,10.5,82.0,2,0.3333333333333333
433,Lukas Dlouhy,17.0,0.6329113924050633,8.0,110.0,17.0,99.0,1,2007,7.5,56.0,4.0,43.0,9.0,99.0,2,0.3333333333333333
434,Kevin Kim,5.0,0.6103896103896104,3.0,34.0,7.0,100.0,1,2007,2.6666666666666665,41.0,1.6666666666666667,28.333333333333332,6.0,96.0,3,0.25
435,Mischa Zverev,10.0,0.6470588235294118,5.0,39.0,14.0,100.0,1,2007,2.0,44.0,0.0,26.0,13.0,100.0,1,0.5
436,Rafael Nadal,3.511111111111111,0.6835573016266059,1.4,34.71111111111111,3.6,1.0,46,2008,1.9,47.4,1.4,29.1,8.3,1.0,10,0.8214285714285714
437,Roger Federer,10.666666666666666,0.6595460766084563,1.0909090909090908,39.21212121212121,3.0,1.0,35,2008,6.1,55.0,1.4,39.0,8.2,1.0,11,0.7608695652173914
438,Novak Djokovic,7.317073170731708,0.6410411953467462,1.975609756097561,36.390243902439025,4.219512195121951,3.0,43,2008,5.545454545454546,52.54545454545455,2.3636363636363638,37.27272727272727,5.636363636363637,3.0,12,0.7818181818181819
439,Andy Murray,7.209302325581396,0.5775662718857473,2.255813953488372,33.2093023255814,4.72093023255814,4.0,43,2008,5.3,46.2,2.0,30.8,9.5,4.0,10,0.8113207547169812
440,Nikolay Davydenko,3.967741935483871,0.641693899490203,2.0,31.677419354838708,3.903225806451613,4.0,33,2008,5.071428571428571,51.0,2.7857142857142856,35.785714285714285,7.571428571428571,4.0,15,0.6875
441,David Ferrer,4.0,0.6815591838512698,1.3333333333333333,36.86666666666667,3.8666666666666667,4.0,16,2008,2.4285714285714284,47.714285714285715,2.0,29.857142857142858,9.142857142857142,4.0,15,0.5161290322580645
442,Andy Roddick,14.473684210526315,0.674868081519817,1.9473684210526316,39.13157894736842,3.0,6.0,40,2008,14.25,61.916666666666664,2.5,46.666666666666664,6.083333333333333,6.0,12,0.7692307692307693
443,David Nalbandian,7.043478260869565,0.581258726671439,2.782608695652174,32.608695652173914,3.9130434782608696,7.0,24,2008,3.5,40.625,4.375,27.125,9.875,7.0,8,0.75
444,Fernando Gonzalez,7.444444444444445,0.6042816697800294,2.8333333333333335,39.166666666666664,4.444444444444445,7.0,18,2008,3.1666666666666665,50.166666666666664,3.3333333333333335,32.916666666666664,9.083333333333334,7.0,12,0.6
445,Jo-Wilfried Tsonga,12.384615384615385,0.637282372217144,2.5384615384615383,42.57692307692308,4.923076923076923,7.0,27,2008,8.0,53.63636363636363,2.4545454545454546,37.72727272727273,8.454545454545455,7.0,11,0.7105263157894737
446,James Blake,7.03125,0.5632556622241988,2.78125,33.625,5.15625,7.0,35,2008,5.785714285714286,43.714285714285715,2.5714285714285716,31.857142857142858,7.714285714285714,7.0,15,0.7
447,Richard Gasquet,8.470588235294118,0.6082362273676929,1.8235294117647058,30.470588235294116,2.823529411764706,7.0,18,2008,8.75,54.0,3.6666666666666665,38.416666666666664,8.583333333333334,7.0,13,0.5806451612903226
448,Mikhail Youzhny,4.842105263157895,0.629868454417801,1.894736842105263,33.578947368421055,5.684210526315789,8.0,20,2008,3.642857142857143,50.785714285714285,2.9285714285714284,35.0,7.642857142857143,8.0,14,0.5882352941176471
449,Juan Martin del Potro,5.296296296296297,0.6310249316657291,2.2222222222222223,33.407407407407405,3.925925925925926,8.0,27,2008,3.6,44.2,2.8,26.4,9.4,8.0,12,0.6923076923076923
450,Gilles Simon,4.6875,0.575614376726116,2.34375,34.21875,6.625,9.0,32,2008,3.5555555555555554,45.05555555555556,2.0,30.444444444444443,8.055555555555555,9.0,18,0.64
451,Stan Wawrinka,7.470588235294118,0.5853428065105291,2.235294117647059,37.294117647058826,5.0588235294117645,9.0,19,2008,5.5,51.0,1.7857142857142858,32.0,7.928571428571429,10.0,14,0.5757575757575758
452,Tomas Berdych,8.4,0.6099159877948888,1.64,29.36,2.68,10.0,25,2008,6.357142857142857,44.42857142857143,3.142857142857143,31.214285714285715,7.0,10.0,14,0.6410256410256411
453,Fernando Verdasco,3.5,0.7394139175689747,3.65,39.1,4.0,11.0,22,2008,4.5,51.1875,4.9375,32.9375,7.6875,11.0,16,0.5789473684210527
454,Tommy Robredo,4.416666666666667,0.6527662153809269,2.0833333333333335,43.083333333333336,4.916666666666667,12.0,12,2008,2.9285714285714284,46.285714285714285,2.2857142857142856,30.714285714285715,7.642857142857143,10.0,14,0.46153846153846156
455,Ivo Karlovic,20.235294117647058,0.657531743806199,1.6470588235294117,43.470588235294116,2.235294117647059,14.0,19,2008,15.714285714285714,54.0,1.6428571428571428,40.42857142857143,5.5,14.0,15,0.5588235294117647
456,Paul Henri Mathieu,6.190476190476191,0.5527072554053929,3.380952380952381,35.38095238095238,4.619047619047619,14.0,22,2008,4.866666666666666,34.0,3.533333333333333,22.933333333333334,6.333333333333333,12.0,17,0.5641025641025641
457,Marcos Baghdatis,8.142857142857142,0.5730599611097883,2.5714285714285716,38.285714285714285,5.571428571428571,14.0,9,2008,8.333333333333334,44.77777777777778,4.222222222222222,33.111111111111114,7.111111111111111,16.0,9,0.5
458,Juan Carlos Ferrero,5.0,0.6574126381230923,1.2142857142857142,34.57142857142857,3.7142857142857144,15.0,14,2008,3.0,45.44444444444444,1.8888888888888888,30.666666666666668,7.777777777777778,15.0,9,0.6086956521739131
459,Guillermo Canas,5.444444444444445,0.5383228951613876,2.6666666666666665,30.0,5.444444444444445,15.0,9,2008,5.666666666666667,37.55555555555556,3.5555555555555554,25.11111111111111,10.11111111111111,15.0,9,0.5
460,Gael Monfils,8.61111111111111,0.6170230995300684,2.5555555555555554,35.77777777777778,5.555555555555555,16.0,18,2008,5.454545454545454,34.18181818181818,2.727272727272727,22.454545454545453,6.818181818181818,16.0,11,0.6206896551724138
461,Carlos Moya,6.6,0.6011789245898077,3.3333333333333335,37.2,5.2,17.0,15,2008,5.25,52.666666666666664,2.75,34.25,7.916666666666667,17.0,12,0.5555555555555556
462,Ivan Ljubicic,12.11111111111111,0.6656566937144894,1.2222222222222223,38.666666666666664,2.4444444444444446,18.0,10,2008,9.555555555555555,45.55555555555556,2.111111111111111,33.0,5.888888888888889,18.0,9,0.5263157894736842
463,Robin Soderling,10.72,0.6186935081561564,2.32,29.48,2.4,18.0,25,2008,11.538461538461538,45.38461538461539,3.769230769230769,35.23076923076923,6.153846153846154,18.0,13,0.6578947368421053
464,Nicolas Almagro,14.25,0.5884965147610122,3.5,36.25,4.75,18.0,4,2008,8.25,55.375,3.75,39.375,9.375,12.0,8,0.3333333333333333
465,Juan Monaco,3.0,0.6951427826329899,2.5555555555555554,41.22222222222222,5.222222222222222,19.0,9,2008,2.5,57.0,2.6,33.2,9.9,19.0,10,0.47368421052631576
466,Igor Andreev,8.409090909090908,0.6157979639003061,2.4545454545454546,38.90909090909091,2.8181818181818183,19.0,22,2008,3.6,48.4,2.4,32.6,6.866666666666666,19.0,15,0.5945945945945946
467,Juan Ignacio Chela,2.0,0.5343505154639175,8.0,42.5,7.0,20.0,2,2008,2.75,45.5,4.0,28.0,10.5,20.0,4,0.3333333333333333
468,Lleyton Hewitt,7.7,0.5085145889709196,3.4,28.3,4.2,21.0,12,2008,6.0,39.375,3.125,27.0,8.0,19.0,8,0.6
469,Nicolas Kiefer,7.916666666666667,0.5655187035886114,1.75,33.166666666666664,4.916666666666667,21.0,13,2008,5.9,38.9,3.2,27.2,6.4,20.0,12,0.52
470,Marin Cilic,8.84,0.5383652875606177,2.6,32.04,4.36,24.0,25,2008,8.733333333333333,42.2,4.2,31.4,7.0,23.0,16,0.6097560975609756
471,Mardy Fish,10.73076923076923,0.5055105595917356,2.4615384615384617,32.96153846153846,4.538461538461538,25.0,26,2008,10.733333333333333,40.86666666666667,3.2,30.666666666666668,7.8,25.0,15,0.6341463414634146
472,Dmitry Tursunov,9.076923076923077,0.5788645960811997,3.076923076923077,36.19230769230769,4.269230769230769,26.0,28,2008,5.285714285714286,43.214285714285715,3.642857142857143,28.5,7.642857142857143,26.0,15,0.6511627906976745
473,Philipp Kohlschreiber,6.666666666666667,0.648041610939172,1.9047619047619047,35.19047619047619,3.619047619047619,26.0,22,2008,4.615384615384615,55.53846153846154,2.923076923076923,38.38461538461539,7.846153846153846,25.0,14,0.6111111111111112
474,Tommy Haas,6.733333333333333,0.604583105985125,2.6666666666666665,34.13333333333333,5.533333333333333,26.0,15,2008,7.0,49.0,4.1,32.2,10.1,26.0,11,0.5769230769230769
475,Jarkko Nieminen,4.764705882352941,0.6896393724363048,2.3529411764705883,45.64705882352941,7.352941176470588,26.0,18,2008,2.4444444444444446,47.666666666666664,2.1666666666666665,29.11111111111111,9.055555555555555,26.0,19,0.4864864864864865
476,Radek Stepanek,8.0,0.6618279718813261,2.238095238095238,37.142857142857146,2.9047619047619047,28.0,21,2008,6.705882352941177,49.470588235294116,3.3529411764705883,36.05882352941177,6.0588235294117645,18.0,17,0.5526315789473685
477,Feliciano Lopez,11.705882352941176,0.5865946510692598,3.5294117647058822,36.23529411764706,3.235294117647059,31.0,18,2008,10.764705882352942,50.411764705882355,3.1176470588235294,35.11764705882353,6.9411764705882355,25.0,18,0.5
478,Andreas Seppi,5.461538461538462,0.5660159918011889,4.0,38.38461538461539,9.923076923076923,31.0,14,2008,3.588235294117647,43.529411764705884,3.6470588235294117,30.352941176470587,7.176470588235294,28.0,18,0.4375
479,Marat Safin,9.125,0.5204254844779915,2.625,33.5,4.625,31.0,10,2008,7.538461538461538,43.61538461538461,4.3076923076923075,30.846153846153847,8.846153846153847,31.0,14,0.4166666666666667
480,Mario Ancic,10.272727272727273,0.6331107491814166,2.090909090909091,38.18181818181818,3.727272727272727,31.0,14,2008,8.0,48.142857142857146,3.142857142857143,34.42857142857143,7.285714285714286,24.0,8,0.6363636363636364
481,Potito Starace,4.5,0.734375,1.5,33.5,4.0,32.0,2,2008,2.625,52.375,2.0,31.5,7.625,32.0,8,0.2
482,Rainer Schuettler,3.9166666666666665,0.6215962449415425,2.9166666666666665,36.5,6.833333333333333,32.0,12,2008,1.8571428571428572,36.857142857142854,2.4285714285714284,22.928571428571427,7.857142857142857,29.0,14,0.46153846153846156
483,Michael Llodra,11.8125,0.6240332926936674,2.625,39.9375,3.25,36.0,17,2008,8.307692307692308,49.07692307692308,3.6153846153846154,34.53846153846154,6.538461538461538,36.0,14,0.5483870967741935
484,Fabrice Santoro,5.0,0.5556660667645976,0.7272727272727273,26.636363636363637,4.181818181818182,36.0,11,2008,2.9,39.3,1.7,24.0,9.1,36.0,10,0.5238095238095238
485,Jurgen Melzer,7.9411764705882355,0.6312755073025907,2.1176470588235294,36.8235294117647,3.7058823529411766,38.0,17,2008,5.4,55.4,2.2,36.86666666666667,7.466666666666667,35.0,15,0.53125
486,Simone Bolelli,4.666666666666667,0.6524748301223483,0.9166666666666666,35.0,3.4166666666666665,39.0,13,2008,5.277777777777778,51.111111111111114,1.7222222222222223,34.22222222222222,6.5,39.0,19,0.40625
487,Sam Querrey,11.869565217391305,0.5986560866845351,2.9565217391304346,39.34782608695652,4.695652173913044,39.0,23,2008,9.0625,47.75,3.4375,33.8125,8.5,38.0,16,0.5897435897435898
488,Agustin Calleri,9.142857142857142,0.5365965318374348,2.4285714285714284,28.142857142857142,3.0,40.0,7,2008,7.5,41.2,3.9,30.8,8.0,40.0,10,0.4117647058823529
489,Nicolas Mahut,8.153846153846153,0.5964650203833824,2.3076923076923075,37.53846153846154,5.076923076923077,40.0,13,2008,7.9375,50.5625,4.8125,35.5,7.25,40.0,16,0.4482758620689655
490,Ernests Gulbis,11.0,0.589459587963377,5.153846153846154,36.0,5.0,40.0,13,2008,9.142857142857142,49.642857142857146,4.857142857142857,35.285714285714285,8.714285714285714,40.0,14,0.48148148148148145
491,Filippo Volandri,4.0,0.7107438016528925,7.0,55.0,16.0,40.0,1,2008,0.5714285714285714,38.42857142857143,3.0,23.714285714285715,7.714285714285714,39.0,7,0.125
492,Janko Tipsarevic,9.75,0.5622264686123233,2.0625,35.625,4.25,41.0,17,2008,8.357142857142858,43.714285714285715,3.5714285714285716,31.642857142857142,7.714285714285714,40.0,16,0.5151515151515151
493,Marc Gicquel,7.25,0.5938377619063503,2.5,36.5,5.25,41.0,8,2008,7.076923076923077,44.07692307692308,2.923076923076923,30.153846153846153,8.384615384615385,37.0,13,0.38095238095238093
494,Jose Acasuso,8.0,0.5454502722177225,3.6,35.6,7.2,45.0,10,2008,4.0,38.166666666666664,3.25,26.833333333333332,6.916666666666667,42.0,13,0.43478260869565216
495,Albert Montanes,4.0,0.5361062825098071,3.2,28.2,3.4,45.0,5,2008,2.8181818181818183,44.09090909090909,3.8181818181818183,29.90909090909091,6.818181818181818,45.0,11,0.3125
496,Sebastien Grosjean,5.0,0.5838175990675991,0.8,37.4,4.8,46.0,5,2008,4.909090909090909,47.09090909090909,2.272727272727273,33.63636363636363,7.909090909090909,46.0,11,0.3125
497,Hyung Taik Lee,4.2,0.6285812542662936,2.2,38.2,5.6,47.0,5,2008,2.2857142857142856,51.57142857142857,2.7142857142857144,32.142857142857146,11.142857142857142,46.0,7,0.4166666666666667
498,Marcel Granollers,6.5,0.5567251461988304,1.0,29.0,5.0,52.0,2,2008,5.375,43.125,3.75,30.625,7.5,51.0,8,0.2
499,Julien Benneteau,4.1,0.6241159272769211,2.8,31.3,5.1,52.0,10,2008,3.0833333333333335,45.5,3.9166666666666665,29.25,9.166666666666666,52.0,13,0.43478260869565216
500,Victor Hanescu,7.6,0.705369485876986,1.4,39.4,4.9,54.0,10,2008,3.923076923076923,60.76923076923077,1.5384615384615385,41.0,9.307692307692308,54.0,15,0.4
501,Thomas Johansson,8.5,0.6209089638876092,2.25,36.5,6.5,54.0,10,2008,7.416666666666667,40.666666666666664,3.5,28.0,8.0,49.0,12,0.45454545454545453
502,Michael Berrer,4.5,0.6285836751117809,3.25,36.0,4.25,54.0,4,2008,6.0,48.8,5.1,32.9,9.6,52.0,11,0.26666666666666666
503,Eduardo Schwank,6.0,0.6252965268080998,2.5,44.75,8.75,54.0,4,2008,6.333333333333333,59.833333333333336,2.6666666666666665,41.0,10.0,54.0,6,0.4
504,Olivier Rochus,2.25,0.6082202444158907,2.0,28.375,5.0,55.0,8,2008,1.3636363636363635,44.36363636363637,2.727272727272727,26.818181818181817,8.454545454545455,48.0,11,0.42105263157894735
505,Stefan Koubek,5.0,0.6010708080700634,5.0,49.333333333333336,9.333333333333334,56.0,3,2008,5.0,48.8,2.8,33.2,8.0,47.0,5,0.375
506,Florian Mayer,3.0,0.5501312962520888,0.5,27.0,2.0,56.0,2,2008,2.4285714285714284,45.142857142857146,1.8571428571428572,27.857142857142858,8.571428571428571,52.0,7,0.2222222222222222
507,Steve Darcis,8.4,0.5622260223282367,2.2,32.6,4.0,58.0,10,2008,2.5555555555555554,37.333333333333336,2.5555555555555554,23.666666666666668,8.88888888888889,58.0,11,0.47619047619047616
508,Jonas Bjorkman,5.75,0.6122388977758213,2.5,35.0,4.0,59.0,5,2008,2.5,38.0,2.75,23.25,7.5,57.0,5,0.5
509,Guillermo Garcia Lopez,3.3333333333333335,0.5851172994774698,5.5,39.166666666666664,6.416666666666667,59.0,12,2008,2.5384615384615383,40.23076923076923,4.846153846153846,24.846153846153847,9.153846153846153,58.0,13,0.48
510,Oscar Hernandez,7.75,0.5978274798368256,2.5,40.5,7.5,60.0,4,2008,1.75,45.125,3.0,25.75,11.25,58.0,8,0.3333333333333333
511,Viktor Troicki,7.166666666666667,0.6039463384749011,1.5833333333333333,29.333333333333332,4.916666666666667,60.0,13,2008,5.0,34.857142857142854,2.4285714285714284,25.285714285714285,6.142857142857143,51.0,8,0.6190476190476191
512,Robby Ginepri,6.5,0.6514532670409695,1.5,35.875,3.25,61.0,9,2008,3.8,56.1,2.7,35.2,10.8,53.0,10,0.47368421052631576
513,Dudi Sela,1.9090909090909092,0.6451225698624614,1.3636363636363635,31.90909090909091,4.545454545454546,61.0,15,2008,1.4285714285714286,46.714285714285715,3.4285714285714284,28.5,9.571428571428571,61.0,16,0.4838709677419355
514,Florent Serra,3.6,0.6416908231907865,1.3,35.9,4.5,63.0,10,2008,2.8666666666666667,47.0,1.8666666666666667,30.2,8.6,53.0,15,0.4
515,Nicolas Devilder,2.0,0.6075949367088608,8.0,36.0,5.0,63.0,1,2008,4.833333333333333,47.333333333333336,4.333333333333333,31.5,9.5,61.0,6,0.14285714285714285
516,Werner Eschauer,4.0,0.5833333333333334,4.0,50.0,4.0,66.0,1,2008,8.0,49.25,4.0,34.25,6.5,64.0,4,0.2
517,Teymuraz Gabashvili,7.5,0.673202614379085,3.5,41.0,4.0,66.0,2,2008,7.333333333333333,54.0,5.666666666666667,38.666666666666664,10.333333333333334,66.0,4,0.3333333333333333
518,Nicolas Lapentti,3.5,0.6235894332909258,3.0,40.75,6.5,66.0,6,2008,5.333333333333333,45.833333333333336,1.6666666666666667,30.333333333333332,6.0,65.0,6,0.5
519,Chris Guccione,19.333333333333332,0.5767627394112821,2.0,40.333333333333336,2.8333333333333335,67.0,9,2008,12.416666666666666,47.833333333333336,2.6666666666666665,36.166666666666664,6.666666666666667,70.0,12,0.42857142857142855
520,Arnaud Clement,10.25,0.5361199643208989,2.0,27.75,4.25,69.0,5,2008,4.7,48.6,3.2,32.8,8.4,59.0,10,0.3333333333333333
521,Yen Hsun Lu,3.7142857142857144,0.5601080006967012,4.714285714285714,35.0,8.285714285714286,69.0,7,2008,1.6666666666666667,37.666666666666664,2.6666666666666665,25.0,6.666666666666667,69.0,6,0.5384615384615384
522,Sergio Roitman,4.0,0.6037735849056604,0.0,26.0,1.0,70.0,1,2008,3.8,50.2,3.0,30.8,9.4,70.0,5,0.16666666666666666
523,Kristof Vliegen,9.333333333333334,0.5880023665441466,0.0,28.333333333333332,3.3333333333333335,70.0,3,2008,8.8,51.4,2.8,35.2,8.4,69.0,6,0.3333333333333333
524,Igor Kunitsyn,2.0,0.6451763261185285,0.3333333333333333,28.333333333333332,3.6666666666666665,71.0,8,2008,1.8333333333333333,39.833333333333336,1.6666666666666667,24.0,8.166666666666666,45.0,6,0.5714285714285714
525,Frank Dancevic,3.5,0.5634195839675291,0.5,28.0,3.0,72.0,2,2008,8.25,50.25,2.5,34.5,9.0,72.0,4,0.3333333333333333
526,Peter Luczak,7.5,0.6324561403508772,3.5,36.0,3.0,72.0,3,2008,7.333333333333333,55.333333333333336,2.3333333333333335,35.0,9.0,72.0,3,0.5
